Order,L1,Excerpt1,L2,Excerpt2
1,En,23,En,1
2,Ge,37,Ge,15
3,Sp,16,It,36
4,It,8,Ja,28
5,Sp,47,En,11
6,Ta,2,Sp,27
7,Ta,36,Ta,18
8,Sp,18,Sp,41
9,Ta,7,It,24
10,It,9,Ta,29
11,Ta,15,Du,32
12,Sp,34,Ja,3
13,En,40,Sp,45
14,Ge,12,Ta,26
15,Ge,22,Du,34
16,Sp,17,Ta,40
17,En,25,En,38
18,Sp,13,Sp,5
19,Ja,19,Ta,8
20,Du,36,Ge,11
21,Du,46,Ta,4
22,It,22,It,17
23,Du,22,Ge,41
24,Du,20,Ta,42
25,It,6,Sp,3
26,Du,21,En,5
27,Ja,10,It,3
28,Ta,20,Ge,6
29,Ge,21,Ge,39
30,En,18,Ge,13
31,Du,30,Du,27
32,Ta,3,En,39
33,Du,18,Ja,46
34,Ge,3,Ta,1
35,Ta,5,Ta,32
36,It,40,En,46
37,En,35,Ge,44
38,Ja,31,Ja,6
39,En,17,Du,40
40,Sp,12,Du,44
41,Ja,40,Ge,45
42,Sp,40,Du,11
43,Ja,21,It,45
44,Ge,36,En,32
45,Du,45,Sp,43
46,Ta,30,Ta,48
47,Ja,23,Ja,33
48,En,9,It,35
49,En,42,En,19
50,It,37,En,48
51,Ta,19,It,28
52,En,34,Ta,23
53,Ja,22,En,44
54,Sp,22,It,18
55,Du,39,Ge,29
56,En,20,Ge,48
57,Ta,10,En,3
58,It,43,Du,12
59,Ge,30,It,12
60,Ge,20,Ge,25
61,En,36,Sp,38
62,Ja,44,Ge,33
63,Ta,39,Du,5
64,Sp,26,Sp,39
65,It,16,It,21
66,It,34,En,45
67,Sp,6,Ja,32
68,It,4,Du,9
69,It,19,Ge,4
70,Sp,21,Du,16
71,Sp,11,Du,14
72,Ja,12,En,14
73,Sp,19,Ja,29
74,Ge,17,Ge,31
75,Ja,38,It,47
76,Ta,9,Du,13
77,Ge,5,En,6
78,Du,28,En,28
79,Ja,2,Ta,16
80,En,29,Du,33
81,Du,17,Du,47
82,Ta,45,En,7
83,It,38,It,27
84,Sp,2,Ge,16
85,Du,29,Ja,41
86,Ja,18,Ja,13
87,Ja,37,Du,3
88,Ge,38,Ta,14
89,Du,41,It,46
90,Ge,23,It,31
91,Sp,25,Ge,2
92,Ja,25,It,42
93,Sp,42,Ja,5
94,Du,25,It,26
95,Sp,1,Ta,47
96,Sp,32,Ja,20
97,Du,1,Du,31
98,Sp,29,Ge,8
99,Sp,10,Ja,26
100,Du,42,Ge,7
101,Ge,9,It,32
102,Sp,35,Ge,35
103,En,2,En,41
104,Ta,34,It,10
105,Sp,23,Sp,15
106,Ta,41,Ge,28
107,Sp,30,Ge,14
108,It,7,Sp,48
109,Ta,21,Ta,37
110,Ta,33,Sp,46
111,En,12,Ja,1
112,It,2,Ja,42
113,Du,35,Ja,36
114,En,13,Ta,46
115,En,10,Ja,45
116,Ta,17,En,4
117,It,11,Sp,9
118,Du,7,Ge,34
119,It,48,It,23
120,En,8,En,22
121,Du,24,Du,43
122,Ge,46,Ge,24
123,Du,19,En,37
124,Ja,9,En,27
125,Sp,33,En,47
126,Sp,4,Sp,44
127,Ge,42,Ja,8
128,Sp,20,Ta,44
129,Du,8,Du,15
130,Ge,18,Ja,4
131,Ta,11,Ta,35
132,En,24,En,21
133,It,1,It,41
134,Ge,32,Ge,26
135,Sp,36,Ta,12
136,Du,26,Du,10
137,Ta,43,Ja,30
138,En,31,It,39
139,It,14,Ge,10
140,En,16,Du,48
141,En,26,It,5
142,Ja,11,Du,23
143,Ge,43,Sp,7
144,Ge,47,Ja,48
145,Du,4,It,33
146,Ja,7,Du,37
147,En,33,Sp,31
148,Ja,43,Ja,15
149,Ja,16,Ta,13
150,It,25,Ta,28
151,Ta,25,Ja,27
152,It,13,Sp,24
153,It,44,It,15
154,Ge,19,Ta,24
155,Ta,31,Du,6
156,Ja,47,Ja,14
157,It,29,Du,2
158,Ja,34,Ge,1
159,Sp,8,En,30
160,Ta,6,It,30
161,En,43,Ja,17
162,Ta,38,Ta,22
163,Ge,40,It,20
164,Du,38,Sp,14
165,Ta,27,Ja,24
166,Sp,37,Sp,28
167,Ja,35,Ja,39
168,En,15,Ge,27
