Order,L1,Excerpt1,L2,Excerpt2
1,Du,13,En,47
2,Sp,5,Ta,15
3,En,10,Ja,11
4,Du,7,Ta,37
5,Du,39,Du,45
6,Ge,35,Ta,44
7,It,17,It,36
8,Ta,19,Sp,9
9,Ge,30,Ge,33
10,Du,19,Du,20
11,It,20,En,18
12,Ja,28,Ja,41
13,Du,5,Ja,34
14,Ja,22,Du,44
15,Ge,2,Du,37
16,It,39,It,4
17,Ta,26,En,48
18,It,5,Sp,21
19,Ta,34,Ta,3
20,Du,42,Sp,4
21,Du,41,Sp,19
22,Du,48,Du,43
23,Ge,31,Ta,29
24,Ja,45,En,35
25,Ta,32,Sp,47
26,Sp,38,Sp,6
27,Sp,17,It,28
28,It,40,En,33
29,Sp,2,Ge,7
30,It,44,Du,6
31,It,22,Ja,32
32,Sp,48,Du,46
33,En,36,Sp,8
34,En,14,En,3
35,Ta,39,Ja,31
36,Ja,13,Ge,23
37,Ta,24,Du,23
38,Sp,23,It,11
39,Sp,28,It,30
40,Ta,38,Ta,7
41,Du,22,It,26
42,Ge,38,En,16
43,Du,26,Ja,10
44,Du,25,It,32
45,Sp,25,Ge,32
46,Sp,29,Du,8
47,En,7,Ja,23
48,Sp,34,Sp,22
49,Sp,40,Ge,24
50,Sp,18,Ja,3
51,En,15,Ta,5
52,Ja,16,Sp,39
53,Ta,28,It,12
54,Ge,40,En,30
55,Ta,21,It,33
56,Ja,24,Ja,42
57,Ta,9,Ta,46
58,Ge,47,Ge,48
59,Ja,8,Ge,14
60,It,8,Ge,16
61,Ja,29,En,12
62,Ta,23,Ge,45
63,Ta,10,En,21
64,En,2,En,39
65,Ge,4,Ja,27
66,Du,10,Ge,12
67,Sp,7,En,9
68,En,37,Ge,13
69,Ja,48,Ja,7
70,Ge,9,Sp,37
71,Sp,33,Ge,17
72,It,42,Du,29
73,Ta,40,Sp,20
74,Ta,4,En,11
75,It,37,En,38
76,En,5,En,20
77,Ge,15,Sp,31
78,Ta,47,It,9
79,En,13,Ja,5
80,Sp,32,En,32
81,Sp,45,It,21
82,Ja,33,Du,11
83,Du,24,Ge,28
84,Ja,17,Sp,3
85,It,23,It,43
86,Ta,48,Ge,43
87,Ge,36,Ja,40
88,Ge,26,Du,15
89,It,7,En,27
90,En,46,En,42
91,Ja,37,It,14
92,It,47,Du,27
93,Ja,15,Ge,42
94,Ge,11,It,15
95,Du,17,Du,3
96,Du,1,Du,34
97,En,4,Du,12
98,Ge,18,Ge,25
99,Ja,4,Ta,17
100,Sp,13,Sp,15
101,Du,32,Du,36
102,Ta,35,Sp,41
103,Ja,20,It,16
104,It,38,It,2
105,Ta,2,Ta,42
106,It,10,Du,2
107,Ta,20,Ge,19
108,Ja,6,It,41
109,Du,16,Ta,25
110,Du,28,En,43
111,Ta,8,Ta,6
112,Ge,8,En,26
113,Ta,14,En,28
114,Du,21,Ja,43
115,Ge,34,Ge,41
116,En,31,Ge,39
117,It,48,It,31
118,Sp,44,Sp,12
119,Ta,31,Ta,43
120,Sp,27,Sp,16
121,Ta,45,Sp,42
122,Sp,26,Du,9
123,It,13,It,45
124,Ta,30,Ge,10
125,It,19,Sp,10
126,Du,35,En,1
127,Ge,46,It,35
128,En,6,Du,18
129,Ge,44,Ge,37
130,Sp,36,Ja,19
131,Sp,30,En,29
132,It,25,Ge,5
133,Du,4,Ge,29
134,Du,30,Ta,1
135,Ja,21,Ja,36
136,Ta,11,En,44
137,Ge,6,En,22
138,Sp,43,Du,31
139,Ge,1,Ge,3
140,Ge,20,Ja,38
141,Ja,12,Ta,18
142,En,45,En,8
143,Ja,25,Ja,47
144,Du,14,Ta,16
145,En,25,It,24
146,Ja,46,Ta,33
147,It,29,Ta,41
148,Sp,1,Ja,35
149,Du,38,En,34
150,It,1,Ja,39
151,It,34,Ja,14
152,En,23,It,27
153,Ta,27,Ja,1
154,It,18,Ge,27
155,It,3,Ge,22
156,Ge,21,Du,33
157,It,46,Ta,36
158,En,17,En,41
159,Ta,22,Ja,18
160,Ja,2,Sp,14
161,Ja,9,Ja,26
162,It,6,Ta,13
163,Du,40,Ta,12
164,Ja,30,En,40
165,Sp,11,Sp,46
166,En,19,Sp,35
167,Du,47,Ja,44
168,En,24,Sp,24
