Order,L1,Excerpt1,L2,Excerpt2
1,It,39,Sp,26
2,Du,10,Du,34
3,Du,6,It,22
4,It,8,Ja,29
5,Ta,2,Ge,24
6,It,25,En,36
7,It,41,Ge,42
8,It,20,Ja,41
9,Ge,29,Sp,45
10,Ge,31,Ge,1
11,Du,24,Sp,6
12,Ge,38,Ja,25
13,Ge,20,Sp,9
14,Ja,38,Ta,16
15,En,32,Ge,6
16,Ta,8,Ja,44
17,Sp,20,Sp,10
18,Ta,30,Ta,19
19,Sp,8,Ge,26
20,En,22,Ge,14
21,En,29,Ja,14
22,Ja,47,It,40
23,Ge,48,Ta,26
24,En,45,Ta,41
25,Sp,11,Ge,8
26,Ja,31,Du,2
27,En,5,It,48
28,En,16,Du,29
29,It,10,Ge,11
30,Sp,12,Ge,40
31,Sp,39,It,31
32,It,9,It,26
33,Ge,17,Ge,13
34,En,27,Ge,46
35,It,17,It,6
36,En,35,Ja,18
37,Ja,7,En,41
38,Du,38,Sp,30
39,Du,23,Ge,4
40,Ge,28,Ta,14
41,Sp,2,Sp,36
42,Ta,47,Ta,7
43,Ge,18,It,38
44,Ta,3,Du,16
45,It,35,Du,42
46,Ta,31,Ja,15
47,Ta,17,Ta,48
48,Ja,45,Ja,13
49,Du,40,Du,30
50,It,29,En,1
51,En,23,En,12
52,Du,20,Ge,21
53,Ge,47,En,7
54,Du,25,Du,5
55,Ta,43,Ja,9
56,Ta,5,Ge,27
57,It,27,Ja,5
58,En,46,Ja,46
59,Ta,46,Du,28
60,Sp,3,En,21
61,It,5,It,24
62,Ta,24,Ge,32
63,Ge,5,Du,26
64,Du,8,Ja,11
65,Du,3,It,37
66,En,48,En,6
67,Sp,13,Ta,27
68,Ja,20,Ge,30
69,En,19,Ta,33
70,Sp,22,Du,14
71,En,11,Sp,27
72,Sp,21,Ja,24
73,En,20,Ta,4
74,Ja,3,Sp,43
75,Sp,44,Ja,10
76,Du,31,Du,47
77,It,43,Ta,11
78,Sp,15,Sp,19
79,Sp,42,En,2
80,Ge,19,Du,27
81,En,26,En,33
82,It,32,It,21
83,It,11,Sp,29
84,Ja,8,Du,46
85,It,14,It,23
86,Ta,38,Sp,23
87,Ge,33,Sp,33
88,Ta,44,Ta,34
89,En,3,Ta,36
90,En,10,Du,7
91,Ja,34,Ja,43
92,Ja,2,Ja,37
93,Ta,13,Du,1
94,It,30,Ge,39
95,Ta,9,Sp,32
96,Ja,17,Ge,16
97,En,4,En,38
98,Ge,41,Ja,23
99,Du,19,En,13
100,Du,37,Ja,33
101,Sp,14,Sp,4
102,En,40,Ge,44
103,Ge,34,Du,48
104,Du,45,Ta,21
105,It,13,It,16
106,It,4,Du,4
107,En,14,Ta,10
108,Ge,37,It,46
109,It,47,Ta,39
110,En,44,Ge,45
111,Du,43,En,42
112,En,8,En,47
113,Du,41,Ta,18
114,Sp,25,En,25
115,Ta,28,Ta,42
116,Du,17,Ge,35
117,Ge,2,Ge,7
118,Ja,28,It,18
119,Sp,1,Ta,25
120,Ge,9,Ge,36
121,Ge,22,Ge,10
122,Ta,15,Ja,16
123,It,2,Ta,12
124,It,33,Ta,45
125,Sp,35,Sp,28
126,Ta,40,Ta,35
127,Ge,25,Ge,43
128,Du,44,It,34
129,Ja,6,Du,22
130,Ta,32,Sp,34
131,En,30,It,19
132,Du,12,Ja,19
133,Du,13,Du,36
134,Ta,23,Ja,12
135,Ta,6,Ge,15
136,En,34,Sp,47
137,Sp,7,It,45
138,Sp,31,Du,11
139,Ja,42,En,24
140,It,42,Du,18
141,Ge,12,It,1
142,It,36,Sp,24
143,Ge,23,Ja,1
144,Sp,46,Du,15
145,Ta,37,Sp,18
146,En,9,Du,39
147,En,43,It,12
148,Ja,32,Ja,4
149,Du,33,En,18
150,Ja,36,Ge,3
151,Sp,41,En,15
152,En,37,Ja,39
153,It,3,En,39
154,Ja,21,Ja,35
155,En,31,En,17
156,Du,32,Ta,29
157,Du,9,Du,35
158,Sp,37,It,15
159,Ja,48,Sp,40
160,Sp,16,Du,21
161,It,44,Ta,1
162,Sp,48,Ja,26
163,Sp,17,Sp,38
164,Sp,5,Ja,27
165,It,28,Ja,40
166,Ja,22,Ja,30
167,En,28,Ta,22
168,It,7,Ta,20
