Order,L1,Excerpt1,L2,Excerpt2
1,Ja,1,Du,42
2,Ta,34,Sp,5
3,It,13,Ta,29
4,Ja,46,Ja,15
5,Du,38,Ja,45
6,Du,8,Du,12
7,Ta,3,It,44
8,Du,43,En,38
9,Ta,31,Ta,46
10,En,42,Sp,12
11,En,1,Du,27
12,Ge,4,Ge,39
13,En,17,Ta,2
14,Ja,6,Du,28
15,It,48,Ge,31
16,It,35,Ta,33
17,Ja,10,Ja,48
18,Ta,23,En,16
19,Sp,19,Ja,27
20,Sp,45,Ja,28
21,Ja,11,Ja,38
22,Ge,45,Ge,30
23,Ja,20,It,30
24,Du,20,Du,30
25,Ge,12,Ta,20
26,Ta,15,Du,24
27,Du,9,Ta,28
28,En,29,En,32
29,It,19,Du,31
30,En,4,En,3
31,Ge,11,En,9
32,Du,14,It,27
33,Ta,45,Ta,26
34,Sp,43,Du,10
35,It,45,Sp,36
36,Ge,37,Ja,17
37,En,46,It,2
38,It,31,It,12
39,It,40,Du,7
40,Sp,44,Ta,32
41,Ge,17,Ge,2
42,Du,44,Ta,21
43,Ge,13,Ja,18
44,En,15,It,16
45,Du,5,Ge,44
46,Ta,30,Ta,17
47,It,1,Sp,17
48,It,17,It,32
49,Ja,42,En,8
50,Sp,39,Ge,27
51,Du,15,En,35
52,Sp,47,Ge,32
53,Ta,9,Ta,19
54,Du,46,Sp,8
55,Du,32,Sp,32
56,It,26,Du,26
57,Ta,42,Ta,37
58,En,14,En,34
59,It,34,Ge,5
60,Sp,34,Sp,10
61,Ja,40,Du,17
62,Ta,39,Ta,41
63,Sp,30,Sp,37
64,Du,3,En,27
65,Ge,1,Ta,47
66,Sp,26,En,26
67,Ja,5,It,36
68,Ja,9,Ge,46
69,Ta,18,Ge,3
70,Ja,32,Sp,31
71,Ja,43,Sp,1
72,Sp,27,Sp,24
73,Du,41,It,10
74,En,18,It,18
75,Du,11,Du,25
76,Du,33,It,22
77,En,7,En,6
78,Du,36,En,40
79,Ge,42,Du,35
80,Du,2,Du,29
81,Ja,41,Sp,15
82,Ge,33,Du,6
83,It,25,It,33
84,It,11,It,6
85,En,28,En,10
86,En,2,Ge,35
87,En,5,Ja,4
88,It,29,Sp,41
89,Du,34,Du,48
90,Du,21,Du,13
91,En,47,Du,40
92,Ge,34,Ta,24
93,Ta,16,Ja,26
94,It,24,It,43
95,Ta,12,En,30
96,It,38,En,23
97,En,37,It,46
98,Ge,10,Ge,14
99,It,9,It,20
100,Sp,33,Ta,14
101,Ge,20,Ta,40
102,Sp,7,Ge,40
103,Ta,1,Sp,2
104,Ta,44,It,8
105,Sp,42,Ge,38
106,Sp,21,Sp,40
107,Du,1,Ge,29
108,Sp,18,Ja,7
109,En,33,Ge,6
110,Ge,25,En,39
111,En,48,Ja,23
112,Du,18,Sp,11
113,En,12,Ta,35
114,Sp,3,Ge,41
115,Ja,21,It,37
116,En,25,Ta,10
117,Ge,9,Ge,15
118,Ja,16,It,21
119,Ja,30,Ta,5
120,Ja,24,Du,39
121,Du,19,Ge,19
122,Ta,6,Ja,29
123,Du,45,Ge,24
124,Sp,6,En,20
125,Ja,44,Ge,43
126,It,41,Ge,26
127,Ja,31,Ja,22
128,Ge,16,Ja,8
129,Ta,38,Du,16
130,It,39,Sp,16
131,Ge,48,Ge,47
132,Sp,35,En,45
133,Du,47,Sp,23
134,Ja,35,Ta,25
135,En,44,Sp,28
136,Ta,8,Du,23
137,Ta,27,Ja,3
138,Ja,25,Du,37
139,Ja,14,It,4
140,Ge,28,It,14
141,Ja,33,Ta,7
142,En,24,It,7
143,En,19,Ja,47
144,Du,22,Sp,4
145,Du,4,Ta,4
146,Ta,11,It,28
147,It,5,Sp,46
148,Ta,13,It,15
149,En,43,En,11
150,Sp,13,En,13
151,En,41,Ge,22
152,Sp,38,It,42
153,Ja,36,Ja,12
154,Ja,2,En,21
155,Ja,34,It,23
156,Ge,21,En,31
157,Ja,13,Ja,39
158,Sp,25,Sp,9
159,Ja,19,Ge,7
160,Sp,14,Ge,18
161,En,36,Ta,48
162,Sp,48,Sp,29
163,En,22,Ja,37
164,Ge,23,It,47
165,Ge,36,Ta,36
166,Sp,22,Ta,43
167,Ta,22,Sp,20
168,It,3,Ge,8
