Order,L1,Excerpt1,L2,Excerpt2
1,Du,45,Ja,44
2,Sp,18,En,21
3,Ta,46,Sp,22
4,Ja,18,Ta,45
5,It,46,It,10
6,Sp,10,Du,18
7,En,44,Du,28
8,Ja,26,Ja,24
9,Ge,25,Sp,31
10,Ta,21,En,41
11,Sp,28,Du,36
12,Ja,38,Ge,9
13,En,28,Ja,2
14,Ge,34,Ge,6
15,Du,22,It,23
16,Ge,10,Ja,21
17,Du,44,Ta,35
18,Ja,43,It,38
19,Du,43,Ja,12
20,Du,20,Ge,35
21,It,41,Sp,8
22,Ta,24,Ge,12
23,Ta,47,Ta,8
24,Sp,27,Ge,20
25,Ge,17,En,9
26,Ja,22,Ta,44
27,Ta,17,Ta,28
28,Ja,37,It,11
29,Ta,40,Sp,20
30,Ge,5,Ge,42
31,Ta,15,It,18
32,Ta,19,Ge,27
33,Du,13,Ja,25
34,It,32,Ge,11
35,Ge,29,It,22
36,En,16,Ge,48
37,Ta,37,Ta,39
38,Ge,32,En,19
39,Sp,1,Ge,45
40,Du,38,It,35
41,En,2,Ta,33
42,Ge,15,It,29
43,Ge,14,Ge,26
44,It,47,Sp,26
45,Ta,29,It,30
46,Ge,33,Ja,13
47,It,2,It,12
48,Sp,14,En,23
49,En,5,Ja,46
50,It,37,Ge,18
51,Ja,48,Ja,36
52,En,17,En,3
53,Ge,46,Ge,4
54,Du,11,Ta,7
55,Sp,46,En,4
56,En,38,En,14
57,Du,47,Ge,39
58,It,25,Ja,3
59,Ta,2,Sp,15
60,It,31,Du,26
61,Sp,47,Du,19
62,En,46,Ta,23
63,Ja,19,Ge,7
64,En,13,Sp,23
65,Sp,19,Sp,2
66,Sp,42,Sp,34
67,Du,25,Du,6
68,Ta,27,Du,32
69,Ja,10,Ja,47
70,Ge,30,En,11
71,Sp,30,Ja,14
72,Ta,42,Ta,13
73,Ta,25,Ge,36
74,En,43,Ta,5
75,En,42,En,36
76,En,10,Du,15
77,Sp,41,It,9
78,Ja,15,Sp,32
79,Sp,9,Ja,8
80,It,36,En,18
81,Du,5,Du,42
82,Ta,48,Ge,22
83,It,24,Sp,37
84,En,47,It,27
85,Ja,34,Ja,4
86,En,26,It,48
87,Ja,27,Sp,39
88,Ta,3,Ja,41
89,Ja,1,En,33
90,Ge,38,Ta,30
91,Du,24,Ja,16
92,Ta,10,Sp,48
93,It,19,Ge,16
94,Du,3,Ja,30
95,Ge,2,Ge,44
96,En,25,Ta,6
97,Sp,33,Du,29
98,It,45,En,48
99,It,14,Ja,32
100,It,40,Du,9
101,Du,41,Ta,16
102,Ge,37,Du,40
103,Sp,45,Ge,3
104,Ta,43,Du,12
105,Ta,11,Du,8
106,Ja,39,En,45
107,Ta,1,En,30
108,Sp,7,Sp,12
109,En,20,En,29
110,Du,33,En,27
111,En,22,Sp,16
112,It,6,It,7
113,Du,1,It,16
114,Sp,21,It,43
115,Du,39,En,15
116,En,39,Du,23
117,Sp,25,Ja,20
118,It,1,Ta,36
119,En,37,Ja,6
120,Ge,28,Du,37
121,Du,21,Ge,21
122,En,34,Du,2
123,Ge,41,En,7
124,Ge,40,En,40
125,Ge,31,Ge,13
126,Ja,28,Ta,32
127,It,15,Ja,45
128,It,34,It,39
129,It,8,It,42
130,Ja,7,Ta,9
131,Ta,4,Sp,24
132,En,8,En,24
133,Ta,20,It,26
134,It,3,Ta,34
135,It,5,It,17
136,Du,4,Du,46
137,En,12,Sp,35
138,Sp,29,Ta,41
139,Sp,44,Ge,43
140,Ta,38,Ge,1
141,Sp,11,It,21
142,Ja,31,Ja,17
143,En,32,En,1
144,Ta,14,Ta,22
145,Ta,31,Ta,26
146,Du,10,Du,34
147,Ja,23,Ja,42
148,Ja,29,Sp,5
149,Sp,3,Sp,36
150,Sp,17,Sp,13
151,Ja,5,Ge,23
152,It,20,En,6
153,Du,31,Sp,38
154,En,31,Ja,33
155,Du,16,Du,7
156,Sp,4,Sp,6
157,It,13,Ge,8
158,Sp,43,Ge,47
159,Du,27,Ge,24
160,Du,35,It,28
161,Du,14,Du,17
162,Ta,18,Ja,40
163,It,4,En,35
164,It,44,Ta,12
165,Du,48,Ja,11
166,Ja,35,Ge,19
167,It,33,Ja,9
168,Du,30,Sp,40
