Order,L1,Excerpt1,L2,Excerpt2
1,It,24,Ja,29
2,Du,4,Du,44
3,En,21,Du,19
4,Sp,17,Du,9
5,It,9,Ge,37
6,En,29,Du,35
7,Ja,41,Sp,12
8,En,42,Ja,40
9,En,27,Ja,35
10,Du,6,Ta,25
11,Sp,21,Ge,45
12,It,27,Ge,48
13,Ge,4,En,15
14,En,2,Du,26
15,Ja,5,Ja,14
16,Ge,17,It,6
17,En,20,En,41
18,En,48,En,43
19,Sp,23,Sp,43
20,Ja,6,Ja,23
21,Du,1,Ta,7
22,Sp,28,Ge,40
23,Ge,47,En,23
24,Ge,25,Ge,32
25,Du,11,Sp,30
26,En,32,En,35
27,Du,45,Ta,8
28,Du,48,It,41
29,Ge,13,Ja,36
30,Sp,39,En,6
31,Ta,1,Ge,33
32,Ge,27,Du,41
33,It,18,Sp,22
34,Ta,30,Sp,5
35,Ge,8,En,31
36,Ge,21,Ge,6
37,It,4,Du,46
38,Ge,34,Ge,1
39,Ta,29,Ja,18
40,Sp,27,Ge,3
41,Du,8,It,36
42,Ge,41,Ja,2
43,Ja,38,Ge,43
44,Ja,11,Ta,37
45,Ge,38,Ge,42
46,Sp,3,It,46
47,Du,29,Du,34
48,Ja,4,En,39
49,It,39,It,34
50,Du,30,Sp,13
51,Sp,47,Sp,18
52,Du,14,Sp,46
53,It,38,Ge,16
54,It,40,En,8
55,Ge,11,En,7
56,Ge,24,Ge,39
57,Ja,43,It,45
58,Du,39,En,37
59,Du,27,Du,40
60,Ta,44,Ta,19
61,Ja,13,Ja,12
62,Ja,42,Ta,22
63,Ja,30,Ge,10
64,It,8,Du,32
65,Du,5,En,40
66,Sp,41,Ta,2
67,Sp,2,En,24
68,Du,43,En,38
69,Ja,45,Du,17
70,Ta,3,En,16
71,En,25,Ja,9
72,Du,24,Ta,15
73,It,3,Ta,23
74,Sp,25,Ge,9
75,En,17,Ta,45
76,It,44,It,5
77,Sp,14,Ta,18
78,Du,42,Du,38
79,Ja,33,Ta,6
80,Ja,16,Ge,20
81,Ta,17,Ta,16
82,En,34,It,13
83,Ja,3,It,32
84,En,1,Ge,26
85,It,23,It,20
86,It,12,Ta,48
87,It,21,Sp,11
88,En,5,En,4
89,Ja,7,Du,15
90,Ge,46,Du,36
91,Du,37,Ja,44
92,Ta,12,Sp,34
93,It,47,Ja,26
94,Sp,24,Ta,14
95,Ja,22,Ja,39
96,Ta,39,Ta,27
97,Ja,17,En,9
98,Du,16,It,29
99,It,7,Ja,1
100,Ge,29,Ta,4
101,Sp,42,Ja,21
102,Du,28,Ja,47
103,Ge,36,Ja,37
104,En,33,Sp,6
105,Ta,26,En,30
106,Sp,32,En,47
107,Du,25,Ja,48
108,Ja,19,Du,31
109,Ja,27,Sp,15
110,En,3,Ge,7
111,It,48,Ge,14
112,Du,3,Sp,7
113,Ge,19,Ta,38
114,Du,13,Ta,28
115,Ta,31,Ja,34
116,En,22,Ja,46
117,Ta,40,It,33
118,Ja,15,Sp,48
119,It,43,En,10
120,Du,18,Du,10
121,It,37,En,46
122,It,42,Sp,9
123,It,1,It,31
124,Du,7,Ge,12
125,Ge,23,Ta,47
126,Sp,29,Ge,18
127,It,26,It,16
128,Sp,44,Sp,37
129,Sp,10,Sp,16
130,It,25,Ja,32
131,It,10,En,12
132,Sp,45,Sp,40
133,Ge,30,Du,2
134,Ge,22,Ge,31
135,Ta,36,Sp,26
136,Ta,35,It,17
137,Sp,19,Sp,4
138,Ta,41,Ta,13
139,Du,21,Du,20
140,Sp,31,Ge,15
141,Sp,8,Du,22
142,Ja,20,Sp,35
143,Ja,8,Ja,25
144,It,11,Ta,32
145,En,45,Sp,20
146,Ta,43,Ta,20
147,Du,23,Ge,5
148,Ta,11,Ja,31
149,Du,47,It,28
150,Ge,28,Ta,21
151,Ja,10,Ja,24
152,En,19,Ta,33
153,Ta,42,Ta,34
154,Ja,28,Sp,33
155,Ta,5,Du,33
156,Ge,44,It,14
157,It,30,Sp,1
158,En,36,Ta,9
159,En,26,En,18
160,It,22,It,19
161,Ta,10,En,11
162,En,13,It,15
163,Ta,24,It,2
164,Ge,2,Ta,46
165,Ge,35,Du,12
166,Sp,38,It,35
167,En,44,En,14
168,Sp,36,En,28
