Order,L1,Excerpt1,L2,Excerpt2
1,Ja,4,Ta,34
2,Du,2,Du,13
3,It,11,Ta,25
4,Ja,9,Ta,2
5,It,4,Ge,41
6,En,33,Sp,18
7,Sp,10,Ja,13
8,En,30,Ta,6
9,Sp,43,En,2
10,Ja,36,Sp,20
11,Sp,23,Ge,9
12,Ta,42,Ge,11
13,Sp,35,Ta,24
14,It,8,Sp,41
15,En,10,It,1
16,Sp,22,Du,32
17,Sp,15,It,28
18,Ge,23,Ja,19
19,Ja,17,It,14
20,Du,6,En,23
21,En,19,En,1
22,It,47,Du,46
23,Ta,15,Sp,37
24,Ja,20,Ja,30
25,It,18,Sp,48
26,En,35,It,6
27,Ta,40,Du,44
28,Ta,41,Ta,28
29,En,6,En,32
30,Ge,16,En,17
31,Ja,42,Ja,24
32,Ja,47,It,43
33,Sp,26,Ge,34
34,Ge,37,Ta,19
35,Sp,13,Du,45
36,En,24,En,34
37,Ja,15,Du,26
38,Du,48,Ge,27
39,Sp,17,En,44
40,Ge,17,Ge,47
41,Ta,13,Ja,23
42,Du,40,Ja,28
43,It,26,Ge,35
44,Ta,16,En,14
45,It,22,Sp,1
46,Ta,27,En,8
47,It,12,En,36
48,Sp,2,En,11
49,Ge,38,Sp,40
50,Du,7,Ja,46
51,Ja,32,En,4
52,Ja,25,Ge,1
53,Ta,20,Ta,31
54,Du,20,Du,27
55,Ge,40,Du,38
56,Ja,31,Ja,29
57,Ta,7,Sp,30
58,Sp,44,Ja,22
59,Du,12,Ge,5
60,Ta,44,Ta,38
61,Du,41,En,22
62,Ta,29,Du,39
63,Sp,34,Ja,48
64,Du,16,En,41
65,Ge,13,Sp,28
66,Ja,11,En,28
67,Ja,38,Ge,44
68,It,45,Du,10
69,Sp,21,Sp,36
70,Sp,11,Ge,6
71,En,20,Sp,27
72,It,42,Du,37
73,Ja,2,Ta,45
74,Ja,43,It,30
75,It,25,It,41
76,En,39,Ta,11
77,Du,4,It,32
78,En,45,Ta,32
79,Sp,47,Sp,8
80,Du,28,Ta,37
81,Sp,32,Sp,39
82,It,9,Ge,3
83,Ge,22,Sp,33
84,Sp,31,Ta,35
85,En,46,En,9
86,Ja,12,Du,17
87,En,27,En,7
88,Du,22,Ge,24
89,Ja,45,Ta,43
90,Ge,32,Du,11
91,Sp,46,Sp,12
92,Ge,7,Ge,42
93,Du,1,Sp,42
94,It,44,Du,24
95,Ta,33,Ta,48
96,Du,47,Sp,7
97,It,48,Ja,44
98,En,43,Ge,20
99,Du,33,Ta,5
100,Ta,46,It,39
101,En,47,Ja,8
102,Sp,5,Sp,3
103,Ta,30,Ge,12
104,Sp,4,Sp,16
105,It,40,Ta,21
106,It,3,Ta,12
107,Ja,39,Sp,45
108,Du,23,Du,31
109,Du,15,Du,43
110,Sp,9,It,17
111,En,15,It,31
112,It,23,It,20
113,Ja,16,Du,42
114,Ta,9,Ta,39
115,Ge,33,Ja,18
116,Ge,21,Ta,47
117,It,21,Sp,24
118,Ta,18,Ja,33
119,Du,3,Ta,14
120,Du,36,En,5
121,It,29,It,7
122,Ja,37,Ge,25
123,En,13,Ja,3
124,Du,5,Ja,26
125,It,27,Du,30
126,Ta,22,It,36
127,Ta,17,En,37
128,Ge,30,Ge,15
129,It,38,It,13
130,Du,34,Sp,6
131,Ja,21,Sp,29
132,Ta,4,Du,21
133,Ja,34,It,46
134,Ta,8,Sp,19
135,Du,14,Du,29
136,Ge,10,Ge,46
137,Ja,40,Ja,27
138,It,15,Ge,36
139,Ta,23,Ta,26
140,Du,35,Sp,25
141,It,35,Ge,45
142,It,24,En,31
143,It,16,It,34
144,Du,9,Ge,26
145,Ge,18,Ge,2
146,It,19,En,12
147,Du,18,En,16
148,Ta,1,It,33
149,Ta,3,Ge,43
150,It,5,Ja,1
151,Ge,14,En,21
152,Ge,39,En,38
153,Du,19,En,40
154,Ge,48,Ta,36
155,Sp,14,En,42
156,Ta,10,Sp,38
157,En,48,Ja,10
158,It,10,It,2
159,Ja,7,Ge,19
160,Ja,5,Ja,14
161,It,37,Ge,8
162,Ge,31,Ge,29
163,Ja,35,Ja,41
164,Ja,6,En,18
165,En,29,Ge,4
166,Du,25,Du,8
167,En,25,Ge,28
168,En,3,En,26
