Order,L1,Excerpt1,L2,Excerpt2
1,Sp,21,Sp,13
2,Ja,12,Ta,30
3,En,47,Du,40
4,Sp,18,It,35
5,Du,27,Sp,22
6,Ja,26,It,12
7,Ge,10,It,2
8,Ja,1,Sp,2
9,Ge,39,It,15
10,Ja,30,Du,29
11,Du,28,Du,47
12,Ta,32,Ja,24
13,Ja,48,Ge,42
14,Sp,35,En,19
15,Ge,31,Ja,22
16,It,36,Ge,19
17,Ge,26,Ta,24
18,Du,8,Du,17
19,Du,15,Ge,7
20,It,46,It,48
21,Sp,1,Sp,11
22,Ta,48,Sp,25
23,En,23,En,26
24,It,43,Du,42
25,Du,4,Ta,3
26,It,37,Ta,42
27,Ja,36,Sp,42
28,Sp,29,It,24
29,Ja,21,Du,45
30,En,31,Ja,23
31,Ge,20,It,33
32,Ja,39,Ta,19
33,Du,14,Sp,20
34,Ta,16,Ge,3
35,Ge,15,Ta,9
36,Ja,27,Ja,31
37,Du,31,En,21
38,Du,38,Ja,47
39,Ge,6,Ge,45
40,Ja,42,Ja,40
41,En,28,Ta,25
42,Du,9,It,40
43,Du,36,Sp,36
44,It,8,Sp,17
45,Du,43,Ja,29
46,Ja,33,Sp,14
47,Ta,2,It,29
48,Du,32,Ge,46
49,Ta,20,Ta,15
50,Sp,23,En,43
51,Sp,48,Du,10
52,It,4,Sp,45
53,Ja,38,Ge,47
54,It,13,Sp,31
55,Ja,34,Ta,36
56,Ge,17,Du,22
57,En,12,Du,26
58,Ge,30,Ge,14
59,It,32,It,39
60,Ge,40,Sp,3
61,Ta,22,Ta,14
62,Ta,28,En,40
63,Ta,27,Du,48
64,Ja,2,Ge,44
65,Sp,24,Sp,6
66,Ja,25,Ja,46
67,It,23,It,20
68,It,34,Ja,7
69,Du,25,Sp,19
70,Du,23,Ge,34
71,En,17,Sp,38
72,Sp,8,Sp,15
73,It,18,Ja,5
74,Ta,18,En,11
75,Ta,38,En,5
76,Ja,18,Ja,37
77,It,16,Ja,20
78,Ge,33,Sp,4
79,Ta,11,En,3
80,En,22,Du,2
81,En,37,Sp,43
82,Ge,27,Sp,47
83,Ta,26,Sp,40
84,Ta,35,Du,7
85,Sp,44,It,25
86,Ta,7,It,21
87,Ge,37,Ja,3
88,En,41,It,42
89,Ge,12,En,18
90,En,9,En,48
91,Ge,13,Sp,5
92,It,41,Ja,10
93,Sp,10,Ta,37
94,Ge,5,Ta,17
95,En,32,En,27
96,Du,1,Ta,6
97,Du,30,En,2
98,Ta,33,Ta,39
99,Ta,21,Du,18
100,Ge,38,Du,24
101,Ta,12,Ta,46
102,Ta,47,Du,37
103,Du,20,It,44
104,Ge,11,Ta,34
105,Ta,23,Ta,4
106,Ja,15,En,15
107,Ja,44,Ge,32
108,Ta,29,It,5
109,Ja,9,It,38
110,En,46,It,30
111,En,42,En,36
112,Ge,8,En,25
113,Ja,13,Ta,40
114,Ja,35,Ja,4
115,Ja,41,Sp,27
116,En,29,It,28
117,It,1,Ta,1
118,Ge,4,Ge,43
119,Ge,21,Ge,9
120,Sp,28,Sp,37
121,Ta,31,Ta,8
122,Ja,17,En,35
123,Du,5,Ja,11
124,It,9,It,47
125,Ge,29,Du,12
126,Ja,16,Ja,8
127,En,13,Ta,10
128,Sp,30,Sp,41
129,It,6,Ge,41
130,Ja,19,Du,6
131,Sp,26,Ta,41
132,En,38,En,44
133,Du,19,Du,44
134,Sp,39,En,20
135,En,8,Ge,25
136,Ge,35,En,16
137,Sp,32,Ta,44
138,It,22,It,27
139,Du,16,En,4
140,Sp,33,Du,3
141,It,11,En,33
142,Ge,16,En,10
143,Sp,46,Ja,6
144,It,31,Ge,24
145,Sp,34,Ta,5
146,En,45,En,6
147,En,24,Ja,32
148,Ta,45,Ja,43
149,Ta,13,Ge,18
150,It,10,It,45
151,Ja,45,Sp,7
152,Ta,43,It,7
153,It,14,En,1
154,Ge,28,Sp,12
155,Du,39,Du,21
156,It,3,Du,11
157,Sp,16,Ge,2
158,En,39,It,26
159,Ja,28,En,7
160,Du,46,It,19
161,Sp,9,En,30
162,Ge,36,Ge,22
163,Ge,48,Ge,1
164,Du,33,Du,41
165,Du,13,It,17
166,Du,35,Du,34
167,En,34,Ge,23
168,Ja,14,En,14
