Order,L1,Excerpt1,L2,Excerpt2
1,It,21,Du,40
2,It,10,Ta,4
3,Ge,33,Ge,16
4,En,11,Ja,23
5,Ja,31,Ta,27
6,Ja,13,Ja,32
7,Sp,26,En,10
8,Du,39,Du,17
9,Ge,28,It,47
10,Du,34,Ta,45
11,En,29,Du,36
12,It,48,Sp,18
13,Ta,12,Ja,3
14,It,46,It,33
15,Ge,8,It,36
16,Du,32,Du,20
17,Ta,16,Ta,2
18,Ge,38,Du,33
19,Ge,18,Ja,47
20,Ta,44,Sp,14
21,Ge,22,It,41
22,Ge,31,Ge,27
23,Sp,12,En,8
24,En,34,En,2
25,Ge,1,Ja,27
26,Sp,21,Sp,27
27,Ta,8,Sp,7
28,Sp,6,Du,8
29,Ge,24,Ge,19
30,Ge,29,Ge,2
31,It,11,Ja,8
32,En,46,Ge,15
33,Du,14,Ta,21
34,En,6,En,32
35,It,5,It,19
36,Du,28,Du,15
37,It,42,It,45
38,Ta,36,Ta,29
39,It,15,Sp,44
40,Ge,26,Sp,5
41,Ta,7,Ja,42
42,Ge,17,En,18
43,Ja,22,Ja,10
44,Ta,11,En,26
45,Ja,36,Ge,9
46,It,27,En,45
47,Ge,30,Du,19
48,Du,31,Ge,7
49,Du,4,En,48
50,Ja,46,Sp,19
51,Sp,10,Ja,38
52,Ge,48,Sp,35
53,Ge,36,Ge,34
54,Ta,31,Ge,41
55,Ja,7,It,7
56,Ta,10,It,39
57,It,16,Ja,2
58,En,9,En,4
59,Sp,9,Sp,8
60,Sp,25,Ge,44
61,En,24,It,18
62,Ta,1,En,27
63,Ta,41,En,5
64,It,20,Ja,44
65,Ge,35,Sp,38
66,It,14,It,44
67,Sp,11,Du,16
68,Ja,14,Ja,30
69,En,47,Ja,35
70,It,24,Ta,38
71,It,26,En,28
72,Du,13,Du,3
73,Ja,45,Ja,24
74,En,1,Sp,13
75,Sp,22,It,1
76,Ge,43,It,12
77,Sp,48,Ge,25
78,Du,26,Ja,29
79,En,38,Du,35
80,Ja,41,It,35
81,Ge,42,Ge,23
82,It,34,Sp,36
83,Du,38,Ta,9
84,Ge,12,Ta,43
85,Ge,45,Ja,17
86,En,37,En,25
87,Du,29,It,23
88,Sp,34,Sp,42
89,Du,7,Ta,18
90,Sp,3,It,4
91,Ta,34,Ja,11
92,Sp,46,Ta,6
93,Ta,20,En,3
94,It,37,Ge,13
95,Ja,4,Sp,23
96,It,31,Ta,32
97,En,14,En,36
98,Ja,19,Ja,16
99,Ge,40,Du,48
100,Du,27,Sp,47
101,Du,42,It,6
102,Sp,43,Sp,29
103,En,35,Ta,39
104,Du,23,Du,6
105,Du,41,Sp,40
106,En,20,It,3
107,Ge,6,En,31
108,It,32,Du,2
109,It,38,Sp,45
110,Ge,10,Ta,47
111,Ja,25,Sp,16
112,Ta,3,Du,37
113,Ja,1,Du,43
114,Ja,43,Ta,5
115,It,22,It,9
116,Sp,33,Ta,24
117,It,43,En,19
118,Du,9,It,29
119,Du,30,Sp,4
120,Ge,37,Ta,40
121,Ta,33,Ja,40
122,Ta,48,It,30
123,Du,47,En,42
124,Ja,28,En,13
125,Ta,30,Ta,22
126,Ja,21,Ja,6
127,Ge,39,Du,45
128,Du,11,Ja,18
129,Ja,20,Sp,28
130,Ja,34,Ge,5
131,Ge,46,Ta,46
132,En,12,Ta,15
133,Ta,37,Ta,23
134,Ja,9,Sp,17
135,En,22,Du,12
136,Ge,47,Ta,28
137,Ge,14,Ja,5
138,Ta,19,Ta,13
139,Sp,39,Sp,31
140,Sp,32,Ta,25
141,Ge,21,En,40
142,Ta,17,It,40
143,It,8,Du,25
144,Ta,14,Du,24
145,En,7,Ge,32
146,Ja,33,It,28
147,It,13,It,17
148,Sp,20,En,30
149,Ge,4,En,21
150,Ja,39,Du,10
151,En,41,Ja,26
152,Sp,30,Ge,20
153,Du,1,Du,46
154,Ge,11,Du,44
155,Sp,2,Ta,26
156,It,2,Ge,3
157,Sp,41,En,43
158,En,44,Du,18
159,Ta,42,Ta,35
160,Ja,37,Du,5
161,En,33,Ja,48
162,It,25,En,39
163,Ja,12,En,15
164,Sp,1,Du,21
165,Ja,15,Du,22
166,En,23,Sp,24
167,Sp,37,Sp,15
168,En,17,En,16
