Order,L1,Excerpt1,L2,Excerpt2
1,Du,24,En,24
2,Sp,37,Ge,44
3,Ja,15,Sp,28
4,Ta,30,Ta,20
5,Ta,43,Ja,42
6,Ja,26,Ja,34
7,Ta,2,En,31
8,En,27,Ge,1
9,Ja,8,Ja,22
10,Du,30,Ta,34
11,Du,22,It,40
12,En,32,En,47
13,Ge,15,En,3
14,Ge,8,Ja,5
15,Ge,2,Du,3
16,Du,19,It,29
17,Ta,4,Ta,41
18,Sp,10,Ja,38
19,It,32,Du,8
20,Du,23,En,37
21,Du,18,Du,43
22,It,42,Ja,31
23,Ja,11,Ta,9
24,En,33,En,14
25,Ge,3,En,38
26,Ta,38,En,34
27,Du,41,Du,31
28,It,31,Du,16
29,En,28,Ja,17
30,En,22,Sp,16
31,It,19,Ta,5
32,Ta,48,Ja,10
33,Ge,45,Ge,30
34,En,9,En,12
35,Ta,31,Sp,19
36,It,28,Ge,25
37,Sp,9,En,30
38,Ta,45,It,39
39,Ta,19,En,6
40,En,45,Ge,4
41,Ge,40,Ge,26
42,Ja,21,En,13
43,Ta,11,Ta,40
44,It,6,Sp,36
45,It,1,En,41
46,It,41,Ta,6
47,Du,13,Ge,18
48,Ja,47,En,44
49,En,48,Ja,19
50,En,39,Sp,11
51,Du,36,Sp,17
52,It,36,It,35
53,Ja,44,Ge,41
54,Du,20,En,29
55,Ge,14,Sp,5
56,It,15,Sp,34
57,Ta,28,Sp,46
58,Ta,36,Ta,15
59,Ta,22,Sp,3
60,It,47,Du,32
61,Ja,1,Ta,46
62,Ge,17,Ja,39
63,It,21,Sp,1
64,Sp,14,Sp,41
65,It,4,Ta,23
66,Sp,44,Sp,35
67,Ge,24,It,33
68,Ge,38,It,10
69,Du,34,Sp,23
70,En,46,Ge,46
71,Ge,48,Sp,30
72,Ge,13,Ja,14
73,It,22,Du,5
74,Ta,25,En,19
75,En,40,Ja,40
76,Ge,39,Ta,16
77,Du,38,Ta,17
78,Du,7,Sp,22
79,Sp,8,Ja,20
80,Ge,23,En,11
81,Du,14,Ja,3
82,Sp,6,En,4
83,Ja,43,Sp,24
84,Ja,13,Ge,9
85,Ja,33,Ja,45
86,En,25,En,8
87,Ta,1,Ge,19
88,Ge,16,Ge,37
89,Sp,48,Ge,10
90,Du,33,Du,27
91,Du,9,Du,17
92,Ge,11,It,18
93,Du,35,Ta,14
94,Ge,43,Ge,47
95,Ja,16,Sp,33
96,Sp,12,En,36
97,It,38,Ge,6
98,Ja,27,It,37
99,It,8,It,44
100,Ja,4,Ja,46
101,Ta,44,Sp,47
102,Ja,18,Du,28
103,It,7,It,46
104,Ta,47,Ge,32
105,Sp,7,En,18
106,Sp,31,Sp,40
107,Du,44,Sp,21
108,Du,40,Ja,32
109,It,27,En,16
110,Ja,12,It,24
111,En,26,Ta,32
112,Ja,30,It,12
113,Ja,29,Ja,41
114,Ta,27,Ja,28
115,Du,1,Du,29
116,En,23,Du,15
117,Ta,10,Ta,21
118,Ge,33,Du,25
119,Ge,29,Ge,5
120,Sp,43,Ta,13
121,It,45,It,14
122,Sp,42,It,13
123,It,17,It,16
124,Sp,45,Sp,4
125,Du,37,Sp,39
126,Ge,34,Ta,37
127,En,43,Du,46
128,Sp,20,Ge,36
129,It,11,En,2
130,Ta,8,Ja,36
131,It,26,En,15
132,Ta,24,Ta,3
133,Ja,9,It,3
134,Sp,2,It,30
135,Ge,21,Du,10
136,Ta,33,En,17
137,It,5,En,35
138,En,1,En,21
139,Du,45,Du,2
140,Ta,29,Sp,13
141,It,23,Ge,27
142,Ja,24,It,2
143,Ja,48,Sp,32
144,Ja,7,Du,48
145,Du,42,Ta,7
146,Sp,26,Ge,22
147,Ge,7,Du,6
148,Ja,6,Ja,35
149,Sp,29,It,48
150,Du,12,Ta,26
151,Ta,42,Ge,42
152,Du,26,Ja,37
153,Sp,27,Sp,25
154,En,42,Du,11
155,En,7,En,10
156,Du,4,Ta,18
157,Sp,38,Du,47
158,It,9,It,25
159,Du,39,Ja,23
160,Ta,35,It,34
161,Ge,31,Ja,25
162,Du,21,Ge,28
163,Ja,2,En,20
164,It,20,Ta,12
165,Ge,12,Ge,20
166,Ge,35,Ta,39
167,It,43,En,5
168,Sp,18,Sp,15
