Order,L1,Excerpt1,L2,Excerpt2
1,Sp,33,Ja,15
2,Ta,29,En,37
3,Sp,5,It,37
4,Ge,47,Ge,21
5,It,43,It,13
6,Ge,20,It,36
7,En,30,Ja,39
8,Sp,12,Sp,35
9,En,7,En,40
10,Sp,39,En,5
11,Du,24,Du,10
12,Ge,4,En,20
13,It,44,It,11
14,Ja,18,Ge,41
15,Ja,21,Ta,15
16,It,33,En,12
17,En,43,Du,13
18,Du,21,Sp,6
19,Ta,34,Ja,33
20,It,32,Ge,5
21,Du,16,It,35
22,Du,27,Du,44
23,Ja,26,Du,8
24,Ta,46,Sp,16
25,En,8,Du,2
26,En,35,Sp,30
27,En,22,Ja,34
28,Ja,32,Ja,1
29,En,6,En,1
30,Ja,43,Du,33
31,It,27,Ja,27
32,Sp,43,Ge,43
33,Ja,35,En,38
34,Ge,17,En,18
35,Ge,15,Ja,42
36,Sp,20,It,46
37,Sp,38,Ta,6
38,En,45,Ge,18
39,Ta,25,Ta,27
40,Ta,18,It,19
41,Du,39,Ta,48
42,Ja,17,It,7
43,Sp,4,En,46
44,Ja,4,Ja,45
45,Sp,31,Du,35
46,Du,1,It,45
47,Ge,32,Sp,7
48,Ge,31,Ge,34
49,Ja,28,It,3
50,It,18,Ta,3
51,It,39,Sp,46
52,Du,36,Ta,39
53,En,17,Ge,37
54,Sp,25,Ja,16
55,It,23,Ja,14
56,Ta,28,It,40
57,Sp,44,Sp,17
58,En,24,Ta,8
59,Sp,37,Ge,27
60,It,41,It,12
61,It,14,Sp,34
62,It,15,Ge,35
63,Du,31,Ja,23
64,Du,38,It,9
65,It,2,Sp,19
66,Sp,14,Du,22
67,Ge,36,Ge,42
68,Du,25,Du,5
69,Ta,16,Du,12
70,En,9,En,3
71,Ge,19,Du,47
72,Ja,22,En,19
73,Du,41,Du,28
74,Du,48,Sp,8
75,Sp,29,Ja,19
76,It,31,It,8
77,Ge,7,Ge,1
78,En,16,Du,42
79,Ja,8,Ta,9
80,En,48,En,2
81,En,27,Ja,2
82,En,15,It,4
83,Sp,2,Sp,36
84,It,22,Du,23
85,Ge,2,Ja,10
86,Ge,3,Ta,4
87,Du,9,Ja,30
88,It,16,It,29
89,It,17,Du,19
90,En,34,It,1
91,Ja,12,Du,20
92,Du,14,En,29
93,Ge,11,Ge,12
94,Ge,29,Ta,24
95,En,47,Du,30
96,It,26,Du,45
97,Sp,11,It,24
98,Ge,25,Du,29
99,En,26,En,42
100,It,25,It,38
101,Sp,42,Ge,30
102,It,30,En,33
103,Sp,26,Ta,14
104,En,36,Sp,3
105,Ja,24,Ta,32
106,Ta,1,Du,6
107,En,41,Du,46
108,Ta,2,En,21
109,Ja,20,Ja,36
110,Sp,24,Ge,23
111,Sp,28,Ta,11
112,It,47,En,31
113,Ge,45,It,10
114,Du,17,Ta,19
115,Sp,27,En,44
116,Ta,21,Ta,20
117,It,6,Ja,41
118,Ta,40,Ta,17
119,Ta,45,En,11
120,Du,32,Ge,40
121,Du,43,Sp,45
122,Ta,5,Ge,14
123,Ja,13,Ta,31
124,Du,4,Du,37
125,Du,7,Ta,12
126,Du,40,Ja,3
127,Ja,37,Sp,1
128,Ta,13,It,42
129,Du,3,Sp,47
130,Ta,36,Sp,41
131,Ta,43,Ja,25
132,Ta,37,En,10
133,Ge,22,Du,11
134,Ge,26,Du,26
135,Ge,38,Du,34
136,Sp,32,Sp,13
137,Ta,30,Ge,9
138,Ja,31,Ja,11
139,Ja,7,Ja,29
140,Ta,44,It,48
141,En,14,Sp,22
142,Ge,13,Ja,6
143,Ja,9,Sp,10
144,Ta,41,Ta,22
145,Ja,5,Ge,24
146,It,28,Ge,46
147,It,20,Ge,6
148,Ta,47,Ta,33
149,Sp,23,Sp,18
150,En,39,Ta,23
151,Sp,9,Ge,44
152,Ja,47,Ja,40
153,Sp,48,Sp,40
154,Ge,10,Ja,46
155,Sp,21,Ja,44
156,En,4,Ja,48
157,Du,15,Du,18
158,En,32,It,5
159,Ta,38,Ta,26
160,En,28,Ge,48
161,Ta,10,It,21
162,Ge,28,Ta,35
163,En,23,En,25
164,Sp,15,Ta,42
165,It,34,Ja,38
166,Ge,16,Ge,39
167,Ta,7,Ge,8
168,Ge,33,En,13
