Order,L1,Excerpt1,L2,Excerpt2
1,Ta,6,Ja,43
2,En,26,Du,14
3,Ge,1,Ge,19
4,Du,4,En,14
5,Du,32,Du,43
6,En,9,It,35
7,Ge,32,It,28
8,Ja,36,Ja,34
9,It,39,It,18
10,En,25,Sp,8
11,Ge,8,Ge,45
12,It,2,En,10
13,En,19,Ge,21
14,Ja,4,Sp,22
15,Ge,20,It,17
16,Sp,3,Ja,22
17,Ja,47,It,36
18,Ja,41,Ta,35
19,Sp,30,It,47
20,Du,18,Ge,26
21,Sp,9,En,12
22,Sp,28,Sp,36
23,It,40,It,41
24,En,15,Du,8
25,Ja,19,It,16
26,Ge,41,Sp,37
27,Du,7,It,27
28,Ge,47,Ja,35
29,Ge,34,Sp,17
30,Du,11,Du,16
31,En,45,Du,5
32,It,45,Sp,42
33,En,21,En,6
34,Ge,28,It,43
35,En,18,En,13
36,It,32,Sp,15
37,Ta,1,It,5
38,Ta,44,En,23
39,Du,25,Ge,16
40,Ge,3,Ja,3
41,En,39,Ja,20
42,Ta,25,Ta,7
43,Du,23,Ge,23
44,It,15,Sp,24
45,Sp,41,Du,20
46,Sp,47,En,33
47,It,13,Ta,28
48,It,30,It,48
49,En,28,Ta,40
50,Ja,21,Ge,44
51,Sp,16,It,4
52,Ta,14,En,42
53,Du,10,It,20
54,En,29,En,8
55,Ta,38,En,11
56,It,19,Du,9
57,Du,36,Du,37
58,En,27,Ge,39
59,Ta,29,Sp,45
60,Ge,6,Ge,12
61,Ta,48,Ja,24
62,It,37,It,38
63,Ge,15,Ta,37
64,Ta,20,Du,31
65,Du,26,Ta,43
66,Du,13,Ja,11
67,Ja,12,En,32
68,It,42,Ja,46
69,Ta,19,Ta,4
70,Ta,34,Sp,12
71,Ta,3,Ta,30
72,Sp,21,Du,12
73,Ja,37,It,24
74,Du,30,Sp,40
75,Sp,4,En,1
76,En,40,En,43
77,Ta,11,Ge,38
78,It,31,Du,24
79,It,26,Sp,44
80,Ta,32,It,12
81,Ja,40,Ja,25
82,Sp,23,Du,19
83,Ja,45,Ta,41
84,Ge,22,Sp,26
85,En,4,It,33
86,En,36,Ta,45
87,Ta,31,Ta,27
88,Ja,48,Ge,18
89,Ja,33,En,16
90,Ge,4,Ta,12
91,Ja,13,Du,15
92,Ge,43,Du,39
93,Du,45,Du,3
94,Sp,11,Sp,39
95,Ja,44,En,17
96,Ge,37,Ge,30
97,Ge,27,Ja,15
98,It,9,It,1
99,Ge,40,Sp,27
100,Sp,20,Sp,14
101,En,31,Sp,33
102,Du,22,Du,1
103,En,48,Ja,14
104,It,21,En,46
105,Sp,32,Sp,7
106,Ja,27,Sp,38
107,Ge,11,Sp,34
108,Ja,17,Du,34
109,En,7,En,38
110,Ja,16,It,3
111,It,22,Ge,14
112,Ja,28,Du,46
113,Du,48,It,6
114,Ja,1,En,47
115,Ge,46,Ta,17
116,Du,28,En,41
117,Ta,39,It,25
118,Ja,9,Ja,8
119,It,46,Ge,33
120,En,20,It,34
121,Ja,23,Ja,18
122,Ta,18,Du,42
123,Ge,13,Du,40
124,Ja,2,Ta,21
125,Ge,25,En,2
126,Ge,36,Du,44
127,Du,27,En,5
128,Sp,13,En,37
129,Du,6,Du,38
130,Ta,22,Sp,19
131,Ta,24,Ta,46
132,Ja,7,It,44
133,Du,47,Sp,18
134,Ja,42,Ge,10
135,It,29,Ta,8
136,Sp,10,Sp,2
137,Ja,29,Ja,10
138,Ge,24,Sp,35
139,It,11,It,14
140,Ja,32,Ja,31
141,En,22,En,24
142,En,30,Ta,42
143,Du,35,Ta,16
144,Sp,5,Du,2
145,Sp,29,Ta,2
146,Sp,6,Ja,39
147,Ge,35,Ge,17
148,Ge,42,Ge,5
149,Ge,2,En,44
150,Du,41,It,8
151,Du,21,Ta,47
152,Ge,29,En,35
153,It,23,Ta,36
154,It,7,En,34
155,Ge,9,Ta,10
156,Du,33,Ta,9
157,Ge,31,Ta,13
158,Ja,30,Du,17
159,Ta,23,Sp,1
160,Sp,46,Sp,31
161,Ja,6,Sp,25
162,It,10,Ge,48
163,Ta,33,Ta,5
164,Ta,26,Ja,38
165,Ja,5,Sp,48
166,Sp,43,Ta,15
167,Ge,7,En,3
168,Ja,26,Du,29
