Order,L1,Excerpt1,L2,Excerpt2
1,It,37,En,37
2,Sp,17,Ja,17
3,Du,31,Du,33
4,Sp,12,Ja,2
5,It,1,Sp,23
6,Ja,28,It,27
7,Ta,26,Sp,42
8,En,39,Du,28
9,Ta,47,Ta,13
10,Ja,13,Ja,32
11,Du,11,Ge,24
12,En,10,En,19
13,Ta,17,En,31
14,Ta,43,Ta,3
15,Sp,11,Sp,19
16,Ge,40,Du,24
17,Sp,28,Ge,18
18,En,36,Ge,30
19,Du,43,Ta,9
20,Du,44,Sp,32
21,Ge,37,It,18
22,Ta,45,It,28
23,Du,27,Ja,47
24,Du,5,Sp,41
25,En,18,Sp,22
26,Sp,6,Sp,44
27,Ge,15,Ta,34
28,Ja,40,Ja,31
29,En,34,En,48
30,En,38,Ja,39
31,Sp,37,En,33
32,Ja,38,Ge,2
33,Ge,43,Du,36
34,Ge,47,It,2
35,It,34,It,25
36,Ge,28,Ge,39
37,Ta,39,Sp,40
38,Ta,27,Ja,15
39,Ge,6,Du,15
40,Ja,20,Ta,31
41,Ge,42,Ja,23
42,Du,26,Du,29
43,Du,45,Ja,25
44,En,25,Du,23
45,Ja,24,Ge,38
46,Sp,21,Sp,31
47,En,15,Ja,1
48,Ta,4,Ta,18
49,Du,35,Ge,22
50,It,16,Sp,39
51,En,6,Ge,34
52,En,5,En,40
53,Sp,48,Du,13
54,Ge,46,En,13
55,It,9,Ta,8
56,Ge,41,Ta,15
57,En,26,It,12
58,Ta,30,En,21
59,Ge,33,Ja,12
60,Du,7,En,7
61,Ja,35,En,24
62,En,41,En,14
63,Sp,36,Sp,27
64,En,20,Ge,8
65,Sp,10,Ta,41
66,Ge,10,Ge,25
67,Sp,14,Sp,26
68,Ja,37,Ge,36
69,Ge,1,Ge,11
70,En,27,En,8
71,Ja,45,Du,38
72,Ta,42,It,47
73,Du,14,Ta,20
74,Du,30,Sp,34
75,En,23,Sp,35
76,Ge,9,Ge,5
77,En,28,It,32
78,Sp,46,En,4
79,Ge,29,Sp,45
80,It,38,En,16
81,Du,21,Du,9
82,Ge,44,Ja,9
83,Ja,21,Ja,36
84,Ge,31,Ta,48
85,En,12,En,32
86,En,29,Ja,10
87,Sp,38,Ta,7
88,En,22,It,13
89,It,19,Du,17
90,It,44,Du,47
91,Sp,25,Ge,4
92,Ta,14,Ja,6
93,Du,46,Sp,13
94,Du,6,Ta,25
95,It,20,Ta,29
96,It,46,Du,8
97,Ta,33,Du,48
98,Du,42,Ja,29
99,Ge,19,It,45
100,Sp,24,Ge,7
101,It,17,It,48
102,Ta,28,Ta,10
103,Ge,3,Ta,11
104,It,5,Ta,46
105,Sp,47,It,7
106,Ta,6,It,10
107,Ta,40,Ja,4
108,It,6,Ja,34
109,Sp,18,Ge,20
110,It,42,Sp,5
111,Ja,5,Sp,20
112,It,39,Du,18
113,Sp,33,Ja,8
114,Du,2,En,45
115,Ja,19,Sp,1
116,Sp,7,Sp,30
117,Ta,35,Ja,22
118,Ja,7,It,35
119,En,3,Ta,23
120,It,30,Ja,3
121,Ja,14,It,26
122,Du,40,Du,16
123,Ge,17,Sp,16
124,Ta,36,Sp,9
125,En,17,Sp,8
126,It,8,Ge,26
127,Du,34,Du,39
128,En,47,Du,37
129,Du,32,Ge,48
130,Ge,16,It,24
131,Ta,32,Du,25
132,Ta,38,En,46
133,Ja,30,Ja,41
134,Ja,46,Ja,43
135,Ge,12,Ta,44
136,Ge,13,Ge,27
137,Sp,29,Ta,16
138,Du,22,It,3
139,En,30,Ta,1
140,En,44,Sp,3
141,En,35,Ja,44
142,Ta,5,Ta,24
143,Ja,42,Ja,27
144,It,31,It,33
145,Du,41,Du,20
146,It,15,Du,4
147,En,9,Ge,23
148,En,42,It,14
149,Du,3,Sp,4
150,Ge,35,Ta,21
151,Ja,26,Du,10
152,Sp,15,It,23
153,Ta,22,Ta,12
154,Ja,11,Sp,43
155,Ge,21,Ge,45
156,Du,12,Ja,18
157,Ge,32,It,4
158,Ta,2,Du,19
159,En,43,Ge,14
160,En,1,Ta,37
161,Sp,2,It,11
162,It,29,It,36
163,It,41,It,40
164,En,2,Ja,48
165,Ja,33,It,21
166,It,22,It,43
167,Du,1,En,11
168,Ta,19,Ja,16
