Order,L1,Excerpt1,L2,Excerpt2
1,En,17,En,9
2,Ja,12,Ja,28
3,Du,13,En,10
4,Sp,15,Ja,35
5,Sp,29,Ja,14
6,Ge,17,Ta,46
7,It,15,It,31
8,It,10,Ta,38
9,Ta,16,Ta,33
10,Ge,32,Ge,22
11,Sp,48,Ta,4
12,Ja,31,Sp,22
13,En,31,En,1
14,En,40,Ge,7
15,Ge,42,Ja,24
16,Ge,29,Ta,17
17,Sp,31,Sp,5
18,Du,4,Du,30
19,En,27,Ja,3
20,Sp,8,En,19
21,Ta,5,En,48
22,Du,32,It,39
23,En,37,En,13
24,Ge,18,Du,18
25,Ta,37,It,21
26,Ge,9,Ta,42
27,Ta,11,Sp,45
28,En,12,It,4
29,Du,26,Du,25
30,Du,12,En,33
31,Ta,21,Ta,19
32,Ta,34,Ja,22
33,Ge,40,Ja,42
34,Ta,7,Ge,11
35,Ge,41,Ge,19
36,Ta,32,Ta,23
37,Sp,7,Ge,8
38,It,36,Ja,37
39,It,46,Du,45
40,Du,14,Ja,10
41,Ta,47,Ja,33
42,En,11,Ta,18
43,Du,9,Ta,35
44,En,18,Du,34
45,Ge,13,Sp,9
46,Sp,27,Ge,31
47,Ta,39,Ta,36
48,Sp,34,It,3
49,Sp,28,Sp,12
50,Du,24,Ja,16
51,Ge,34,En,21
52,Du,20,Du,8
53,Du,27,Ge,10
54,En,20,Ta,24
55,Sp,47,Sp,4
56,Ja,29,Ge,4
57,En,32,It,11
58,It,41,Sp,21
59,Ge,44,It,48
60,Sp,46,En,4
61,It,8,Sp,3
62,Ja,21,Ja,7
63,Ta,40,Ge,30
64,Du,7,Ta,43
65,Sp,36,Du,29
66,Du,44,Ta,9
67,Ge,1,En,26
68,Ta,30,Sp,32
69,Ge,25,Ja,43
70,Ta,29,Sp,18
71,Ta,10,It,40
72,Ge,15,It,42
73,It,19,Ge,20
74,Ge,21,Ja,19
75,Sp,23,It,16
76,Du,38,En,15
77,Ja,13,Ta,45
78,It,2,Ta,20
79,Ta,8,It,17
80,It,20,It,30
81,Ta,41,Ta,12
82,En,14,It,23
83,Ge,26,Ta,2
84,Ge,24,Ja,2
85,Ja,46,Du,31
86,Du,22,Sp,1
87,Ja,34,Ja,48
88,Du,47,Ja,6
89,It,28,Du,10
90,En,42,En,46
91,En,5,En,30
92,Sp,38,En,6
93,Ja,36,It,32
94,Du,19,It,18
95,Du,21,Sp,17
96,Ja,38,Sp,44
97,Sp,39,Sp,37
98,Ge,23,Ge,48
99,Du,2,Ja,32
100,It,13,Ta,48
101,Sp,20,Ta,28
102,Ta,44,Du,39
103,It,9,It,24
104,Ge,16,Sp,30
105,Ta,1,Ja,26
106,Du,42,Ge,47
107,En,47,It,1
108,It,7,It,12
109,Ja,8,Ja,4
110,Ge,12,Ge,5
111,Sp,10,Du,36
112,En,28,Du,46
113,Ta,14,Ja,17
114,En,35,En,3
115,It,26,It,43
116,Ta,31,En,36
117,Du,3,Ja,1
118,Ta,6,Du,41
119,Sp,33,Sp,13
120,En,2,Ta,27
121,It,14,It,5
122,Du,43,Du,37
123,It,27,Ja,11
124,It,44,Ja,9
125,Du,6,Ge,45
126,Ja,40,En,43
127,Ja,27,Ja,25
128,Sp,40,En,23
129,Ta,25,En,34
130,Du,16,En,29
131,It,25,Sp,14
132,Du,5,Sp,2
133,It,22,En,38
134,It,6,Ja,15
135,Ja,18,Sp,19
136,Du,28,Ta,13
137,En,25,Ja,30
138,Ge,33,Ge,2
139,Du,23,Du,33
140,It,29,Ge,37
141,Sp,43,Ge,28
142,Ta,22,Ta,15
143,Ta,3,Sp,25
144,En,24,It,37
145,Ja,45,Ja,23
146,Ge,6,It,45
147,Ja,5,Sp,16
148,En,45,Sp,24
149,Du,17,It,47
150,Ta,26,Ja,39
151,Ge,38,Du,48
152,Du,1,Du,11
153,En,7,Sp,26
154,En,41,Ge,39
155,En,22,Ja,41
156,Sp,11,Du,35
157,It,33,Ge,14
158,En,8,Ja,47
159,Ge,36,Ge,35
160,It,35,Sp,42
161,Du,15,Ge,43
162,Ge,46,En,39
163,It,38,Ja,20
164,En,44,Ge,3
165,Sp,35,Sp,41
166,En,16,Ja,44
167,It,34,Du,40
168,Sp,6,Ge,27
