Order,L1,Excerpt1,L2,Excerpt2
1,Ta,47,Ta,32
2,Du,41,Sp,11
3,Ja,1,En,30
4,Du,47,Ta,23
5,Ta,20,En,2
6,Sp,5,Ja,24
7,Ja,15,Ge,9
8,Du,46,Ta,48
9,Du,30,Ja,4
10,It,6,Ta,2
11,Du,16,Du,4
12,En,44,En,12
13,Ge,24,Ge,3
14,Du,29,Ge,37
15,Ja,46,Ta,22
16,Ja,47,Ta,40
17,Ge,41,Ta,1
18,It,11,It,1
19,En,34,Ja,14
20,It,33,Du,40
21,Sp,2,Ta,25
22,En,18,It,17
23,Du,6,Du,1
24,Sp,6,Ta,39
25,Ja,5,Ja,45
26,Sp,12,It,38
27,Ge,32,It,7
28,Ge,12,En,6
29,Ta,13,En,11
30,Du,32,Sp,8
31,It,3,It,46
32,Ja,18,Du,26
33,Ge,22,Du,18
34,It,41,It,21
35,It,20,Du,24
36,En,36,Ge,6
37,Du,48,Ja,16
38,Ge,33,Sp,23
39,Ja,9,It,32
40,En,5,En,31
41,Ge,38,Ge,20
42,Ge,7,It,15
43,Sp,34,En,32
44,It,48,Ja,38
45,Ta,16,Sp,35
46,Ta,18,Sp,18
47,Ta,24,Du,37
48,En,15,Ja,40
49,Ta,12,Ja,39
50,It,44,Ja,17
51,It,40,Sp,43
52,Du,39,It,36
53,Ge,44,En,8
54,En,47,En,16
55,Du,42,Du,13
56,Sp,7,En,17
57,Ja,36,Ja,29
58,Ge,30,Ta,44
59,Du,8,Du,7
60,En,21,Ta,45
61,Ja,34,Ge,14
62,Ta,15,Ta,29
63,Du,22,Ta,46
64,Ta,9,Ja,37
65,Ja,31,Ja,8
66,Ta,11,Ge,40
67,En,14,It,19
68,Sp,44,En,40
69,Sp,36,En,46
70,It,29,Ge,27
71,Ge,2,Ja,48
72,It,27,Sp,31
73,En,3,Du,25
74,En,35,Ta,33
75,Sp,17,Du,34
76,Sp,14,Ta,34
77,Ge,29,Ge,34
78,Ja,30,Ge,23
79,Ja,41,Sp,48
80,Ge,25,Ta,42
81,Ge,15,Ge,10
82,It,26,It,35
83,Du,36,Ja,23
84,Ja,19,It,47
85,Sp,41,Sp,37
86,Ja,33,En,4
87,En,43,Du,14
88,Ge,5,It,31
89,Ta,4,Du,11
90,En,20,Ta,36
91,Du,2,Sp,29
92,Ge,45,Du,9
93,Sp,25,Sp,16
94,Sp,45,Ja,21
95,Sp,28,Sp,21
96,Ja,35,Ta,7
97,It,45,Du,10
98,Ja,27,Ja,12
99,Du,20,Ge,35
100,It,4,Ge,16
101,En,45,It,42
102,Ta,6,Ta,19
103,It,28,It,22
104,It,37,Ta,27
105,Ta,14,Ta,5
106,Ge,19,Du,15
107,Ge,8,En,39
108,Du,23,Sp,42
109,It,39,Sp,26
110,En,22,Sp,1
111,Ta,38,It,2
112,Ge,48,Ge,46
113,En,19,Du,5
114,En,48,En,42
115,Sp,20,Ge,31
116,Sp,40,Sp,4
117,Ge,26,En,41
118,Sp,3,Ja,25
119,It,10,Ta,3
120,Sp,32,It,9
121,Sp,19,Ge,18
122,It,14,Ge,11
123,Du,3,It,12
124,It,5,Ta,17
125,En,1,Du,21
126,Ta,8,Ta,43
127,Sp,27,Sp,9
128,Ta,28,Ge,36
129,Ta,30,Du,38
130,En,38,En,7
131,En,27,Ja,13
132,En,28,Ge,4
133,Sp,15,Du,28
134,It,34,Sp,13
135,Ja,3,Du,44
136,It,8,En,33
137,En,29,Sp,33
138,Ja,6,En,26
139,Sp,38,Ge,13
140,Ja,22,Du,27
141,It,24,Ta,21
142,Ja,28,Ja,32
143,Sp,46,Ja,44
144,Sp,47,Ge,28
145,Ta,35,Sp,39
146,Du,31,Du,35
147,Ta,31,Ta,37
148,It,30,It,23
149,It,25,En,9
150,Du,12,En,37
151,En,24,En,25
152,Ja,11,Ta,41
153,En,10,Du,17
154,Sp,24,Ge,17
155,Ge,43,Ja,2
156,Ge,47,Ta,10
157,Du,45,Du,43
158,Ge,1,Ge,42
159,It,18,Ja,7
160,It,13,En,23
161,It,43,Ja,42
162,Sp,10,Ja,20
163,Du,19,Ge,21
164,Sp,22,Sp,30
165,Ge,39,Ja,43
166,Ta,26,En,13
167,Du,33,It,16
168,Ja,26,Ja,10
