Order,L1,Excerpt1,L2,Excerpt2
1,Du,17,Du,24
2,Ta,47,Ta,14
3,Ja,37,Du,42
4,It,4,It,47
5,En,13,Ta,25
6,Sp,2,Ge,12
7,Ge,7,Ja,32
8,Ge,15,It,34
9,It,39,Ja,21
10,Sp,29,Sp,41
11,It,11,Ja,6
12,Ge,9,Ge,37
13,It,7,Sp,18
14,Sp,7,En,36
15,Ge,39,Ta,26
16,Du,14,Ge,41
17,En,27,Du,28
18,Ja,26,Ta,24
19,Ge,45,Sp,47
20,Ta,16,Ta,7
21,It,37,It,3
22,Ge,33,Ge,25
23,Sp,17,Sp,25
24,Ge,1,Ja,10
25,En,42,Sp,16
26,Ge,18,Ge,31
27,Ja,33,Ja,2
28,It,35,It,45
29,Ta,40,Du,35
30,Du,47,Ja,3
31,Du,46,Ge,22
32,En,30,It,44
33,Ge,27,Sp,36
34,Sp,37,Du,16
35,Ge,23,Ge,10
36,Ja,17,Ta,17
37,En,4,Sp,3
38,Sp,8,Ja,1
39,Ge,34,Sp,39
40,Du,10,En,19
41,En,1,En,17
42,Ta,39,It,2
43,En,35,It,9
44,Ge,35,Ge,8
45,Ge,43,Du,27
46,En,38,Du,23
47,Du,32,Ta,41
48,Ja,35,Ge,21
49,Sp,31,Ja,20
50,Ta,5,Sp,15
51,En,9,Du,6
52,It,38,Sp,34
53,Sp,24,Du,33
54,Ta,23,En,10
55,En,24,It,8
56,Ta,1,Ge,16
57,Ta,35,Ta,10
58,Ta,4,Du,8
59,En,40,Ja,39
60,Ge,20,En,5
61,Ta,28,It,17
62,En,20,Ja,14
63,Ta,37,Sp,46
64,It,25,It,33
65,Ge,14,Sp,45
66,Du,38,Sp,35
67,Ge,29,En,25
68,Ta,8,Du,9
69,Ta,30,Ge,48
70,Ge,17,It,16
71,Ge,24,Sp,30
72,En,44,Ta,18
73,Sp,6,Du,7
74,Ja,12,Ja,16
75,It,1,It,30
76,Ta,9,Ja,38
77,En,6,It,27
78,Ge,32,It,48
79,Ge,19,En,18
80,Ja,23,En,3
81,Ge,2,En,12
82,Du,45,Ge,28
83,Du,34,Du,29
84,Sp,28,It,21
85,En,21,En,26
86,Du,43,Sp,48
87,En,32,Ge,40
88,En,7,En,41
89,En,11,Ja,42
90,Sp,23,Sp,27
91,It,31,Sp,33
92,Du,41,Ge,5
93,Ta,42,Ja,25
94,En,48,Sp,1
95,Ge,44,It,13
96,It,28,Du,13
97,En,14,En,16
98,En,43,Du,3
99,It,20,Ta,43
100,Du,18,Du,25
101,Ta,2,Ta,19
102,En,46,Sp,26
103,Sp,10,It,6
104,En,22,Ta,32
105,Ta,27,Ja,5
106,Ge,46,Ja,4
107,Ge,38,Ta,20
108,Ta,48,En,34
109,Sp,20,Ja,27
110,En,31,Sp,42
111,It,41,Du,40
112,Ta,13,Du,37
113,Ja,31,Ja,46
114,Du,31,It,29
115,Du,48,Du,19
116,Ta,45,Ge,11
117,It,36,Ta,46
118,Ge,26,Ja,22
119,Du,12,It,18
120,Sp,19,Sp,32
121,Du,36,Ja,15
122,Sp,22,Sp,4
123,Ta,36,Ta,12
124,Ja,28,Ta,34
125,Du,20,Ja,44
126,It,40,Sp,40
127,Ja,36,Ge,13
128,Ja,41,It,32
129,Ge,36,It,19
130,It,14,Ja,45
131,Ja,7,En,47
132,Ja,11,It,22
133,It,24,Ta,6
134,Sp,21,Ta,33
135,It,23,Ta,38
136,Ja,9,Ja,19
137,Ta,15,Du,22
138,En,8,En,33
139,Du,1,Du,26
140,Ge,47,Ta,11
141,Du,15,Ja,24
142,Du,21,Ge,30
143,En,37,Du,30
144,En,23,Ta,44
145,Du,5,It,42
146,It,5,It,26
147,Ta,21,Ta,22
148,Ja,34,Ja,13
149,Ge,4,Ge,42
150,Ta,31,Sp,43
151,Ge,3,En,29
152,Ta,29,Sp,12
153,Sp,11,Sp,14
154,Ja,8,Sp,44
155,En,28,It,43
156,En,45,En,2
157,It,12,Ja,43
158,Du,44,Ja,40
159,En,15,Ja,48
160,Ge,6,It,46
161,Du,4,Sp,5
162,Ja,47,Ja,18
163,Du,39,Du,2
164,Sp,38,Ta,3
165,It,15,Du,11
166,It,10,En,39
167,Sp,13,Ja,30
168,Ja,29,Sp,9
