Order,L1,Excerpt1,L2,Excerpt2
1,Ge,27,It,36
2,Ja,24,En,33
3,Ge,38,Du,36
4,It,3,Du,40
5,En,44,Ta,9
6,Ge,1,Sp,40
7,En,27,En,13
8,Ta,29,En,7
9,It,46,Sp,17
10,Du,19,Du,9
11,Ta,25,It,11
12,Ja,45,It,21
13,Sp,22,Du,27
14,Sp,46,En,32
15,It,25,Ja,6
16,Du,38,Ta,15
17,Du,10,En,21
18,It,13,It,4
19,Ge,15,En,14
20,Du,16,Sp,45
21,Ta,41,Ge,44
22,En,41,Ta,6
23,Ta,22,Du,30
24,Ja,31,Ge,8
25,It,38,It,12
26,Sp,44,Ta,4
27,Ge,35,Du,11
28,Du,31,Ta,3
29,En,40,Du,4
30,It,10,It,34
31,Sp,31,It,30
32,It,18,Sp,13
33,Sp,29,Ta,23
34,Du,18,En,26
35,Du,1,Ta,20
36,Sp,7,Ja,3
37,Du,46,Ja,44
38,En,3,En,19
39,En,6,It,41
40,Du,24,Sp,15
41,Ta,36,Ta,10
42,Ge,41,En,30
43,Sp,39,Ta,26
44,It,6,Sp,28
45,Sp,27,Du,42
46,En,46,En,4
47,En,29,Ja,39
48,Ja,43,Ja,17
49,Ge,14,Ta,14
50,Ge,10,En,22
51,Sp,25,Sp,43
52,Ja,18,Ja,7
53,Sp,33,Ge,7
54,Sp,6,Du,7
55,Ta,40,It,1
56,En,38,Du,43
57,En,39,En,43
58,Ge,13,Sp,42
59,En,28,It,27
60,Sp,5,Sp,48
61,Ta,24,Ge,19
62,Sp,1,En,37
63,Ja,2,Sp,9
64,Sp,24,Sp,8
65,Ge,40,Ge,36
66,Du,21,It,28
67,Sp,10,Sp,34
68,Ge,30,Sp,2
69,Sp,41,En,48
70,Ja,38,Ja,8
71,En,15,It,19
72,Ja,25,Ge,34
73,Du,13,It,33
74,Ta,35,Ge,39
75,It,24,Ge,29
76,En,16,En,42
77,En,47,It,23
78,Ge,2,Du,47
79,Ja,34,Ta,5
80,Du,35,Du,25
81,Ta,39,Ta,16
82,Sp,18,En,2
83,En,45,Ge,3
84,Ta,42,Ge,26
85,Du,41,Ja,29
86,Ge,31,It,35
87,Ge,43,En,31
88,Ge,17,It,29
89,It,26,It,43
90,Ja,1,Ja,21
91,Ge,6,Ta,33
92,Sp,35,En,24
93,It,9,En,18
94,Ge,4,Ge,21
95,Ge,5,It,45
96,Du,37,En,5
97,En,34,En,1
98,It,8,Ge,9
99,Ge,37,Ja,36
100,En,20,Ja,16
101,Ta,12,Sp,37
102,Du,26,Sp,23
103,Du,23,Ge,20
104,Ja,4,Ge,32
105,En,8,Ta,17
106,Ja,35,It,16
107,Sp,20,Ge,47
108,Ja,20,Du,22
109,It,15,Ta,8
110,Sp,14,Ja,15
111,Du,8,Ge,22
112,Sp,38,Sp,36
113,Ja,32,It,47
114,Ja,47,En,11
115,Ja,46,Sp,47
116,Du,32,Du,34
117,Ta,46,Ja,33
118,Ta,37,Ta,47
119,En,36,Ja,19
120,It,32,Ta,45
121,Ja,30,Ja,22
122,Sp,30,Ja,5
123,Ge,11,Ge,12
124,Ja,28,En,10
125,Ta,27,Ta,30
126,Du,48,It,42
127,Ta,11,Ja,48
128,Ta,2,Du,29
129,Ta,34,Ja,41
130,It,14,It,48
131,Du,15,It,40
132,Sp,21,It,17
133,Ta,44,Ta,18
134,Sp,26,Ge,46
135,It,22,It,7
136,Ja,10,It,5
137,Ja,42,Du,5
138,Ta,1,Ta,48
139,It,37,Ta,32
140,Du,17,Du,45
141,Ta,13,Ja,9
142,Ja,12,It,44
143,En,23,Du,44
144,Ta,28,Du,39
145,Ge,45,Ge,16
146,Du,12,Ja,11
147,Du,14,Du,28
148,Du,2,Ge,48
149,Sp,19,Sp,16
150,Ja,23,Sp,32
151,Ta,19,It,39
152,En,12,Ge,42
153,It,2,En,17
154,Ta,31,Ja,37
155,Ge,24,Ja,13
156,Ta,43,En,35
157,Sp,11,Ta,7
158,It,20,Du,33
159,Sp,4,It,31
160,Ja,26,Du,6
161,Ge,28,Ja,14
162,Ge,25,Ge,18
163,Sp,3,Ta,21
164,Ja,40,Ja,27
165,Ge,33,Ge,23
166,En,9,Sp,12
167,En,25,Ta,38
168,Du,3,Du,20
