Order,L1,Excerpt1,L2,Excerpt2
1,Du,17,Sp,37
2,Sp,21,Ja,39
3,Du,44,En,2
4,Sp,13,Ge,30
5,Sp,6,Sp,11
6,Ta,11,Ja,30
7,It,38,En,9
8,Ja,29,Ja,16
9,Ta,9,Ta,7
10,Ja,25,Ja,46
11,Du,25,Du,21
12,Ta,6,Ge,40
13,Ta,14,Du,5
14,It,20,Ja,12
15,Ge,7,Du,37
16,Ta,26,Du,34
17,Sp,32,Sp,12
18,It,36,Ja,5
19,It,7,It,33
20,It,30,Ja,22
21,Ja,3,En,24
22,Ge,25,Ge,5
23,En,42,It,28
24,Du,13,It,11
25,Ja,2,Sp,14
26,En,13,Du,41
27,Du,47,Sp,5
28,En,18,Ta,25
29,Sp,44,It,2
30,Ta,18,It,42
31,Ge,27,It,18
32,Ja,17,Ge,9
33,Sp,1,En,30
34,En,35,It,27
35,Du,43,Ge,2
36,Du,33,En,20
37,It,6,It,34
38,Du,4,Du,10
39,Ja,28,Ta,24
40,Ja,42,Sp,23
41,Du,14,Du,2
42,Sp,3,En,45
43,En,3,It,43
44,Ja,24,Ge,45
45,It,22,Ja,13
46,Ta,42,Ge,48
47,Ta,1,Ta,20
48,Sp,40,Du,46
49,Du,6,Ta,38
50,Sp,36,It,21
51,Ge,28,Ta,45
52,Ge,17,Ge,20
53,En,8,En,27
54,Du,26,Du,31
55,Ta,27,Ta,5
56,En,4,Ge,29
57,En,1,Du,29
58,Ja,41,Du,28
59,It,9,Ta,4
60,Sp,27,Ja,14
61,En,26,En,5
62,Ge,24,Sp,31
63,En,38,Ta,40
64,En,28,En,16
65,En,23,Ja,45
66,Sp,7,Sp,35
67,Ta,16,Du,23
68,En,40,Ta,34
69,Sp,45,Sp,2
70,Ja,11,Ge,44
71,Ta,12,Ta,44
72,Ta,39,Sp,17
73,Sp,18,It,23
74,Sp,47,En,10
75,It,15,Ta,21
76,Ge,42,En,31
77,It,1,Sp,4
78,Ta,31,Sp,46
79,Sp,29,Ta,19
80,En,19,Ta,3
81,Ge,13,Du,36
82,En,33,En,25
83,Sp,48,Ja,10
84,Ge,8,It,4
85,En,43,Sp,26
86,Sp,8,Ge,35
87,Ja,48,Ja,21
88,It,8,It,12
89,En,6,It,39
90,It,17,It,16
91,Ge,6,En,22
92,Ta,37,Ta,17
93,Ge,23,Du,8
94,Ja,35,Sp,22
95,Du,18,Sp,33
96,Ge,18,Ge,47
97,Ja,6,Du,9
98,Sp,19,Ta,43
99,It,13,Ge,36
100,Ge,33,Ge,22
101,Ta,36,It,24
102,Sp,9,Sp,34
103,Ta,22,Ja,43
104,Ge,31,Du,42
105,Sp,41,Ta,30
106,Ge,1,Ja,47
107,Ge,37,En,7
108,Du,45,Ta,33
109,Ge,34,Ta,28
110,En,39,Ja,38
111,It,37,Ja,26
112,En,44,Sp,20
113,Ge,16,Ge,32
114,Ta,23,Ge,10
115,Du,27,Ja,4
116,En,46,Ta,10
117,Sp,25,It,46
118,It,40,Du,11
119,Du,32,Ja,18
120,Sp,10,Sp,15
121,En,11,En,34
122,It,45,Du,20
123,Ge,3,It,3
124,Sp,30,Ge,38
125,Du,39,En,12
126,It,10,En,21
127,It,26,It,48
128,Ge,14,Ja,40
129,Du,15,Ja,8
130,Sp,42,En,37
131,Ta,41,Ta,48
132,It,31,Sp,38
133,Ta,15,Sp,28
134,Ge,4,Ja,31
135,Ge,26,It,41
136,Ta,13,Ja,34
137,It,44,Ta,2
138,Ja,36,Du,24
139,Ja,32,Ja,23
140,Ta,8,Ge,11
141,Ge,21,Ge,39
142,It,19,Du,7
143,En,48,Ja,27
144,En,15,Du,22
145,Ja,15,Ta,47
146,Du,48,Ta,32
147,En,47,Ja,1
148,Ge,19,It,14
149,Sp,43,Du,19
150,Du,40,Du,16
151,En,36,En,32
152,It,35,It,5
153,Du,30,It,32
154,Ge,46,En,41
155,Sp,16,Du,35
156,Du,38,It,47
157,Ja,7,Ja,33
158,En,29,Ge,43
159,Ja,9,It,25
160,Du,12,Du,1
161,Ta,35,It,29
162,En,14,Ja,19
163,Ta,29,En,17
164,Sp,39,Ge,12
165,Sp,24,Ge,15
166,Ta,46,Ja,44
167,Ja,37,Ja,20
168,Du,3,Ge,41
