Order,L1,Excerpt1,L2,Excerpt2
1,Du,24,Ge,40
2,Sp,19,Ta,36
3,Ta,42,It,32
4,It,41,It,43
5,Ja,33,Ja,7
6,It,28,It,21
7,Sp,17,Ta,20
8,En,3,En,6
9,It,13,En,23
10,It,39,Ja,13
11,Ja,25,Sp,5
12,Ja,29,Ge,9
13,Ge,24,Du,26
14,Ta,33,Ge,6
15,En,38,Du,27
16,Sp,10,Sp,20
17,Du,35,Du,1
18,En,26,Ja,14
19,Du,18,Ta,40
20,Ta,7,Ta,10
21,Sp,33,Sp,37
22,En,42,En,41
23,Ta,29,En,22
24,Ja,24,Ta,14
25,Ja,2,Ge,31
26,Ja,30,Sp,35
27,En,2,It,10
28,Sp,47,Ge,16
29,It,9,Du,48
30,Ta,27,Ta,26
31,Ja,18,Du,30
32,Du,20,It,44
33,Ta,18,En,11
34,Du,43,En,7
35,Ge,36,Ge,12
36,En,44,Sp,6
37,Ge,26,Ge,44
38,Sp,36,Sp,16
39,Ta,6,Ta,3
40,It,6,It,19
41,Sp,39,It,29
42,Du,33,Sp,12
43,Sp,48,Ja,15
44,Ja,4,Du,40
45,Sp,1,Ge,13
46,Ja,31,It,17
47,Ge,11,Ge,42
48,It,47,En,10
49,It,12,Ja,35
50,Ge,38,Sp,31
51,Ge,20,It,31
52,Ja,12,Ge,33
53,Du,25,Ja,40
54,En,18,Ta,25
55,It,14,It,15
56,Ta,11,Ge,23
57,Sp,21,Sp,46
58,It,27,It,8
59,Ge,3,En,34
60,Ta,38,Sp,28
61,Du,15,It,40
62,Ge,7,Ja,39
63,Ge,1,It,34
64,Ge,5,It,30
65,En,30,En,13
66,Ja,26,En,9
67,Ge,35,Du,21
68,Du,10,Ja,32
69,It,25,Ta,44
70,Ge,39,Sp,18
71,Ta,13,It,5
72,Ta,15,Du,31
73,Sp,34,Ja,8
74,Ta,34,Ge,8
75,En,45,Ge,46
76,Ja,16,Du,5
77,Ta,8,En,19
78,Ta,5,It,26
79,It,42,Ja,38
80,Sp,25,It,18
81,Du,23,Du,44
82,Ja,47,Ge,32
83,Ja,44,Ja,5
84,Sp,27,Ge,41
85,Du,47,Sp,22
86,Ge,37,Ja,1
87,Du,17,It,33
88,Ge,22,Ta,32
89,Ta,16,Ta,12
90,Ta,45,Ge,25
91,Ja,42,It,23
92,Ja,9,Ja,6
93,Du,46,Ge,17
94,Du,19,En,27
95,Ja,34,Ta,21
96,Ja,23,Sp,11
97,Ta,46,Ta,39
98,Ta,31,Du,32
99,Sp,2,En,17
100,Ja,10,Ta,43
101,Ja,19,Ta,28
102,Ja,17,Ja,46
103,Sp,42,En,1
104,En,31,Ta,35
105,En,16,Ge,45
106,Ta,2,Du,34
107,Du,42,En,32
108,Ta,1,Du,6
109,En,43,Ge,18
110,Ge,30,Du,8
111,Ge,19,It,1
112,Du,29,Sp,15
113,En,5,Ja,20
114,It,36,En,35
115,En,48,Sp,13
116,Du,3,Ja,22
117,En,39,Du,7
118,Ge,21,Sp,24
119,En,15,En,40
120,Ge,28,Ge,15
121,Ta,19,Ge,43
122,It,16,Ta,22
123,En,46,It,22
124,Du,39,It,4
125,Sp,38,Sp,4
126,Du,12,Du,38
127,Ta,37,Du,41
128,En,28,Ge,27
129,Sp,44,Ta,24
130,Ja,11,Ja,41
131,Ta,17,Ja,43
132,En,14,En,12
133,Du,14,It,38
134,Sp,29,En,8
135,En,29,Ja,21
136,Ja,45,En,33
137,It,2,Ge,47
138,Ja,27,Sp,7
139,En,25,Sp,41
140,En,37,Du,28
141,Du,2,Du,45
142,Du,9,Sp,3
143,It,35,Ta,9
144,En,20,Ta,30
145,Du,36,Sp,45
146,Ja,48,Ja,3
147,Ge,2,It,45
148,It,48,Sp,40
149,Ge,48,Ge,10
150,Sp,26,Ta,47
151,Ta,4,Sp,23
152,Ge,4,Du,37
153,En,47,Ja,28
154,En,21,En,36
155,Ge,14,Ge,34
156,It,3,It,20
157,Sp,8,It,37
158,Ta,41,Ja,37
159,Ta,23,Ta,48
160,Sp,9,It,11
161,Sp,14,Du,4
162,Du,13,Du,22
163,Ja,36,It,46
164,Sp,32,Sp,30
165,Du,11,Du,16
166,En,4,It,7
167,It,24,Sp,43
168,Ge,29,En,24
