Order,L1,Excerpt1,L2,Excerpt2
1,Sp,14,Ja,10
2,It,19,Ge,46
3,Du,45,It,4
4,En,22,It,37
5,Ge,19,Sp,6
6,Du,34,Du,29
7,En,46,Ta,3
8,En,43,En,39
9,En,44,En,8
10,Ja,9,Sp,19
11,Ja,11,It,5
12,Ta,12,It,40
13,Sp,31,Ta,4
14,It,12,Ta,35
15,Ja,36,En,3
16,Sp,35,Sp,1
17,En,1,Ta,28
18,En,33,Ja,34
19,Ge,7,Du,11
20,Ta,18,Sp,32
21,En,23,Ta,2
22,It,22,Sp,18
23,Ja,18,En,40
24,Ta,24,Du,13
25,Ge,10,Ja,47
26,Sp,28,Sp,30
27,Ja,31,Ja,19
28,Ge,14,Ta,44
29,Ta,11,Du,7
30,Sp,15,Sp,41
31,Du,15,Du,41
32,Ta,13,Sp,2
33,It,8,Ta,5
34,Du,42,Ge,2
35,Ta,14,Ta,40
36,En,27,En,6
37,En,16,It,44
38,It,13,Du,24
39,Ge,1,Du,40
40,It,43,Sp,16
41,It,14,Ge,47
42,Du,43,Ge,20
43,Du,23,Ja,16
44,Ge,25,Ta,16
45,Sp,13,Ta,43
46,Ge,42,Ge,24
47,Sp,12,En,34
48,Ta,1,Sp,10
49,Ja,48,Ja,23
50,En,26,Ja,15
51,It,18,It,15
52,Ja,7,It,25
53,Ta,17,Ja,41
54,Ge,33,Ge,5
55,Du,5,En,32
56,En,35,It,17
57,Sp,4,Ge,26
58,Ge,38,Ge,21
59,Ge,28,Ta,36
60,Ja,42,En,24
61,Ta,10,Ta,31
62,Ta,25,Ja,27
63,Ta,46,En,13
64,Ja,35,Ja,39
65,It,2,Du,33
66,It,24,It,39
67,Du,14,It,36
68,Du,30,Ja,26
69,Ta,38,Sp,7
70,Ge,30,It,29
71,It,38,It,31
72,Ge,43,Ge,16
73,Ta,47,En,2
74,Sp,5,It,7
75,Ja,38,Ge,9
76,En,48,Ge,34
77,It,10,Du,31
78,En,21,Du,3
79,It,47,Sp,8
80,It,42,It,41
81,Du,22,Du,38
82,Du,18,Ja,37
83,Ja,25,Ja,21
84,Ge,18,Sp,34
85,Ta,42,Ta,39
86,It,27,Sp,27
87,Ta,9,Ta,30
88,En,18,Ge,41
89,Ge,13,Ja,44
90,Ja,30,Ta,21
91,Ja,33,Sp,24
92,Ta,8,En,4
93,Du,10,Du,21
94,Ge,35,Ta,45
95,Ja,29,Du,27
96,Du,1,Ja,14
97,Sp,21,Du,39
98,Ge,40,Sp,26
99,Ja,1,En,5
100,Ge,36,Ja,20
101,Ta,37,It,32
102,It,33,En,30
103,En,38,En,25
104,Ta,33,It,26
105,Ge,45,It,9
106,It,35,Ja,12
107,Sp,45,Sp,46
108,Ta,22,It,28
109,Sp,20,En,7
110,Du,37,Ge,4
111,Ta,34,Ta,27
112,Ja,45,Ge,11
113,Sp,29,Du,48
114,Ge,29,Ta,7
115,Du,36,Ta,20
116,It,34,Ja,4
117,It,6,Ja,40
118,Ta,41,Ja,24
119,Ta,29,Ta,23
120,Ja,2,Ja,46
121,Du,9,Du,6
122,En,19,Sp,11
123,Du,46,Sp,23
124,Ge,48,Sp,22
125,Du,47,Ta,32
126,Sp,48,En,14
127,Ge,39,En,20
128,It,11,Ge,22
129,Ge,17,En,47
130,Du,16,Ta,6
131,Du,44,Ja,43
132,Sp,33,En,37
133,Sp,17,Sp,39
134,En,29,Sp,44
135,It,20,En,10
136,Ge,15,Ja,5
137,Ja,17,Ta,26
138,Du,17,En,15
139,Ja,28,Ja,6
140,Ja,22,Sp,43
141,Sp,47,Sp,25
142,It,23,Ge,31
143,Ge,8,Ge,23
144,Du,25,Sp,36
145,Ja,13,Ta,48
146,Sp,9,Du,20
147,Ge,37,En,28
148,En,41,Du,28
149,Ge,27,Sp,3
150,Ta,15,Ge,12
151,Ge,6,En,31
152,Sp,40,It,48
153,En,42,Du,35
154,It,30,It,3
155,Du,26,En,45
156,Ja,3,It,46
157,Sp,42,Ja,32
158,Du,19,Ta,19
159,Du,4,Sp,37
160,En,9,En,11
161,It,1,It,16
162,En,36,En,12
163,It,21,Du,12
164,Du,8,Du,32
165,Ge,32,Ge,44
166,It,45,En,17
167,Ja,8,Sp,38
168,Du,2,Ge,3
