Order,L1,Excerpt1,L2,Excerpt2
1,Ge,19,Ge,44
2,En,16,Ge,24
3,It,6,It,1
4,Ta,43,Ta,33
5,Ja,11,Ta,2
6,Ja,27,Ja,44
7,Ja,28,Ge,41
8,Ge,31,Sp,9
9,Ja,4,Ta,30
10,Du,38,Du,40
11,It,32,Du,1
12,En,38,It,45
13,Ja,26,En,7
14,Ta,14,Du,11
15,En,31,En,48
16,Ge,43,En,45
17,Ja,31,It,3
18,En,37,En,30
19,Sp,40,Ge,28
20,Du,19,Sp,46
21,Ge,13,En,14
22,It,26,Ge,22
23,Ta,16,Ta,23
24,It,36,Ja,46
25,Ja,41,Ta,31
26,Du,2,Ta,37
27,Sp,26,Ja,30
28,Ge,3,Ta,6
29,Ge,29,It,18
30,Sp,43,Sp,7
31,Du,9,Sp,37
32,En,41,It,27
33,It,48,Sp,45
34,En,23,Du,25
35,Ta,40,It,5
36,Ja,37,Du,17
37,En,12,Ja,24
38,Sp,24,Ja,12
39,Du,21,En,17
40,Sp,13,En,13
41,Ge,27,Du,32
42,Du,12,Ja,10
43,En,44,Sp,25
44,Ta,29,Du,31
45,Ja,43,Ja,13
46,Ta,19,En,4
47,Sp,38,Sp,2
48,It,24,Ge,40
49,Ja,35,Ge,7
50,Sp,10,Sp,1
51,En,5,Du,13
52,Ge,15,It,33
53,Sp,11,Du,23
54,Sp,29,Ja,40
55,Ta,1,En,21
56,Du,5,En,8
57,Ja,19,Ge,9
58,Ta,22,It,2
59,Du,42,Ta,24
60,Ja,14,It,30
61,Ja,32,It,38
62,Ta,48,Sp,48
63,It,11,Sp,27
64,Sp,47,Ge,36
65,Ge,10,Ja,15
66,It,15,Sp,4
67,Sp,17,Du,34
68,Ge,42,It,41
69,Du,43,Ge,32
70,Sp,15,Sp,12
71,It,43,En,34
72,Ta,20,Ta,9
73,Ta,18,Sp,20
74,Ja,21,It,20
75,Du,46,Ja,2
76,Ja,5,Du,7
77,Ge,18,Du,30
78,Ge,20,Sp,31
79,Ta,36,En,10
80,Ge,12,Sp,44
81,Ta,3,Ta,44
82,Du,27,It,34
83,En,43,En,42
84,Du,41,Du,37
85,It,47,En,47
86,Sp,21,En,39
87,Du,3,Du,8
88,Ja,25,En,20
89,En,29,En,35
90,Ja,17,Ja,7
91,Du,18,It,12
92,Ja,29,It,21
93,It,22,Ta,26
94,Ta,4,Ta,21
95,Ge,46,En,22
96,Du,10,Du,26
97,It,29,Sp,22
98,It,37,Du,39
99,It,28,It,4
100,Du,35,Du,36
101,Ja,16,Sp,41
102,Ja,38,Ja,9
103,Ta,11,Du,48
104,Ja,34,Ta,10
105,Ge,38,Ge,16
106,Du,15,Ta,35
107,Ta,32,Ja,6
108,Ta,13,Sp,34
109,Sp,32,It,14
110,Du,6,It,46
111,Ja,20,Ja,33
112,Ta,27,Ja,18
113,Du,16,Du,45
114,It,44,It,8
115,En,25,It,16
116,En,18,En,33
117,Sp,42,Ge,35
118,Ge,48,Ge,11
119,En,24,Ta,17
120,Sp,8,Sp,36
121,Ge,17,Ge,26
122,It,42,Ta,5
123,Ge,6,Ta,39
124,En,26,Ja,22
125,Sp,18,Du,28
126,Ge,5,Du,24
127,Ge,14,Ta,38
128,Ta,25,It,13
129,Ge,37,Du,22
130,It,40,It,39
131,Ja,3,Sp,30
132,Ge,21,It,25
133,Ja,8,En,46
134,Ge,39,Ta,47
135,En,3,Ja,42
136,It,19,It,17
137,En,6,Ge,34
138,En,32,En,11
139,Du,20,Sp,6
140,Ta,28,Sp,3
141,Ta,15,It,35
142,Du,47,En,9
143,Ja,39,Ja,23
144,Du,29,Ja,47
145,Sp,5,Sp,28
146,En,28,Ge,45
147,Sp,19,En,2
148,Ge,2,Ge,25
149,En,1,Du,44
150,Ge,23,Du,14
151,Ta,12,Ta,34
152,En,36,Ta,46
153,Sp,16,Ta,45
154,It,9,En,27
155,Ge,8,Ta,7
156,Ge,30,Ja,45
157,En,40,Ta,42
158,It,23,Sp,33
159,Sp,23,En,15
160,Sp,39,Ta,8
161,Ge,47,Ge,1
162,En,19,Sp,14
163,It,7,It,31
164,Ja,48,Ge,33
165,Ge,4,Ta,41
166,Ja,36,Sp,35
167,Du,33,Ja,1
168,It,10,Du,4
