Order,L1,Excerpt1,L2,Excerpt2
1,Du,14,Du,40
2,It,20,Ta,6
3,Sp,13,En,46
4,It,28,Sp,32
5,It,18,En,38
6,En,16,Ta,14
7,Ja,10,Ge,29
8,Ge,6,It,25
9,Sp,8,It,2
10,Du,46,Ta,4
11,Du,8,Ta,35
12,Ge,43,Du,21
13,Ta,44,Ta,30
14,Du,2,Ge,16
15,Ja,9,Du,27
16,Sp,1,Ta,12
17,It,38,Du,37
18,Sp,15,Ja,26
19,Du,7,Ja,28
20,Sp,25,Du,13
21,En,11,En,44
22,Ta,29,Ta,47
23,Sp,6,Sp,29
24,Ta,28,Sp,2
25,It,42,Ge,17
26,En,9,It,5
27,Sp,39,En,33
28,It,48,It,9
29,Ge,19,Du,11
30,Sp,18,Ge,46
31,En,5,En,36
32,It,32,Ta,7
33,Du,17,Ja,27
34,Sp,31,Sp,3
35,En,37,Ge,15
36,Ge,44,Ta,26
37,Sp,12,Sp,48
38,Du,4,Du,29
39,It,45,Ta,34
40,Sp,44,Ge,22
41,It,13,En,19
42,Du,18,Du,10
43,Ja,32,Ge,23
44,Du,36,En,48
45,Ja,41,Sp,37
46,Sp,46,En,27
47,Ta,23,Sp,26
48,Ta,2,Du,16
49,Ge,28,Ta,37
50,En,21,Sp,17
51,Sp,41,Ja,18
52,Ta,11,Ge,12
53,Ja,24,Ja,17
54,En,22,En,6
55,It,27,Du,3
56,Ge,4,It,30
57,Ta,36,Ja,12
58,Du,42,En,40
59,Ge,24,Ja,43
60,Ge,31,Ta,3
61,Ja,37,Ta,33
62,Du,38,It,8
63,Sp,38,Sp,33
64,En,30,Sp,19
65,Ja,8,Ja,15
66,Du,5,Du,1
67,It,14,Ja,30
68,Ja,25,Ja,36
69,Ge,10,Ge,38
70,Ge,40,Sp,24
71,Ta,27,It,3
72,Ta,48,Sp,5
73,Sp,23,It,47
74,En,12,Du,19
75,Ta,40,Ge,32
76,Sp,14,It,16
77,Ja,7,Sp,21
78,Ge,1,Ge,2
79,It,35,It,7
80,En,47,Ge,37
81,Ja,22,It,19
82,It,11,En,42
83,En,24,Du,23
84,Ta,31,Du,34
85,Sp,43,Du,39
86,Ja,38,It,10
87,Ge,14,Ja,4
88,Ta,10,En,28
89,It,15,En,41
90,Du,20,Du,33
91,Ja,29,Ta,22
92,Sp,47,Ge,5
93,It,23,Sp,27
94,Ja,14,Ge,33
95,It,4,Sp,36
96,Ge,3,Ge,21
97,Ge,25,Ge,27
98,It,31,En,1
99,Sp,20,Sp,9
100,En,2,Ta,18
101,En,7,Ja,33
102,Ta,39,Ja,1
103,It,21,It,39
104,Ge,18,En,23
105,It,1,Du,6
106,Ta,41,Du,30
107,Ja,48,Sp,16
108,Ja,20,Ja,6
109,Ge,13,Du,28
110,Ta,46,Ta,5
111,Ge,47,Sp,28
112,Ja,19,Du,31
113,Ja,11,Sp,35
114,Sp,45,Du,47
115,Sp,42,Ta,15
116,Ge,11,Ta,20
117,En,14,Ja,44
118,Ja,16,Ja,40
119,Sp,10,Sp,30
120,En,8,Sp,40
121,Ge,35,En,25
122,Ge,39,Ge,7
123,Ja,46,Du,43
124,It,33,Du,15
125,It,12,It,6
126,Ta,16,Ta,21
127,It,22,Ge,36
128,Sp,34,Du,24
129,Du,45,It,17
130,Ge,41,Sp,22
131,Sp,4,Du,12
132,Ja,3,It,24
133,En,26,Ta,1
134,Ja,34,Ta,8
135,En,32,En,18
136,Ta,19,En,45
137,Ta,9,Ta,45
138,En,3,En,15
139,En,4,Ge,26
140,Ge,8,Du,35
141,Ja,42,Du,26
142,Du,44,Sp,7
143,Ge,20,Ge,42
144,Ge,34,En,39
145,Ja,47,En,43
146,Du,32,En,31
147,It,36,It,26
148,It,41,Ge,48
149,It,46,Ja,45
150,Du,48,Du,25
151,Ta,38,Ta,42
152,It,29,Ta,13
153,Ja,2,En,29
154,Sp,11,Ta,17
155,En,17,Du,22
156,Ja,21,Ja,23
157,En,13,Ta,25
158,Ge,9,It,34
159,It,37,It,40
160,En,20,En,34
161,Ja,13,It,44
162,Du,41,Ge,45
163,Du,9,Ta,43
164,Ta,32,Ja,31
165,Ja,35,En,10
166,It,43,Ta,24
167,Ge,30,Ja,5
168,Ja,39,En,35
