Order,L1,Excerpt1,L2,Excerpt2
1,Ja,2,Du,12
2,En,11,En,7
3,Sp,40,Du,7
4,Du,22,It,17
5,En,47,En,20
6,Ge,15,Sp,2
7,Du,45,Du,29
8,Sp,37,En,28
9,Ge,8,Sp,23
10,En,34,Sp,33
11,Ta,19,Du,34
12,Ge,2,Ge,13
13,Du,6,Du,37
14,Ta,4,Ge,23
15,Ta,2,It,15
16,Du,15,En,14
17,En,21,It,11
18,Ja,26,Ta,33
19,Ta,39,Sp,14
20,Ta,44,Ja,16
21,Sp,19,Ja,24
22,Ta,16,Sp,8
23,Sp,13,Ge,33
24,En,43,Du,23
25,Du,41,It,41
26,Sp,9,En,1
27,Sp,29,En,40
28,Du,43,It,34
29,Sp,30,Du,33
30,Ge,22,Ja,30
31,Ge,19,Sp,32
32,It,28,Sp,12
33,Ge,24,Du,26
34,Ta,24,Ta,12
35,It,40,Ta,9
36,Ge,6,Ge,1
37,Ta,8,Ja,47
38,It,22,It,32
39,En,39,En,24
40,Ta,11,Ja,41
41,Ta,3,Sp,10
42,En,17,Ja,34
43,En,32,Ge,9
44,En,31,En,35
45,Ge,30,It,4
46,En,26,Ta,7
47,Ja,28,It,47
48,Ge,47,Ta,37
49,It,25,It,45
50,Sp,24,Sp,20
51,Du,27,Ta,30
52,It,48,En,2
53,Du,25,Ge,4
54,It,43,Sp,27
55,Ge,10,Ta,15
56,It,7,Ta,1
57,Ja,25,Ja,36
58,En,30,It,12
59,Sp,31,Sp,28
60,Ja,40,Du,18
61,Sp,3,Du,4
62,Sp,35,Ge,7
63,Sp,38,Ta,45
64,Ja,17,Ja,19
65,Ge,25,Ta,22
66,Ge,42,Du,21
67,Du,44,Du,2
68,It,10,En,9
69,Ja,8,Ta,23
70,It,44,It,35
71,Ta,20,Ta,34
72,Du,13,Du,47
73,Ta,25,Sp,45
74,Ge,3,En,44
75,Sp,47,Sp,43
76,Ja,45,En,10
77,Sp,17,Sp,42
78,Ta,18,Ja,35
79,Sp,48,Sp,44
80,Ge,20,En,6
81,It,14,Sp,18
82,It,3,En,37
83,Du,40,Ja,10
84,Ge,27,It,26
85,Ja,46,En,46
86,Du,24,En,5
87,Ja,12,En,36
88,Du,42,Du,48
89,Ta,29,Ta,28
90,En,13,Ge,35
91,It,31,It,8
92,It,29,Du,19
93,Ja,42,Sp,4
94,Ja,39,It,36
95,Sp,22,Ja,20
96,Du,20,Du,1
97,Ta,27,Ge,45
98,Du,10,Ge,28
99,It,9,Ta,36
100,Ja,18,Ja,22
101,Ta,13,En,19
102,Ta,40,Ta,32
103,Ja,9,Ge,16
104,Ge,26,Du,17
105,Ja,4,Ja,23
106,Ja,31,Ja,7
107,En,27,Du,32
108,En,8,Ta,35
109,Sp,7,Ge,36
110,It,6,Ge,32
111,Ta,48,Du,9
112,Du,3,It,42
113,En,41,Ta,41
114,En,23,En,25
115,It,18,Du,39
116,Ja,21,It,27
117,It,1,Ta,6
118,Ta,21,Ta,5
119,En,45,Ta,10
120,It,2,Ge,12
121,Sp,6,En,16
122,Ge,29,Ja,11
123,Ge,14,It,37
124,It,21,It,20
125,En,42,Du,35
126,Sp,46,Ja,29
127,En,29,Sp,26
128,Ge,38,Ta,46
129,En,12,Ge,41
130,Ja,14,It,39
131,Sp,25,Ja,38
132,Du,36,Ja,44
133,It,5,Sp,34
134,Sp,15,It,24
135,Ja,33,En,18
136,Sp,16,Ta,42
137,Du,11,Ta,14
138,Du,30,Ta,43
139,En,48,En,15
140,Ge,48,Ge,39
141,Sp,11,Du,14
142,It,30,En,3
143,Ta,17,Ta,38
144,En,4,Du,5
145,Sp,5,Ja,6
146,Ja,27,Du,16
147,En,33,Ta,31
148,Ge,46,Ge,43
149,Ja,48,Ge,44
150,Ja,1,Ja,13
151,Du,46,Sp,39
152,Ge,5,En,38
153,Ge,40,Ja,32
154,Ge,11,Ge,21
155,Sp,1,Sp,21
156,Ja,5,En,22
157,It,19,Ja,3
158,Ge,18,It,16
159,Ge,37,Ge,31
160,It,13,Sp,41
161,Ta,47,It,23
162,It,38,Ja,43
163,Du,31,Ta,26
164,Ge,17,Du,28
165,Sp,36,Du,8
166,It,46,It,33
167,Ge,34,Ja,37
168,Ja,15,Du,38
