Order,L1,Excerpt1,L2,Excerpt2
1,Ge,26,Ge,25
2,Ta,33,Ta,1
3,Sp,10,Ja,29
4,Du,27,It,3
5,Ja,12,Ja,44
6,It,46,Ta,22
7,Ta,11,En,25
8,Du,22,Ge,41
9,Sp,23,Sp,39
10,Du,40,Du,6
11,En,23,Ta,41
12,Sp,47,Du,46
13,Ge,39,En,15
14,En,43,Du,9
15,En,33,En,41
16,Ja,30,Du,3
17,Ge,11,En,6
18,Ge,13,Du,43
19,It,42,It,45
20,Sp,46,En,5
21,It,7,Ge,16
22,Ja,39,It,6
23,It,30,It,21
24,Ja,3,Du,44
25,En,45,Du,5
26,Du,39,Du,18
27,Ge,5,Ge,48
28,Sp,24,Ta,37
29,En,12,Du,20
30,Ja,11,Sp,9
31,Sp,35,It,48
32,En,10,Ge,14
33,En,48,Du,15
34,Du,37,Ta,8
35,Du,32,It,20
36,It,44,Ta,38
37,Ta,4,Sp,8
38,Du,42,Ta,39
39,En,26,En,28
40,Ja,14,It,12
41,Ja,5,Ja,46
42,Du,4,Sp,12
43,It,47,Sp,2
44,Du,35,Ja,45
45,Sp,43,Ta,9
46,Ja,27,Du,38
47,Ge,19,Ja,35
48,Ge,29,It,9
49,En,9,Ja,9
50,Du,21,Du,17
51,Du,34,It,22
52,Ja,10,It,26
53,It,5,It,43
54,Sp,15,Ta,24
55,Ge,17,It,19
56,It,13,Ge,18
57,Ja,40,Ta,16
58,Ta,20,Ta,19
59,It,41,En,40
60,Ja,6,Ja,22
61,Sp,3,Sp,40
62,Du,10,Sp,33
63,Du,16,Ge,7
64,Ta,27,En,20
65,Sp,27,Du,23
66,It,10,It,14
67,En,42,It,29
68,Ja,38,Ge,4
69,Ta,2,Ge,33
70,En,47,Sp,41
71,Sp,1,It,23
72,Ja,43,Ta,31
73,Ta,28,Ja,34
74,Sp,31,It,34
75,Ge,12,Ta,3
76,Sp,20,Sp,7
77,Ja,47,It,25
78,Sp,34,Ge,24
79,Ge,21,En,14
80,En,46,Ta,18
81,Ta,5,Ge,46
82,Du,8,It,36
83,Sp,48,Sp,25
84,Ja,17,Ta,30
85,Ge,47,Sp,45
86,Ta,43,It,2
87,Ja,20,En,21
88,Ja,13,Ta,42
89,It,33,It,24
90,En,39,Ta,7
91,Sp,18,Ja,33
92,Ta,46,En,27
93,En,17,Ja,2
94,Ta,44,It,17
95,Ja,8,Ja,16
96,Du,26,Ge,37
97,It,31,En,31
98,Ge,43,Ge,35
99,En,29,Du,11
100,Du,41,Du,30
101,Ja,26,Ta,35
102,It,15,Sp,29
103,Sp,21,Ge,15
104,En,36,En,8
105,It,32,En,1
106,Ta,26,It,18
107,Du,45,Du,12
108,En,22,It,37
109,Ta,15,Ta,34
110,Ja,28,Sp,14
111,It,1,It,4
112,Ja,37,En,3
113,Ta,23,Ta,25
114,It,39,Ge,32
115,Ta,10,Du,36
116,Ja,19,Ja,24
117,Sp,36,En,35
118,It,35,Du,24
119,Ta,40,Du,48
120,En,24,En,4
121,Ge,23,Ta,14
122,Sp,6,Du,7
123,Du,19,En,7
124,Sp,42,Sp,4
125,Du,14,Ta,48
126,Ge,9,En,30
127,Ja,23,Ge,44
128,Du,13,Ta,21
129,En,18,En,19
130,Sp,37,Ge,28
131,Ge,20,Sp,22
132,Sp,19,Ta,45
133,Ja,25,It,40
134,Ja,48,Ge,34
135,Sp,32,Sp,5
136,Ge,36,Du,29
137,Ja,7,En,34
138,Ja,1,Du,25
139,Ja,31,Ge,31
140,Du,2,Ge,42
141,Ta,13,Sp,26
142,Sp,44,It,38
143,En,37,Ge,8
144,Du,31,Du,1
145,Ge,2,Ta,32
146,En,32,En,38
147,Ge,6,Ge,27
148,Ja,18,Du,33
149,En,13,Sp,16
150,Ge,38,It,16
151,En,16,Ja,42
152,Sp,11,En,2
153,Ge,1,Ge,45
154,Sp,17,En,44
155,Sp,13,Ja,21
156,It,28,Ta,6
157,Ge,3,Ja,32
158,Ta,17,Ta,47
159,En,11,It,27
160,Ta,36,Ta,29
161,Ge,22,Ge,40
162,Sp,38,Ge,30
163,Du,28,Sp,30
164,Ta,12,Ge,10
165,It,11,Du,47
166,Ja,4,Sp,28
167,It,8,Ja,15
168,Ja,36,Ja,41
