Order,L1,Excerpt1,L2,Excerpt2
1,It,30,Ge,46
2,Ja,15,Ge,9
3,It,11,Ta,18
4,Ja,1,Ja,40
5,Ta,48,Sp,18
6,En,48,En,1
7,En,25,En,6
8,Ge,40,Sp,36
9,It,36,Ta,6
10,En,18,Ja,36
11,Du,16,En,5
12,Ge,24,En,23
13,Ja,39,Sp,21
14,It,34,Du,43
15,Ta,39,It,16
16,En,27,Ja,18
17,Du,6,Ge,10
18,En,47,Sp,24
19,It,31,Ja,42
20,Du,2,En,15
21,Ge,44,Ge,42
22,Du,11,Ta,24
23,Sp,35,Du,23
24,Ge,13,Ge,2
25,Du,20,It,10
26,Ja,33,Ja,8
27,Du,24,Ta,2
28,It,38,En,7
29,En,22,Ja,19
30,Sp,39,Sp,33
31,It,25,En,10
32,Ta,7,Ge,38
33,Ta,13,Ge,35
34,En,41,Sp,23
35,Ge,32,It,32
36,It,13,Ge,18
37,En,30,En,40
38,Ge,7,Ge,1
39,En,8,Du,27
40,It,42,Sp,31
41,En,2,En,17
42,It,17,It,6
43,Sp,3,Sp,30
44,Ta,22,Sp,20
45,Ja,43,Ta,38
46,En,44,Ta,40
47,Du,33,Du,19
48,Ta,3,Ge,22
49,Ge,17,It,5
50,En,28,Ta,16
51,Ja,9,En,4
52,En,31,It,7
53,Ge,45,Sp,40
54,Ja,23,Sp,12
55,Ja,32,Ja,30
56,En,29,Sp,38
57,Du,5,Ta,41
58,Du,35,Sp,48
59,Ja,34,Ja,29
60,Du,1,It,40
61,Du,31,Du,42
62,Ja,16,Du,7
63,Sp,32,Ge,21
64,En,43,Sp,2
65,It,47,Ge,36
66,Sp,15,Ta,11
67,Du,37,Ja,20
68,Ja,35,Du,36
69,Ja,12,Ta,25
70,En,36,Sp,26
71,Ta,44,Ta,46
72,Du,48,Ja,3
73,Sp,22,Sp,17
74,Ta,42,Ge,34
75,Ge,12,Du,45
76,Du,46,En,24
77,It,35,Du,10
78,Ge,30,Ge,33
79,Ja,38,Ta,35
80,Ta,36,En,16
81,Ta,45,Ta,14
82,Ge,11,Du,8
83,En,42,Du,13
84,It,46,Du,39
85,En,45,Ge,29
86,Sp,8,Sp,25
87,Ta,21,Ja,14
88,It,37,Ge,28
89,Du,34,Du,30
90,En,32,Du,25
91,Ta,43,Ta,31
92,It,20,Sp,45
93,Ge,23,Ge,20
94,Ta,33,Sp,43
95,It,18,Ja,26
96,Ta,5,Ja,10
97,Ge,43,Du,26
98,Ge,27,Sp,1
99,It,45,En,46
100,Ja,48,Ta,47
101,En,13,En,33
102,En,37,Ge,31
103,Ta,32,En,20
104,Sp,37,It,43
105,Ta,12,Ta,10
106,It,3,It,28
107,Du,17,Sp,6
108,Du,21,Du,28
109,Du,9,Du,44
110,Ta,9,En,26
111,It,33,It,2
112,It,26,It,19
113,It,29,Ta,23
114,Ja,5,Sp,14
115,Sp,5,It,24
116,It,15,Sp,7
117,Du,32,It,22
118,Ja,45,Ge,19
119,Ta,15,Du,14
120,Ge,26,Sp,47
121,Du,22,Ta,20
122,Sp,34,Sp,9
123,Ge,15,En,38
124,En,11,Ge,39
125,Ja,37,Sp,42
126,Ja,24,Ge,14
127,It,23,Ja,31
128,En,14,It,14
129,It,39,Ja,47
130,Sp,10,En,34
131,Ge,3,Ja,46
132,Du,4,Du,12
133,Ja,44,It,41
134,Du,3,Ge,5
135,Sp,28,Du,29
136,Ge,6,Ge,48
137,Ge,4,Ta,28
138,Ta,29,Du,41
139,Sp,27,Sp,16
140,It,9,It,12
141,Sp,29,It,44
142,It,27,It,48
143,Sp,13,Ta,37
144,Sp,46,Du,40
145,It,1,Ta,26
146,Du,47,Ja,2
147,Ja,28,Ge,8
148,Ta,30,Ta,27
149,Ja,21,Sp,19
150,Ja,17,It,8
151,Du,18,Ja,11
152,Sp,41,Du,38
153,Ja,27,Sp,4
154,Ta,4,En,35
155,Ja,41,En,19
156,Ja,22,Ge,47
157,Ta,8,Ge,41
158,Ja,7,Ja,13
159,Ja,25,En,39
160,En,3,It,21
161,Ge,16,Du,15
162,En,12,En,21
163,Ta,1,It,4
164,Ta,17,Ta,19
165,Ge,25,En,9
166,Sp,11,Ge,37
167,Sp,44,Ta,34
168,Ja,6,Ja,4
