Order,L1,Excerpt1,L2,Excerpt2
1,En,16,En,39
2,Ta,46,Ta,10
3,Ge,2,Ja,27
4,En,31,It,25
5,Ge,5,Du,19
6,En,44,En,45
7,Du,15,Du,14
8,Ta,28,Ta,35
9,Du,34,Du,4
10,Sp,25,Ta,27
11,Du,32,Du,33
12,It,30,En,8
13,Ja,36,Du,26
14,Ta,14,Du,39
15,Ge,27,Du,36
16,It,23,Ta,23
17,En,19,It,43
18,Du,40,Ge,43
19,Sp,42,Du,8
20,Du,6,It,6
21,Ja,14,Ge,10
22,Ja,9,Ja,22
23,Sp,41,Ja,11
24,Ta,1,It,26
25,En,48,It,13
26,Ja,2,Ta,5
27,Ge,3,Ge,36
28,It,39,Sp,32
29,Ge,30,It,21
30,Ja,40,Ta,43
31,Ja,43,Sp,8
32,Ta,6,Ge,39
33,Ge,17,Ge,31
34,Ja,31,Ge,44
35,Ja,34,Ta,45
36,It,33,Du,7
37,Sp,44,Ta,39
38,Ja,39,Ja,19
39,En,40,En,28
40,Ta,8,It,48
41,Ta,44,En,3
42,Sp,28,Ja,7
43,Sp,38,Sp,45
44,Ge,34,Ge,46
45,Ja,16,Ta,18
46,Ja,1,Du,43
47,En,47,Du,47
48,Ja,21,Du,45
49,Ja,28,Ja,45
50,Ge,14,Ta,21
51,Du,31,En,42
52,Ge,16,En,22
53,It,34,It,45
54,Sp,2,Du,11
55,Ta,9,It,38
56,En,46,Ja,47
57,Du,10,Du,35
58,Ta,12,Ta,17
59,Du,24,Du,12
60,Ta,13,En,36
61,Sp,24,Du,2
62,Ge,7,Ta,4
63,It,31,Ja,33
64,It,46,Ja,12
65,It,18,En,25
66,Sp,20,Sp,19
67,Ja,18,En,10
68,Ja,15,En,29
69,Ta,41,Sp,36
70,En,38,Ta,25
71,Sp,43,Ta,19
72,Ja,48,En,18
73,Ge,35,It,44
74,Du,21,Ta,29
75,En,20,Sp,9
76,Sp,13,Sp,27
77,Ge,20,Sp,21
78,Ja,46,Ja,42
79,Ja,29,Ja,37
80,Du,17,En,14
81,Ge,33,It,40
82,En,41,En,27
83,Ja,6,Ja,24
84,Ja,10,Sp,18
85,Ge,18,Ja,32
86,Ge,32,Ta,38
87,Ge,48,It,11
88,Sp,1,Du,1
89,Du,20,Ta,16
90,En,23,Ge,11
91,Sp,39,Sp,31
92,En,30,Sp,10
93,Sp,12,Du,30
94,It,3,Du,3
95,It,17,Sp,48
96,Du,22,It,32
97,Sp,33,Ge,19
98,It,19,Ta,40
99,It,36,It,41
100,Du,25,Ge,21
101,En,21,Du,48
102,Ja,41,Du,44
103,Sp,34,Sp,47
104,En,17,Sp,23
105,En,43,It,14
106,Sp,35,En,13
107,Ja,23,Du,13
108,Ja,20,It,12
109,It,10,Sp,46
110,Sp,11,Ta,34
111,Sp,4,Ja,26
112,Du,27,En,7
113,Ja,17,It,4
114,Sp,6,Sp,7
115,Ja,4,Ge,45
116,Ge,47,En,37
117,It,35,Ja,35
118,Du,28,Ta,2
119,Sp,17,It,16
120,Du,23,En,24
121,En,2,Ja,3
122,En,26,En,4
123,Sp,22,Ge,38
124,Ta,7,Sp,37
125,Sp,15,It,29
126,Du,18,Ge,23
127,It,1,Du,5
128,Ge,6,Ja,13
129,Ta,30,Ge,15
130,Ge,8,En,1
131,Sp,26,En,5
132,Ta,24,En,6
133,Ge,28,Du,29
134,It,15,It,47
135,Ge,40,Ge,26
136,Du,37,Ja,25
137,It,7,Sp,5
138,En,35,Ge,13
139,It,27,It,5
140,En,34,Ta,26
141,It,24,It,9
142,Du,42,Du,41
143,Ta,37,Du,9
144,Ge,1,Ta,22
145,It,2,Ge,12
146,Sp,40,Ge,9
147,Ta,36,Ta,42
148,Ja,30,Ta,48
149,Ta,32,En,33
150,Ge,24,Ge,25
151,It,28,Ja,38
152,Ge,29,Ge,42
153,En,11,En,9
154,It,8,It,42
155,Ta,15,Ta,31
156,Sp,30,Du,46
157,Du,16,Ta,20
158,Ta,3,Ta,33
159,Ge,4,Sp,29
160,Ja,5,Ta,47
161,Sp,16,En,32
162,It,20,Ta,11
163,It,22,Ge,37
164,En,15,Ge,41
165,Ge,22,Sp,14
166,Du,38,It,37
167,Sp,3,Ja,8
168,En,12,Ja,44
