Order,L1,Excerpt1,L2,Excerpt2
1,Ja,32,Ja,26
2,Du,7,En,43
3,It,33,Ta,23
4,Ge,8,Ge,4
5,Ja,37,Sp,30
6,Ge,42,Sp,29
7,Du,3,Ta,36
8,Ja,24,Ge,11
9,Sp,44,Sp,48
10,Ja,48,Ja,40
11,En,23,En,4
12,Du,40,It,14
13,Ge,46,Ta,2
14,It,45,Sp,16
15,En,6,Ja,38
16,Du,10,It,27
17,En,42,Ta,22
18,Ge,45,Ja,9
19,It,35,En,1
20,Ta,11,Du,35
21,Ja,29,Du,26
22,Du,15,It,5
23,It,16,En,39
24,Du,24,En,27
25,Ta,26,Ta,28
26,Du,36,It,46
27,Ge,30,Ge,17
28,En,37,Ge,1
29,Ta,6,Ta,20
30,Du,34,Ja,16
31,En,38,Sp,46
32,Du,21,Sp,40
33,Ge,12,Sp,36
34,It,48,Ge,34
35,Ta,9,Du,37
36,En,28,Du,39
37,En,45,Du,33
38,En,26,Sp,5
39,Sp,9,Ja,22
40,En,2,En,5
41,Ge,14,Ge,20
42,Ta,31,Sp,43
43,Sp,37,It,6
44,Ta,5,Ta,19
45,Ja,44,It,26
46,It,25,It,21
47,Ta,48,Du,13
48,It,9,Ja,30
49,Du,20,Ja,4
50,Ja,17,En,46
51,It,38,Sp,34
52,Ja,6,En,8
53,Ja,36,Ge,10
54,Ja,5,Ja,31
55,Ge,21,Ge,35
56,Sp,2,Sp,15
57,Ge,29,Sp,23
58,Du,6,Ja,14
59,Du,29,Ge,24
60,Ja,21,It,7
61,En,19,En,30
62,Ta,17,En,35
63,It,1,It,30
64,Ta,47,Ge,19
65,Ge,38,Ge,27
66,Ta,39,Ja,13
67,En,10,Ge,32
68,It,28,It,36
69,En,18,Ja,45
70,Sp,11,It,39
71,It,34,It,10
72,It,11,Ta,32
73,Du,25,Du,18
74,Du,19,Sp,42
75,Ta,14,En,31
76,It,12,Ja,28
77,Ja,11,Ta,13
78,Du,30,Sp,31
79,Ge,23,Du,31
80,Ja,34,En,20
81,En,36,En,34
82,Du,11,Du,44
83,En,16,En,44
84,Ja,43,En,17
85,It,42,It,3
86,Du,48,Du,42
87,Du,47,Du,8
88,Ge,18,En,32
89,Ja,23,Ta,37
90,En,3,Du,45
91,Ta,43,It,19
92,Sp,39,Ja,41
93,It,23,Du,12
94,Ge,13,Ta,1
95,It,22,Ge,9
96,It,32,Du,23
97,En,40,It,18
98,Ja,47,Ge,40
99,Du,5,Ge,5
100,Ja,2,Ja,12
101,En,22,Ta,35
102,Ta,10,Sp,6
103,En,7,En,15
104,Ge,33,Ja,18
105,It,24,En,47
106,Sp,12,Ja,25
107,Ge,15,Ta,44
108,Sp,47,Du,16
109,Ja,46,Ta,8
110,Du,46,Sp,19
111,Ta,25,It,29
112,It,20,Ge,3
113,Du,17,Ge,41
114,Sp,45,Ja,8
115,En,14,Ge,6
116,Sp,7,Ta,3
117,Sp,3,En,33
118,Ta,46,Ta,45
119,Ta,42,Ta,21
120,Du,14,Sp,10
121,Du,32,Du,2
122,Du,41,Ja,42
123,Sp,20,Ge,36
124,It,40,En,48
125,Ge,43,Du,9
126,Ja,3,Ta,34
127,Ta,7,Ta,4
128,Sp,13,Ta,15
129,Sp,22,Sp,25
130,It,2,Ja,39
131,Ta,41,En,11
132,En,12,Ta,29
133,It,41,Ta,40
134,Ja,10,It,44
135,It,31,Sp,1
136,Sp,8,En,29
137,Sp,38,En,24
138,En,9,Ge,16
139,Ja,27,Ge,47
140,Ja,1,Ja,20
141,Sp,17,Ta,38
142,Ge,2,Du,27
143,It,17,Ge,37
144,It,13,It,4
145,Ta,27,Ja,7
146,Du,22,Du,28
147,Sp,18,Ge,25
148,Ge,22,It,15
149,Ja,19,Du,1
150,En,21,Sp,35
151,Sp,21,Sp,26
152,Ta,30,Ge,48
153,Ja,33,Sp,27
154,Du,43,En,13
155,Sp,24,Sp,4
156,Ta,18,It,8
157,En,25,It,43
158,Sp,14,Sp,32
159,Ta,24,Ge,7
160,Ge,39,Ge,26
161,Sp,28,It,47
162,Ta,12,Du,38
163,Sp,33,Ta,16
164,Ge,28,Sp,41
165,Ge,31,En,41
166,Ja,15,Ja,35
167,Du,4,Ta,33
168,Ge,44,It,37
