Order,L1,Excerpt1,L2,Excerpt2
1,Du,12,Ja,10
2,Ge,43,Ge,27
3,It,31,Du,19
4,Ja,40,Ta,43
5,Sp,14,Du,41
6,It,40,En,6
7,Ta,21,Ta,40
8,En,24,En,14
9,En,40,En,9
10,Ge,40,It,37
11,En,26,Ta,27
12,Ge,2,En,46
13,Du,30,Ja,8
14,Ta,28,Du,46
15,Sp,6,Ge,22
16,En,11,Ge,11
17,It,22,Ge,39
18,En,31,Du,16
19,Ja,46,Du,35
20,Sp,26,Ja,34
21,Ge,32,Du,10
22,Ja,19,Sp,19
23,Sp,21,Sp,33
24,Ja,30,Ge,46
25,Ge,9,Ge,12
26,Du,3,Du,45
27,En,33,En,27
28,Ge,3,Sp,4
29,Ja,48,Ja,11
30,It,12,En,36
31,Sp,41,It,34
32,Sp,1,Ta,48
33,It,38,Ta,4
34,Ta,30,Ge,24
35,Sp,7,Ja,39
36,Du,47,Du,6
37,Ta,39,Ta,46
38,It,8,Du,23
39,Sp,13,Ta,24
40,It,7,It,28
41,It,24,Ge,30
42,En,44,Du,32
43,En,18,It,44
44,Ja,1,Ge,36
45,Sp,39,En,32
46,Ge,29,Ja,45
47,Ja,33,Sp,42
48,Ge,23,Ja,29
49,Ta,10,Ta,1
50,Du,20,Sp,25
51,Ja,26,Ja,20
52,Sp,23,Sp,22
53,Du,33,It,39
54,It,41,It,47
55,Ja,22,En,15
56,Du,36,It,15
57,Ge,37,Du,1
58,En,42,Ta,44
59,Sp,34,Ta,17
60,Sp,43,It,33
61,Sp,12,Ge,45
62,Ge,7,It,48
63,Du,37,Du,28
64,Ta,7,It,42
65,Ta,23,Ja,17
66,Du,39,En,2
67,Ja,41,En,47
68,Du,2,Ge,4
69,It,2,Ge,10
70,Sp,15,En,45
71,Du,34,Sp,27
72,Ja,2,Ja,4
73,Ge,41,Ge,33
74,Ta,22,Ta,14
75,It,26,Ta,9
76,Sp,44,Ta,34
77,It,20,It,11
78,Ge,31,It,3
79,Ja,14,Ja,28
80,Ja,47,Ja,32
81,En,30,Sp,38
82,Du,22,Ta,18
83,Du,21,Du,42
84,Sp,31,Ja,18
85,Ta,36,Sp,3
86,Ta,19,En,16
87,Ja,36,It,46
88,Du,14,Sp,16
89,En,22,Ge,18
90,Ta,29,Ge,13
91,Ge,26,En,35
92,Du,7,Ta,45
93,Sp,36,Ge,15
94,En,13,Ja,5
95,Ta,25,Ja,31
96,En,29,En,17
97,Ta,26,Ja,43
98,En,21,It,17
99,Sp,35,Ge,1
100,Ta,6,Du,43
101,En,37,En,12
102,It,10,It,13
103,Ge,44,En,1
104,It,19,Du,25
105,Du,26,Ge,14
106,Ja,3,It,23
107,Sp,5,En,19
108,Ja,21,It,45
109,It,29,Ja,16
110,Du,38,En,48
111,En,5,Du,40
112,Du,24,Ja,9
113,Sp,32,En,10
114,Ja,13,En,23
115,Du,8,Du,15
116,Ge,19,Ta,15
117,Ta,12,Du,5
118,Sp,28,It,18
119,Sp,17,It,35
120,Du,18,Sp,46
121,Ja,25,En,7
122,Ja,7,Du,44
123,Ge,25,Du,4
124,Ta,13,Ta,42
125,Sp,48,Ta,37
126,Ja,38,Ja,6
127,Ja,35,En,4
128,Ta,47,Ge,8
129,Ta,41,It,25
130,Du,31,Ge,34
131,Ta,16,Ta,11
132,It,4,Ja,12
133,It,6,It,27
134,It,43,Ta,32
135,Ja,42,Ge,47
136,En,28,Du,29
137,It,16,Du,13
138,Ge,42,Ta,38
139,Ta,2,En,8
140,Ge,28,Ge,17
141,Du,9,Du,48
142,Ja,15,Ge,35
143,Sp,10,Sp,29
144,Sp,45,Sp,37
145,It,14,Ta,8
146,It,1,Sp,30
147,Ja,23,Ta,35
148,Ja,44,It,21
149,En,3,Ge,48
150,Du,27,Ta,3
151,En,25,En,38
152,Ta,31,En,43
153,Ja,27,Du,17
154,Sp,9,Sp,20
155,Ta,5,En,39
156,Ge,20,Ta,33
157,It,36,It,5
158,Ja,24,Ta,20
159,Sp,8,Du,11
160,Sp,40,It,32
161,Ge,6,Ge,16
162,Ge,38,Ge,5
163,En,41,Sp,2
164,Sp,18,Sp,47
165,Ja,37,Sp,11
166,En,20,It,9
167,En,34,It,30
168,Sp,24,Ge,21
