Order,L1,Excerpt1,L2,Excerpt2
1,Sp,2,En,46
2,Sp,28,Ge,13
3,Ge,9,Ja,33
4,Ta,24,En,44
5,It,12,Sp,43
6,It,23,En,23
7,Du,27,Sp,14
8,Du,41,En,14
9,Ja,7,Ja,11
10,It,39,Ta,38
11,Du,22,Ge,16
12,Ge,45,Ta,27
13,It,41,Sp,10
14,Sp,27,Ja,21
15,It,26,It,35
16,Ge,1,Sp,36
17,It,20,Du,33
18,It,47,Ta,11
19,Ja,19,Ja,15
20,Ja,16,En,43
21,Ja,34,It,15
22,It,24,Du,47
23,Sp,40,Ta,3
24,Du,30,Sp,16
25,Ge,44,Sp,8
26,Ta,46,Ge,36
27,Du,10,Ge,41
28,It,18,It,37
29,Ja,43,Ja,5
30,Sp,13,Du,28
31,Ja,9,It,17
32,Ge,39,Ja,45
33,Ja,3,Ge,33
34,It,21,Ge,14
35,En,4,En,20
36,Ta,16,Ta,5
37,En,38,Ja,42
38,Ja,13,Ge,31
39,Ja,30,Ta,42
40,Du,34,Du,31
41,Sp,5,Ja,47
42,En,15,Ta,23
43,It,10,Du,3
44,En,33,Sp,35
45,Du,39,Ta,44
46,En,47,Ja,22
47,Ge,32,Sp,31
48,Sp,7,Du,35
49,Ja,32,It,43
50,It,4,En,7
51,En,35,En,13
52,Du,7,Du,48
53,It,25,Du,9
54,Du,45,Ta,18
55,Ge,43,Ja,6
56,Ja,29,Du,26
57,Ja,17,It,13
58,En,39,En,9
59,En,30,Ja,2
60,Ja,44,Ta,6
61,Ta,26,Du,42
62,Ja,12,Ta,14
63,Sp,29,Sp,18
64,Sp,26,Sp,46
65,En,25,En,29
66,Ja,23,Ja,1
67,En,19,Sp,23
68,En,40,Du,21
69,Ge,29,Ta,30
70,Ge,6,Ge,19
71,Du,5,Ge,42
72,Ja,35,Du,20
73,Ta,12,En,18
74,Ta,37,Sp,4
75,Du,29,Ja,38
76,En,17,It,16
77,Ta,10,Ta,17
78,Ta,8,Ta,39
79,Du,36,Du,43
80,Du,4,Du,38
81,Ja,36,Sp,17
82,Ta,1,Ge,28
83,Ge,20,It,8
84,Ge,5,It,5
85,Ja,25,Du,32
86,Ta,7,Ja,20
87,Ta,22,Ta,41
88,Ge,35,En,22
89,Ja,4,En,16
90,Ja,48,Ta,33
91,Du,37,It,36
92,Ta,20,Sp,33
93,Ta,19,Ge,30
94,It,33,It,29
95,It,28,Ge,26
96,Sp,3,Sp,42
97,Sp,30,Ta,25
98,Sp,11,Ge,8
99,Du,8,Du,23
100,Ge,37,Ge,4
101,Ge,21,Du,40
102,Sp,15,Ta,45
103,It,11,Sp,37
104,Du,19,Ta,31
105,Ta,36,En,11
106,Ta,29,Ge,40
107,Ge,47,En,32
108,Ja,28,It,40
109,Ta,40,Du,24
110,Du,1,En,6
111,Ta,43,Sp,12
112,Ja,27,It,1
113,It,22,Ta,35
114,En,48,Ja,14
115,Ta,47,Ta,9
116,En,31,Sp,24
117,Ja,37,Ja,46
118,Ta,34,Du,44
119,Du,46,Ja,39
120,En,2,Du,2
121,Ge,18,En,12
122,En,10,En,21
123,Ge,10,Ge,11
124,Ge,17,Ge,22
125,It,34,En,45
126,It,30,Ge,24
127,En,36,Du,11
128,En,5,Ge,46
129,Sp,22,Du,13
130,Sp,38,Ja,24
131,Ta,21,It,42
132,En,26,En,41
133,Ge,12,Du,12
134,En,27,Sp,34
135,It,45,Sp,32
136,Sp,6,Sp,48
137,Ta,13,En,34
138,Ta,28,Ja,26
139,It,32,Sp,41
140,En,37,Ge,7
141,Sp,25,Ja,18
142,Ja,31,Ge,38
143,Ta,2,It,31
144,It,14,En,8
145,Du,25,Sp,1
146,Ge,25,Ge,15
147,Du,6,Du,14
148,It,7,It,2
149,It,6,It,46
150,Ja,10,Ja,8
151,Ta,4,It,44
152,Sp,47,Ja,40
153,It,38,Ge,27
154,Du,18,Ja,41
155,It,27,It,3
156,Sp,45,Sp,21
157,Ge,2,Sp,44
158,Ta,48,En,42
159,Ge,34,En,24
160,En,28,Sp,39
161,Ta,15,Ta,32
162,Ge,48,Ge,3
163,Du,17,En,3
164,Sp,19,Sp,20
165,It,19,Sp,9
166,En,1,It,48
167,Du,16,It,9
168,Ge,23,Du,15
