Order,L1,Excerpt1,L2,Excerpt2
1,It,3,Ja,30
2,It,41,It,39
3,Du,22,Du,11
4,Ja,4,Ja,37
5,Ge,6,Ge,47
6,Du,35,Ja,21
7,Ja,5,Sp,20
8,Ja,48,Du,1
9,Sp,24,Sp,18
10,Ge,21,Ta,3
11,Sp,45,Du,43
12,It,24,Ge,12
13,Ja,27,Ta,34
14,En,11,Du,27
15,Ge,33,Ge,25
16,En,29,Du,26
17,En,39,It,1
18,En,4,Sp,42
19,Ge,7,It,28
20,En,40,Ge,26
21,It,36,It,6
22,Ja,28,En,23
23,Ja,47,It,25
24,Ja,43,Du,4
25,Sp,17,Ta,11
26,It,5,It,8
27,Ge,35,Du,21
28,Ge,14,En,30
29,Du,17,It,34
30,Ge,32,En,35
31,It,27,Ja,25
32,Du,10,Du,29
33,Ta,22,Ge,1
34,Ge,34,Ge,9
35,Ja,41,Ja,26
36,It,10,En,17
37,It,26,Ta,23
38,Sp,2,Du,23
39,Sp,29,It,43
40,It,48,En,27
41,It,14,Ja,15
42,Du,15,Ge,2
43,Ta,26,Du,48
44,It,7,Du,2
45,Ge,27,Sp,22
46,Ta,20,Ge,37
47,En,15,Ge,42
48,Ja,24,Sp,14
49,Sp,4,Sp,19
50,It,40,En,25
51,It,45,It,9
52,Ge,36,Ja,13
53,Ta,5,Ta,38
54,Du,16,En,33
55,Ja,34,Ja,42
56,Ge,39,Ja,6
57,Du,5,Du,32
58,Sp,31,Sp,46
59,Sp,28,Du,25
60,En,13,Ja,9
61,Ja,16,Ge,29
62,Du,7,Ge,30
63,Sp,16,Ja,18
64,Ta,12,It,4
65,Du,33,It,18
66,En,1,En,19
67,Ta,6,Ta,2
68,It,33,Ta,7
69,En,45,Ta,33
70,Ge,38,Ge,10
71,Du,36,Ta,44
72,Du,9,Du,45
73,Ge,24,Sp,8
74,Ge,41,Ge,15
75,Du,19,Sp,37
76,En,46,En,18
77,Ja,11,Du,28
78,Ta,45,It,42
79,Ge,8,Ge,22
80,Ta,39,En,2
81,Ta,42,Ta,15
82,It,47,Ge,28
83,En,31,Sp,11
84,Ta,25,Du,24
85,Ta,18,En,12
86,Sp,21,Ta,32
87,It,19,Sp,48
88,En,22,En,10
89,Sp,44,It,13
90,Ge,23,Ta,29
91,En,7,Ta,14
92,Ja,20,It,17
93,Sp,15,Ta,16
94,Ja,23,Sp,33
95,Ja,10,Ja,8
96,Ja,35,Ta,30
97,Du,42,It,29
98,Ta,47,Ta,9
99,Sp,13,Ta,35
100,Ja,1,Ge,18
101,It,46,Sp,27
102,Ta,48,Sp,35
103,Sp,12,It,11
104,Du,40,Ta,13
105,Du,44,Sp,30
106,En,37,Ta,10
107,En,34,Sp,32
108,Du,12,Du,47
109,Sp,47,Ja,22
110,En,48,Ja,36
111,It,20,It,44
112,Ta,37,It,35
113,Ta,21,Du,41
114,Ja,45,Ta,46
115,En,41,Sp,25
116,Ja,33,It,15
117,En,42,En,38
118,Du,14,It,12
119,Ta,28,Ta,8
120,En,3,Sp,6
121,Sp,26,Ge,45
122,Ge,43,It,22
123,Ja,14,Ta,40
124,Ta,4,Sp,38
125,En,6,Du,30
126,It,37,Ge,19
127,Sp,9,Sp,36
128,It,21,En,32
129,Ge,31,Ja,17
130,It,32,Ta,41
131,Ja,32,Ja,46
132,Ja,19,Ja,2
133,Ta,31,Ja,3
134,Du,20,Sp,5
135,Sp,3,Ge,44
136,En,14,It,30
137,En,21,En,16
138,Du,18,Ge,5
139,Du,31,Du,39
140,En,24,Ja,40
141,En,44,Sp,1
142,En,43,En,9
143,Sp,40,Ja,31
144,Ta,17,Ge,48
145,Ja,38,Du,38
146,Ja,39,Du,37
147,It,31,Sp,41
148,It,16,It,2
149,Ta,43,Du,8
150,Ja,7,En,28
151,Ja,12,Ta,36
152,It,38,Du,34
153,Ge,46,Sp,10
154,Sp,34,Ge,4
155,Sp,43,Sp,39
156,Ja,44,Ge,40
157,En,5,Ge,20
158,En,20,Ja,29
159,Ta,19,Ta,24
160,En,8,Du,13
161,En,47,Ge,16
162,Du,46,Ge,17
163,Du,3,Ge,13
164,Sp,23,Sp,7
165,Ge,11,It,23
166,Du,6,En,36
167,Ta,27,Ge,3
168,Ta,1,En,26
