Order,L1,Excerpt1,L2,Excerpt2
1,Ge,3,Du,36
2,Ge,13,Ge,37
3,En,26,Ja,26
4,En,4,Ge,8
5,Du,21,Sp,26
6,En,29,It,24
7,Ta,22,Ge,14
8,It,4,Ja,48
9,Ja,38,Ta,40
10,Ge,48,Sp,30
11,En,19,Ja,4
12,Ge,17,Sp,42
13,Sp,8,Ta,24
14,Sp,6,Sp,29
15,En,10,En,31
16,Du,45,En,48
17,Ja,19,Du,16
18,En,9,Ge,11
19,En,8,Ja,30
20,En,3,It,16
21,It,37,Ta,34
22,Ja,40,Ge,45
23,Ge,10,Ge,33
24,Ja,7,Ta,36
25,It,34,Ta,30
26,Ta,18,En,46
27,Ja,36,It,26
28,En,39,Ge,26
29,Ta,10,Du,39
30,En,42,It,25
31,En,13,Ge,1
32,It,35,It,15
33,Ta,38,Ge,44
34,Ta,28,En,30
35,Ja,5,Ja,29
36,Ta,7,Sp,22
37,It,7,Sp,11
38,Ja,6,Du,5
39,Ge,38,Ja,42
40,Ta,2,Ta,6
41,Du,17,Ge,22
42,Du,10,Du,15
43,Du,19,Ge,20
44,Ta,19,Sp,18
45,It,39,Ta,31
46,Du,18,Sp,44
47,Sp,10,Sp,19
48,Ge,27,En,23
49,En,33,Ta,20
50,En,41,En,17
51,Sp,48,Ta,23
52,Ta,11,Ta,35
53,En,38,It,11
54,Ja,9,En,43
55,En,25,En,44
56,Sp,35,It,8
57,Du,28,Sp,20
58,Ja,12,It,1
59,Ja,44,Sp,28
60,Sp,5,Du,29
61,It,22,Sp,25
62,Ta,25,Ja,45
63,Ja,10,Sp,17
64,Ta,44,Ge,47
65,Du,30,It,33
66,Du,33,En,16
67,Sp,9,Ge,31
68,Du,7,Du,35
69,It,9,Ja,34
70,Ta,48,Ta,42
71,Ja,20,Ge,7
72,Sp,38,Ja,23
73,Du,25,Ta,27
74,Du,8,En,2
75,En,14,It,20
76,It,30,It,10
77,Ta,32,En,34
78,Du,44,Ta,46
79,Ge,41,Ge,23
80,Du,23,Ja,13
81,En,24,Ge,19
82,Sp,4,Ja,15
83,Sp,36,Ja,39
84,Ta,16,Ja,32
85,It,48,It,45
86,Du,37,Ja,22
87,Ta,9,Ta,47
88,Ja,2,Ge,9
89,Ge,40,Ta,26
90,Ge,5,Ta,29
91,Ja,28,Du,20
92,Du,38,Du,24
93,It,19,Ta,33
94,Du,12,Du,32
95,Ta,5,Ta,41
96,Ta,39,Ja,43
97,Sp,47,Ja,11
98,It,41,It,13
99,Ge,4,Du,34
100,Sp,3,Sp,7
101,Ja,18,Ja,17
102,It,38,Du,9
103,It,42,Ge,16
104,Ge,46,Sp,23
105,En,35,Sp,13
106,It,6,Ge,36
107,Ta,43,En,15
108,Du,47,Du,3
109,Ta,14,Ta,21
110,Du,43,Ge,34
111,Ja,24,Ja,46
112,It,2,Sp,41
113,Du,11,Ge,28
114,Ge,32,Ge,29
115,Ja,21,It,23
116,Sp,12,Sp,21
117,It,43,Du,41
118,Sp,37,Sp,2
119,Du,2,Ta,15
120,En,22,Du,31
121,Du,42,Du,13
122,Sp,45,Ge,43
123,En,32,En,6
124,Du,26,Ja,3
125,Ge,30,Ja,31
126,Ta,37,Ja,41
127,En,5,En,45
128,Ge,15,It,17
129,It,46,Ta,1
130,Du,40,En,20
131,Ja,1,Ja,14
132,Sp,1,Du,1
133,Sp,40,Sp,24
134,Ge,24,Ta,3
135,Ge,12,Ge,35
136,Du,6,Sp,46
137,En,37,Sp,32
138,Sp,16,Ta,45
139,En,36,En,28
140,It,27,Ja,35
141,Ja,47,Ja,8
142,Sp,14,En,47
143,Du,46,Ta,13
144,Ta,17,En,7
145,It,12,Sp,31
146,Sp,27,Ge,6
147,Du,22,En,12
148,Ge,42,Ge,21
149,Du,14,It,29
150,It,18,Ta,8
151,It,28,It,14
152,En,27,Sp,39
153,Ge,18,Ja,27
154,Du,4,It,3
155,Sp,33,En,40
156,Ta,12,Du,27
157,It,5,Ge,39
158,It,21,Ge,25
159,Ta,4,Sp,15
160,En,18,It,44
161,En,21,Ja,33
162,Ge,2,It,40
163,Ja,25,Ja,37
164,It,31,Sp,43
165,En,1,Ja,16
166,En,11,Sp,34
167,It,32,It,36
168,It,47,Du,48
