Order,L1,Excerpt1,L2,Excerpt2
1,Sp,30,Sp,8
2,En,8,Ge,3
3,Ta,36,Ja,37
4,Ge,27,Ge,11
5,Du,32,Sp,13
6,It,3,Ja,34
7,Sp,41,Ja,22
8,Ta,2,Sp,37
9,En,39,Ja,40
10,Sp,7,Sp,28
11,Ja,7,Ta,43
12,En,44,Ge,22
13,Du,6,Du,31
14,It,22,Du,15
15,Ta,32,Ta,5
16,En,36,Du,24
17,Ja,26,Ja,29
18,En,37,Ja,11
19,It,14,Ja,24
20,Ta,24,En,21
21,Ja,28,It,39
22,Ja,44,Sp,38
23,En,19,En,17
24,Ta,16,Sp,11
25,It,43,En,6
26,It,6,It,20
27,Sp,26,En,28
28,Du,28,En,20
29,Ta,18,Ta,10
30,Ge,40,Sp,48
31,En,11,Sp,12
32,Ge,15,Ge,21
33,Ta,44,Sp,31
34,Sp,42,It,10
35,Ja,3,Ge,7
36,Du,33,Ge,45
37,Ge,34,Ge,8
38,Sp,47,Du,16
39,Ge,30,Du,17
40,Sp,10,Du,25
41,Ja,33,Ja,21
42,Ja,18,Ge,17
43,Ge,46,Ge,44
44,Ja,17,Ja,15
45,Ta,13,Sp,29
46,Ge,9,En,47
47,Ge,13,Ja,35
48,It,36,En,2
49,It,30,It,13
50,Ja,16,Ja,25
51,Du,9,Du,38
52,Sp,25,Ja,4
53,Ta,31,Du,36
54,Ta,26,Ge,10
55,Du,41,Ge,33
56,Ta,47,En,35
57,Ge,20,Ge,23
58,Ja,20,En,14
59,Du,10,Du,47
60,Du,26,Ja,47
61,En,41,It,9
62,Du,23,Ta,9
63,Sp,3,Du,27
64,Ta,25,Ta,42
65,It,32,Du,12
66,Du,7,En,26
67,Ta,4,Ta,28
68,Sp,9,Ta,20
69,En,22,Ta,14
70,Du,43,It,18
71,En,33,En,30
72,Du,13,En,34
73,Du,8,Ja,27
74,Sp,35,En,12
75,Ge,1,Ta,11
76,It,28,Ge,28
77,Ta,33,En,48
78,Sp,1,It,2
79,Ge,38,Sp,16
80,It,26,It,21
81,Ta,27,It,41
82,Ge,2,Ja,42
83,Ge,47,Ta,3
84,Ja,39,It,37
85,Du,14,Du,44
86,Ta,1,Ja,9
87,Ja,31,Du,45
88,En,13,Ta,12
89,En,4,En,27
90,It,7,Du,30
91,En,38,Du,19
92,Du,2,Ta,30
93,Ge,14,En,18
94,Du,40,Ja,41
95,Du,35,Ta,41
96,It,11,Ge,16
97,Ge,31,Ta,19
98,It,16,It,38
99,Sp,24,Sp,44
100,Du,4,Ta,37
101,Ja,2,En,43
102,It,46,Ge,25
103,Du,42,Ge,12
104,Ta,7,Ja,48
105,Sp,39,Ja,19
106,En,5,En,42
107,Ta,45,Ta,15
108,Ta,29,Ta,17
109,Du,20,Sp,4
110,En,7,Ge,19
111,Du,3,Du,22
112,Ja,43,Du,46
113,Ja,32,Ta,21
114,It,42,It,15
115,Sp,17,Ja,13
116,Sp,20,It,47
117,Sp,46,Ge,6
118,It,44,Du,34
119,En,25,It,40
120,It,19,Sp,6
121,Ge,37,Ge,35
122,Sp,23,It,1
123,En,15,Sp,5
124,Ja,5,Ge,4
125,It,35,Ge,42
126,Ja,45,Ja,1
127,Du,21,Du,18
128,Sp,14,Sp,15
129,It,24,Ge,48
130,Ja,38,Ja,36
131,It,48,En,29
132,En,1,Ja,6
133,It,25,Ta,34
134,Ta,38,Ja,23
135,En,45,En,16
136,Ta,46,Ge,32
137,En,46,Ta,40
138,It,12,Ja,14
139,Sp,27,Sp,21
140,Ge,24,Ja,12
141,Sp,19,Ge,5
142,Sp,43,En,9
143,En,31,En,40
144,It,34,Sp,34
145,Ta,35,It,33
146,En,23,It,8
147,Sp,32,Sp,45
148,Ja,8,Du,37
149,Sp,22,Ja,30
150,Du,29,Sp,40
151,Ta,39,Du,5
152,Ge,29,Du,11
153,En,32,Ja,10
154,It,27,It,23
155,Sp,36,En,24
156,Ta,23,It,29
157,Ge,39,It,45
158,Ge,41,En,3
159,En,10,Du,39
160,Ge,26,Sp,18
161,It,5,Ja,46
162,Ta,8,Sp,2
163,Ta,6,Ge,36
164,Du,1,Ge,18
165,It,17,Ta,22
166,Sp,33,Ge,43
167,Ta,48,It,31
168,Du,48,It,4
