Order,L1,Excerpt1,L2,Excerpt2
1,Ta,6,Ta,17
2,Du,32,En,48
3,Sp,19,Sp,31
4,En,28,En,1
5,Du,28,Ja,38
6,It,37,Sp,7
7,Ja,35,Sp,21
8,En,36,Ta,5
9,It,13,Sp,42
10,Du,34,Du,1
11,Du,16,Sp,35
12,En,7,Ge,45
13,En,39,Du,45
14,It,26,It,27
15,Ge,32,Ge,9
16,Ja,42,It,4
17,Du,23,Sp,16
18,Ge,7,Ge,1
19,Ja,11,Ja,3
20,Du,31,Ja,2
21,Ge,23,Ja,15
22,Du,39,Sp,9
23,Du,37,Sp,13
24,En,8,Ge,25
25,Ta,12,Ja,13
26,Ja,16,Du,6
27,En,23,En,47
28,Ja,29,It,15
29,En,5,It,5
30,Ta,35,Ta,30
31,It,47,Ja,7
32,Ja,10,Ja,6
33,It,1,Du,12
34,Sp,12,Sp,2
35,Du,5,Ta,33
36,Ja,40,Sp,25
37,Ta,13,It,29
38,Ge,43,Sp,22
39,En,20,Ta,8
40,Ja,44,Sp,44
41,En,21,Sp,11
42,En,13,It,44
43,Sp,37,En,6
44,Ge,42,Ge,14
45,Ge,36,Du,36
46,It,48,Ja,9
47,Ge,30,Du,46
48,Ja,41,En,4
49,Ge,10,Ja,17
50,It,25,Du,18
51,Ta,38,En,19
52,Ge,31,En,10
53,Sp,6,It,19
54,Du,35,En,43
55,It,17,Ta,34
56,Du,10,Sp,33
57,Ja,45,Ja,46
58,En,33,Sp,28
59,En,35,En,41
60,Ge,26,Ja,32
61,Ta,18,Sp,8
62,En,12,Ja,19
63,Ge,47,Ja,43
64,Ge,16,En,2
65,En,14,Ge,37
66,It,8,Ta,26
67,Ta,29,Ta,14
68,En,37,Sp,24
69,Du,13,It,35
70,Sp,30,It,33
71,Ja,24,It,41
72,Sp,45,Ta,10
73,Ge,15,Ta,45
74,It,3,Ta,22
75,Du,19,Du,41
76,It,9,It,42
77,Du,3,Du,48
78,Sp,17,En,22
79,En,29,En,38
80,Du,30,Ta,2
81,Du,40,Du,20
82,Du,42,Ge,11
83,It,34,Ja,26
84,Ge,13,It,12
85,It,20,Ta,24
86,Sp,32,Ja,33
87,Ge,17,Sp,47
88,En,17,Ja,1
89,Ja,23,Ja,21
90,Ge,48,It,24
91,Ta,46,Ge,33
92,It,16,En,11
93,En,16,Ta,36
94,It,11,It,6
95,Ge,34,Du,29
96,Sp,40,Sp,3
97,Ge,40,En,18
98,En,32,En,31
99,Ja,34,Ta,4
100,Sp,23,Ja,14
101,It,2,En,15
102,It,45,Du,4
103,Ta,37,Ta,3
104,Ge,21,Du,22
105,It,23,It,14
106,En,24,Ja,28
107,Ja,5,Du,14
108,Ta,27,Du,27
109,Ta,9,Sp,36
110,Ge,28,Ge,8
111,Ja,25,Ge,29
112,Ja,20,Ta,7
113,Ta,39,Sp,27
114,Ge,12,Du,26
115,Du,9,Du,21
116,Du,33,It,21
117,Ge,39,Ge,24
118,Sp,43,Du,15
119,It,18,Sp,41
120,En,30,Du,11
121,En,44,Ta,16
122,It,28,It,32
123,Ja,22,Du,47
124,Ge,6,Ta,31
125,It,31,Du,2
126,Ja,31,Du,43
127,Ge,27,Ge,18
128,Du,7,Du,25
129,Sp,1,Ta,15
130,Ta,1,Du,8
131,En,27,Sp,14
132,En,26,Ja,12
133,Ge,22,Sp,38
134,Ge,5,Sp,34
135,En,25,Ja,4
136,Ta,48,Sp,46
137,Ta,32,Du,44
138,Sp,26,It,10
139,Ta,23,Ge,38
140,Ge,3,It,43
141,Ja,37,Ja,48
142,Ge,46,Ja,39
143,Ta,41,Ta,47
144,Ta,42,Ge,35
145,It,38,En,46
146,Du,17,Ta,28
147,It,39,Ge,20
148,Ja,27,Sp,29
149,Ta,25,Ja,30
150,Sp,48,Sp,4
151,It,36,Ge,4
152,En,42,Ta,19
153,It,7,En,45
154,En,40,Du,38
155,Ta,44,Ta,43
156,Ge,2,Sp,39
157,It,40,It,46
158,Sp,5,Sp,20
159,Ja,18,Ta,11
160,Ge,44,Ta,40
161,Ja,8,Ta,21
162,Sp,10,Sp,15
163,It,22,Ge,19
164,En,9,Du,24
165,Ta,20,It,30
166,En,3,En,34
167,Ge,41,Sp,18
168,Ja,36,Ja,47
