Order,L1,Excerpt1,L2,Excerpt2
1,Ge,1,Ja,45
2,Ge,10,Sp,38
3,Ge,31,Ta,19
4,It,31,Ta,36
5,Ta,31,Ta,46
6,Sp,30,Du,27
7,Ge,43,Ge,35
8,Ge,22,En,3
9,It,48,Sp,16
10,Ja,47,En,25
11,Du,42,Du,33
12,It,32,En,29
13,It,10,Ja,24
14,Sp,9,Ge,2
15,Sp,12,Ja,14
16,Ge,34,Ge,30
17,En,30,Sp,46
18,Du,48,Du,44
19,Du,2,En,46
20,Du,16,Ja,4
21,Sp,15,Sp,22
22,Ta,24,Sp,34
23,En,34,En,15
24,Ta,44,Ja,46
25,Sp,13,Ja,30
26,Ta,37,Ja,33
27,Ge,3,Ge,17
28,It,38,Ge,15
29,Ge,16,Ja,32
30,It,47,Du,37
31,Ge,25,It,30
32,En,14,Sp,35
33,Ta,1,Ta,30
34,It,43,It,6
35,It,21,It,12
36,Ta,3,Ta,34
37,It,4,Ta,14
38,Du,36,Sp,39
39,Ja,29,Ja,16
40,Ta,43,Ge,39
41,Ta,6,Ja,17
42,Sp,44,Ge,21
43,Ta,9,It,8
44,It,46,It,37
45,En,1,Sp,14
46,Ja,27,Sp,2
47,Ta,41,En,18
48,Ge,23,En,39
49,Du,21,Ta,33
50,Ja,44,Du,7
51,Sp,17,Du,12
52,It,17,Sp,47
53,Ta,21,Ta,4
54,Ta,38,Sp,41
55,Du,11,Ta,42
56,Du,23,It,34
57,Ja,12,Ja,18
58,Ge,19,Ja,26
59,Ge,24,It,45
60,Du,20,En,23
61,Ja,7,It,9
62,Ja,13,Ja,6
63,It,16,En,36
64,Du,1,Du,17
65,En,11,It,36
66,Sp,3,Sp,31
67,Ja,21,Du,41
68,Sp,10,Ta,8
69,Ta,10,Ta,35
70,Ja,22,Ta,45
71,Sp,28,Du,24
72,Du,45,It,3
73,En,17,Ge,37
74,Sp,48,It,26
75,Du,4,Sp,32
76,Ge,11,Du,28
77,Ge,36,Du,13
78,En,27,Ja,37
79,Ta,32,Ja,41
80,Ja,25,It,13
81,It,5,Ta,39
82,Du,35,En,22
83,En,24,En,16
84,En,31,En,32
85,It,35,Ja,9
86,Sp,4,En,48
87,Ta,5,En,44
88,Sp,8,Ta,15
89,It,23,Du,19
90,Ja,5,Ja,39
91,It,25,Sp,6
92,Du,43,En,4
93,It,29,Du,9
94,Ta,29,Du,14
95,En,10,Ge,27
96,Ge,48,Du,47
97,It,14,Sp,33
98,Ja,28,Sp,42
99,En,33,It,42
100,Ge,32,Ja,48
101,Sp,7,Sp,20
102,Ja,8,En,26
103,Sp,40,Sp,24
104,Ta,17,En,2
105,Ge,14,Du,40
106,Sp,25,Ja,23
107,It,7,Ge,29
108,En,13,Du,3
109,Du,5,Ja,20
110,En,37,En,40
111,Du,22,Du,15
112,Ge,13,It,33
113,It,18,It,19
114,Ge,40,En,5
115,Ge,26,Sp,18
116,It,2,Ta,23
117,Ge,6,Ta,12
118,Ja,3,It,41
119,Ta,27,Ge,18
120,Ge,42,Ge,45
121,Ta,2,Ja,15
122,Ja,42,Sp,21
123,En,41,Sp,5
124,Du,10,Ta,7
125,Ja,35,Ge,41
126,It,22,Sp,26
127,Ge,38,Ge,9
128,It,15,It,1
129,Sp,45,Sp,23
130,Sp,19,Ge,33
131,Du,32,Ta,40
132,Ta,16,En,8
133,Ge,20,It,44
134,Ge,28,Ja,10
135,Ta,26,Ge,4
136,Du,8,It,20
137,Sp,27,Ge,5
138,Sp,43,Sp,36
139,Du,6,Ge,7
140,En,38,It,39
141,Ta,11,Ge,8
142,Sp,37,Du,25
143,En,6,Ta,28
144,Ge,12,Ge,46
145,En,42,En,9
146,Ta,20,Du,29
147,It,28,Ja,40
148,It,24,It,27
149,En,35,En,20
150,Ja,31,En,28
151,Ta,13,Sp,1
152,Du,38,Ja,34
153,Sp,29,En,43
154,It,40,Ta,48
155,En,47,Ja,38
156,Du,18,Du,30
157,Ja,11,Ja,36
158,Du,46,Ja,2
159,Du,34,Du,39
160,En,21,It,11
161,Ja,1,Ja,19
162,Du,26,Ge,47
163,Ta,47,Ta,18
164,Ta,25,En,45
165,En,19,Ge,44
166,Ta,22,Sp,11
167,En,12,Du,31
168,En,7,Ja,43
