Order,L1,Excerpt1,L2,Excerpt2
1,Sp,45,Ja,43
2,Du,36,Ge,41
3,Sp,28,It,23
4,Sp,46,Sp,43
5,Ta,18,Ge,6
6,Ge,31,Ja,21
7,Du,21,Ja,47
8,Ja,45,It,16
9,Ge,5,Ge,23
10,Sp,32,Sp,36
11,En,23,En,45
12,En,10,Ta,2
13,Sp,2,Sp,38
14,It,9,Ta,34
15,Ja,42,It,25
16,It,24,Du,20
17,Ta,39,Sp,10
18,En,14,En,16
19,It,47,It,20
20,It,8,Sp,37
21,Ge,47,It,28
22,Du,7,Ja,4
23,Du,10,Ja,28
24,Sp,33,Ja,36
25,It,45,It,35
26,Sp,7,Sp,6
27,Ja,30,Ja,26
28,Du,33,Sp,21
29,Du,34,Ge,22
30,Du,26,Ta,11
31,En,38,Sp,11
32,Ta,3,Ta,7
33,En,1,Du,47
34,Ge,19,It,32
35,Ja,14,Ta,5
36,En,29,En,32
37,Sp,31,Ge,45
38,En,26,Sp,27
39,It,36,En,44
40,Ta,10,Sp,39
41,Du,12,Sp,47
42,Du,17,Du,5
43,Ge,3,Ta,8
44,Ta,46,Ta,12
45,It,11,Ta,27
46,Ja,20,En,37
47,Ge,33,Ta,24
48,Sp,16,En,13
49,It,27,Ja,44
50,Ja,25,Ja,37
51,Ge,43,Ge,16
52,Ta,13,It,19
53,En,40,Ta,29
54,Ge,37,Sp,30
55,En,34,En,48
56,Du,46,Du,1
57,Ge,18,Ge,14
58,Ta,40,Ta,30
59,Du,45,It,4
60,Du,41,Ta,19
61,Du,25,Du,43
62,Ge,7,Sp,26
63,Ta,37,En,47
64,Sp,29,En,42
65,Ja,2,Ge,15
66,Ja,40,Sp,15
67,Ge,11,Sp,24
68,Ge,20,Ta,35
69,Sp,35,Ja,22
70,Sp,20,Ja,24
71,It,15,It,18
72,Ta,36,Ge,44
73,Ja,19,Ge,24
74,Ja,46,Du,37
75,Ja,7,En,46
76,Sp,22,Ge,46
77,Ge,29,Ge,34
78,It,40,It,33
79,Ja,9,Ge,30
80,It,21,Sp,34
81,Ja,34,Ta,31
82,Ge,4,Du,48
83,Du,32,Ta,45
84,Ge,9,It,48
85,Du,4,Ta,44
86,Sp,25,Sp,4
87,Ta,41,It,43
88,Du,15,Ge,12
89,Ja,1,En,20
90,It,7,Sp,42
91,It,34,It,14
92,Du,19,Du,28
93,It,42,En,17
94,It,12,Sp,41
95,Ge,26,It,10
96,Du,40,Du,30
97,Ta,43,Sp,19
98,Du,27,It,26
99,En,21,Ge,48
100,Du,24,It,41
101,Du,14,Sp,23
102,Ta,38,Ta,14
103,Sp,44,Ge,38
104,En,6,It,38
105,En,3,Ge,42
106,En,18,En,2
107,Ja,27,Ta,33
108,Du,13,Ja,3
109,Ta,23,Ta,26
110,En,41,Ta,22
111,It,5,Ta,17
112,Ja,32,It,22
113,Ta,1,It,17
114,Ge,32,En,19
115,En,8,It,6
116,En,9,Ja,10
117,Ge,28,Ja,15
118,Sp,18,It,30
119,Ta,25,Ge,36
120,En,22,It,39
121,It,1,Du,38
122,Sp,5,Sp,12
123,Sp,14,Ta,15
124,Ge,21,Ge,13
125,Du,16,En,39
126,Ta,42,Du,44
127,Ja,31,En,12
128,Du,23,Du,18
129,Du,11,Sp,48
130,En,27,It,29
131,Du,9,Sp,1
132,Sp,3,Ja,12
133,Ge,8,Ge,2
134,It,44,Ja,38
135,En,24,Ta,47
136,Du,3,En,15
137,It,31,It,37
138,Du,29,Ta,6
139,En,7,Sp,40
140,En,43,Ge,27
141,En,4,Ge,10
142,Ja,13,Ja,17
143,Ja,5,Ta,21
144,Sp,13,Ta,4
145,Ge,40,Du,8
146,En,33,Ja,35
147,En,35,Ta,9
148,Du,6,En,36
149,Du,42,Sp,8
150,En,30,Du,22
151,Ja,16,Ta,32
152,En,11,Du,31
153,It,46,Ge,25
154,Sp,17,Ta,48
155,It,13,Ge,17
156,Ta,16,Ja,48
157,Du,39,Ge,39
158,En,25,En,31
159,Ja,41,Ja,11
160,Ta,28,Ta,20
161,Sp,9,En,28
162,Ja,23,It,3
163,En,5,Ge,1
164,Ja,39,Du,2
165,Ja,29,Ja,18
166,Ja,8,Ja,33
167,It,2,Du,35
168,Ge,35,Ja,6
