Order,L1,Excerpt1,L2,Excerpt2
1,It,30,Sp,31
2,Ge,36,Du,47
3,Ge,19,Sp,7
4,Ta,41,Ta,33
5,Du,12,Du,5
6,Du,6,Ja,24
7,Du,28,Ge,24
8,Sp,38,Ja,26
9,Ge,28,It,4
10,Ge,32,Ja,27
11,En,27,Ge,9
12,En,1,Ja,42
13,Du,36,Ta,16
14,Ta,27,Ja,20
15,Sp,19,Sp,33
16,Ge,5,Ge,42
17,Ja,15,It,23
18,En,23,It,22
19,Ja,12,Sp,20
20,Du,13,Sp,42
21,Du,41,Du,7
22,Ja,44,Ja,43
23,Ja,8,Ge,41
24,Ja,4,Ta,47
25,En,16,Ge,39
26,En,32,Sp,2
27,It,20,Ta,1
28,Ta,10,Ta,28
29,Ge,16,Sp,24
30,Ja,33,En,14
31,Ta,4,Du,9
32,It,5,It,7
33,Ta,44,En,35
34,Ja,2,En,19
35,Ge,15,Du,44
36,Ta,31,Du,40
37,Sp,27,Sp,16
38,Ta,32,En,15
39,Ja,21,Ta,40
40,It,1,Ge,35
41,It,9,En,31
42,Ta,21,Ta,37
43,Sp,46,It,13
44,Du,18,It,36
45,Du,20,Ja,38
46,Ge,43,Ja,36
47,It,33,Du,10
48,En,47,Sp,45
49,Sp,39,Sp,23
50,Ta,14,Ta,15
51,En,48,Ge,8
52,En,24,Ge,4
53,Du,23,Ge,10
54,It,10,Du,14
55,Ja,3,It,2
56,It,44,Ta,42
57,Sp,13,Ta,7
58,Du,34,Sp,26
59,Ja,25,En,3
60,Ge,21,Ta,9
61,Ta,20,Sp,15
62,Ja,19,It,45
63,It,11,En,20
64,Ta,46,Ge,29
65,It,12,Ge,37
66,En,7,Du,43
67,Ge,30,Du,33
68,Ge,18,Ge,31
69,Ta,18,Ja,47
70,Ja,16,Ge,13
71,Sp,36,Du,21
72,Du,39,It,15
73,Ta,30,En,43
74,Ta,34,Ta,38
75,Du,24,Du,31
76,Ge,17,Ta,45
77,Sp,9,It,27
78,Ta,11,Ge,25
79,Ja,48,It,43
80,It,18,It,6
81,It,3,Du,32
82,Ge,40,Ta,48
83,It,40,Ge,23
84,It,38,It,37
85,En,29,Du,15
86,It,32,Ja,6
87,En,6,En,39
88,En,30,Du,19
89,Ge,47,Ge,33
90,Ge,6,En,9
91,Sp,5,Ta,23
92,En,21,Ta,2
93,Ta,24,Sp,17
94,It,47,En,18
95,Ge,11,It,14
96,It,21,It,42
97,Ta,3,En,8
98,Sp,21,It,25
99,It,35,It,48
100,Ge,12,Sp,6
101,En,41,En,46
102,Ge,14,Ge,38
103,Ge,7,Ge,3
104,Sp,28,Ja,31
105,Du,16,Ta,36
106,It,41,Ja,1
107,Ja,30,Ja,9
108,En,26,Sp,41
109,Ja,13,Ja,10
110,Sp,43,Ge,20
111,En,2,Sp,1
112,Sp,47,En,13
113,Ge,2,En,42
114,It,19,It,26
115,Ge,48,Ja,14
116,Du,37,En,4
117,Sp,14,Du,45
118,Du,27,Du,22
119,Sp,35,Sp,44
120,Sp,11,Sp,29
121,Ta,5,It,29
122,Sp,8,Du,11
123,En,38,En,17
124,Du,4,En,44
125,En,5,En,12
126,Ja,39,Sp,30
127,Ja,35,Ta,39
128,Ta,26,Sp,18
129,Sp,40,Ja,22
130,Ja,29,Ja,32
131,It,39,Sp,32
132,Ta,29,It,34
133,Du,8,Du,1
134,Sp,25,En,10
135,Sp,10,Du,17
136,Sp,4,Ge,46
137,Ta,12,Ta,19
138,Ta,13,Du,3
139,Sp,3,Ja,5
140,Du,2,Du,46
141,Ta,8,En,25
142,En,45,It,24
143,Sp,37,It,28
144,Ja,41,En,36
145,Ja,40,Ja,46
146,En,28,Du,48
147,Sp,22,Ta,35
148,Ge,45,Du,29
149,Ge,27,Sp,34
150,En,11,En,33
151,En,37,It,31
152,Sp,48,Sp,12
153,Ge,1,Ge,44
154,Ja,23,Du,25
155,Ja,11,Ja,34
156,It,16,Ta,22
157,Du,42,It,46
158,It,8,Ta,6
159,Ja,17,Du,35
160,En,34,En,40
161,Du,26,Ta,25
162,Ja,45,En,22
163,Ta,17,Ja,28
164,Du,30,Ja,18
165,It,17,Ge,22
166,Ja,37,Ge,34
167,Ta,43,Ge,26
168,Ja,7,Du,38
