Order,L1,Excerpt1,L2,Excerpt2
1,Du,39,Ja,10
2,Ge,47,Ge,18
3,En,39,Ja,32
4,It,9,En,23
5,Sp,1,En,8
6,Sp,4,It,37
7,Ge,11,Ge,29
8,Ta,3,Ge,8
9,Ta,9,En,25
10,Du,28,Du,23
11,Ja,26,Ge,19
12,Ge,12,En,46
13,En,38,Ta,31
14,Sp,22,Sp,30
15,It,5,It,14
16,It,33,Du,45
17,Ge,38,En,47
18,Ja,24,En,35
19,Ta,15,It,11
20,Ge,21,Ge,15
21,Sp,14,Ta,20
22,It,35,Du,25
23,Ge,40,Ge,28
24,Du,21,Du,17
25,En,24,Du,3
26,Ja,37,Sp,48
27,Sp,8,Du,36
28,Du,8,Ta,7
29,Ta,48,Ta,14
30,Sp,47,Ge,35
31,It,6,Sp,28
32,Ge,9,Ta,29
33,It,1,Ge,13
34,En,36,Ja,25
35,Ja,3,Ja,15
36,Ge,33,Sp,36
37,En,10,Du,31
38,It,45,Ge,17
39,Ja,18,It,24
40,Ja,40,Ja,47
41,It,16,It,34
42,Du,37,Du,29
43,Ja,4,Ge,5
44,En,42,En,45
45,Ge,42,It,28
46,Ja,34,Ja,28
47,Ge,4,Sp,37
48,It,7,Du,33
49,Sp,13,Sp,39
50,Sp,46,En,7
51,Du,4,Ta,40
52,It,21,Du,41
53,It,25,Ta,43
54,Du,20,Ge,20
55,En,2,It,36
56,En,19,Ta,44
57,Ta,12,Ja,9
58,Ta,35,It,3
59,Ja,41,Du,10
60,Du,34,It,41
61,Du,11,En,32
62,Ta,46,Ge,14
63,Ja,42,Sp,5
64,It,31,En,9
65,Ta,27,Sp,33
66,Ge,31,Sp,25
67,Du,30,Du,13
68,Ta,1,Du,15
69,It,26,Ja,35
70,Ge,36,Ta,24
71,Sp,2,En,11
72,Sp,10,Sp,42
73,Ja,20,It,40
74,Sp,17,En,22
75,Ge,44,Ja,6
76,Ja,16,Ja,30
77,Du,40,En,43
78,En,30,It,17
79,Ge,46,En,40
80,Ta,45,Ja,14
81,It,46,It,39
82,Ta,25,Ja,36
83,It,4,En,3
84,Sp,34,Ta,16
85,Ja,21,Ge,41
86,Ta,39,Ta,10
87,Du,24,Ge,23
88,Sp,20,Ge,1
89,Ja,43,It,19
90,Ta,17,Ta,2
91,It,27,It,23
92,En,29,Ta,42
93,Ja,1,En,1
94,Du,44,Ge,7
95,Sp,43,Du,27
96,It,12,Sp,12
97,It,22,It,44
98,Du,7,Du,5
99,Ge,24,Ge,6
100,Du,16,Sp,26
101,Sp,18,It,43
102,En,44,Ja,46
103,Ta,26,It,30
104,Ge,48,En,4
105,Ja,29,It,38
106,Ta,6,Ta,8
107,Du,14,Ge,16
108,Ja,31,Sp,24
109,It,42,It,48
110,Ta,38,Ja,45
111,Ta,4,Du,35
112,Ja,5,Ge,32
113,En,28,Ta,19
114,Ja,23,Ja,27
115,Sp,29,Ge,39
116,Ta,11,Ta,21
117,It,32,Ta,33
118,En,17,Du,32
119,Ta,23,Du,9
120,En,20,Sp,9
121,Ja,8,Du,2
122,Sp,45,It,18
123,Ta,32,En,16
124,En,27,En,13
125,Du,48,Ja,19
126,Du,46,Du,22
127,Ta,28,Ja,38
128,Ta,30,Ta,36
129,Sp,11,Ja,17
130,Ta,22,Sp,38
131,It,13,Ge,26
132,En,34,Du,6
133,En,15,En,18
134,Ja,2,Ta,5
135,Sp,27,Ta,34
136,Ge,45,Du,43
137,Sp,32,It,15
138,Sp,15,En,37
139,Du,19,Ta,47
140,Du,42,Sp,3
141,Ge,25,En,33
142,Ta,41,It,10
143,Sp,23,Sp,16
144,Ge,34,Ta,18
145,It,47,En,26
146,Sp,44,Ja,44
147,Ge,43,En,14
148,Ta,13,Ge,3
149,Ja,22,Sp,35
150,Ja,13,Ja,39
151,Ja,33,Ge,2
152,Sp,31,Ta,37
153,Ge,27,Ge,10
154,Sp,21,Sp,7
155,Sp,40,Du,47
156,Du,38,It,2
157,En,6,En,31
158,En,5,En,41
159,It,8,Ge,37
160,En,21,En,12
161,Ja,7,En,48
162,It,20,Ge,22
163,Sp,41,Du,12
164,Ja,11,Du,26
165,Du,1,Ja,48
166,It,29,Ja,12
167,Ge,30,Du,18
168,Sp,19,Sp,6
