Order,L1,Excerpt1,L2,Excerpt2
1,Ja,35,Ge,5
2,Sp,31,It,23
3,Sp,22,Ta,24
4,It,5,Sp,48
5,Ta,18,Ta,30
6,Sp,40,Sp,17
7,Ja,15,En,4
8,Sp,30,Sp,34
9,Ta,12,Ja,34
10,It,26,It,20
11,Ja,24,Du,43
12,Ta,37,Ge,12
13,Ja,48,Ge,42
14,Du,20,It,9
15,Ja,18,Sp,47
16,Ta,31,Ja,29
17,Du,47,Ja,8
18,En,45,En,9
19,It,31,It,13
20,En,20,En,44
21,Ja,39,Ja,9
22,Du,15,Du,4
23,Sp,36,Du,7
24,It,43,Ta,39
25,It,25,Ta,48
26,Ja,13,Ja,21
27,En,18,It,34
28,Du,48,It,44
29,Ja,7,Ge,22
30,Du,45,Du,24
31,It,32,Ta,41
32,En,26,Ja,45
33,Ta,6,En,10
34,Ge,19,Ge,43
35,Sp,10,Ta,10
36,Ge,41,Ge,44
37,Ge,35,Ta,17
38,Du,34,Du,46
39,Sp,29,Sp,42
40,Du,18,En,32
41,Ja,40,Sp,13
42,Ge,47,En,16
43,Sp,20,Ja,25
44,En,17,Ta,34
45,Ja,46,It,6
46,Ge,45,Ge,26
47,Ta,13,Du,17
48,Du,39,Sp,38
49,Ja,1,Ja,11
50,Ta,23,Sp,7
51,Sp,41,En,46
52,Du,32,It,41
53,It,21,It,36
54,Ta,15,Du,37
55,Ja,38,It,7
56,It,46,Du,42
57,Ge,10,En,31
58,Ta,46,Ta,43
59,It,33,Ta,21
60,Sp,23,Sp,4
61,Ge,31,En,43
62,Ge,27,Ta,45
63,It,15,En,48
64,Du,28,Sp,5
65,Ta,14,En,41
66,En,24,En,13
67,Ge,3,Ge,6
68,It,1,It,22
69,Du,30,It,47
70,En,27,Du,31
71,It,17,Ja,28
72,Ta,2,Ta,33
73,Ge,37,Ge,25
74,Ge,24,Sp,12
75,Ge,39,It,3
76,Ja,36,It,8
77,Ja,26,Ta,29
78,Ta,1,It,42
79,En,6,It,19
80,Ja,14,It,35
81,Ja,33,Ja,12
82,Ge,4,Ta,44
83,It,12,Ge,1
84,En,36,Ja,44
85,Ge,36,It,48
86,Ja,32,Sp,44
87,Ta,3,Ta,25
88,It,45,Sp,2
89,Ja,37,Ge,46
90,Ge,23,Du,22
91,Ta,20,Ge,11
92,It,29,Sp,15
93,Du,10,Ja,31
94,En,47,Sp,25
95,Ja,19,It,18
96,Du,23,En,23
97,Sp,21,Ge,13
98,Du,19,Ge,14
99,It,24,Ta,40
100,It,16,It,37
101,Sp,24,Sp,19
102,Ge,18,Sp,37
103,Sp,28,En,21
104,Ge,17,Ge,33
105,Ta,16,Ja,42
106,Du,13,Ta,28
107,En,8,Sp,39
108,Sp,11,Ge,2
109,Du,41,Du,40
110,It,39,Ge,38
111,Ge,34,Ja,47
112,Du,3,Sp,1
113,En,7,Ja,20
114,Ge,40,En,14
115,Ja,5,Ja,23
116,Du,38,Du,21
117,Sp,6,Ge,28
118,Ja,41,En,15
119,Ta,5,Ge,7
120,Ja,3,Du,5
121,Ja,16,En,42
122,En,37,Ta,42
123,En,11,Du,33
124,Ge,32,Du,11
125,Ta,19,En,2
126,En,22,It,28
127,Sp,43,En,3
128,Ta,9,Sp,45
129,Du,2,Ta,4
130,Du,29,Ge,8
131,It,10,En,29
132,Ge,30,Sp,8
133,It,27,It,4
134,En,38,It,40
135,It,11,Ge,48
136,Ge,15,En,5
137,It,2,Du,9
138,En,40,Ge,21
139,Ta,22,Ta,7
140,Sp,32,Sp,16
141,Du,44,Ge,20
142,Ta,8,Ta,36
143,Du,6,En,35
144,En,34,En,19
145,Du,35,Ge,29
146,Du,25,Du,8
147,Ta,11,Du,12
148,En,33,En,12
149,Sp,18,Ja,17
150,Ta,32,Ja,22
151,Ta,26,En,28
152,Ja,10,Ge,9
153,Sp,3,Ta,27
154,Sp,27,Du,27
155,En,1,Sp,26
156,Du,36,En,25
157,Du,14,Sp,33
158,Ge,16,It,30
159,Ta,35,Sp,35
160,Du,26,Ta,38
161,En,39,En,30
162,Ta,47,Ja,43
163,Du,1,Ja,27
164,Ja,4,Du,16
165,It,14,Sp,46
166,Sp,9,It,38
167,Ja,2,Ja,30
168,Sp,14,Ja,6
