Order,L1,Excerpt1,L2,Excerpt2
1,It,46,En,12
2,Ta,4,Ta,44
3,Ja,31,Du,38
4,Ja,40,Sp,6
5,Ja,3,Ge,23
6,It,24,It,16
7,Ja,18,It,17
8,Ja,25,En,39
9,Du,1,Ta,9
10,It,36,It,27
11,Ge,16,Ge,3
12,It,8,En,22
13,Sp,17,Du,35
14,En,29,Ge,24
15,Ta,48,Ja,32
16,Ge,4,Sp,18
17,Ta,8,It,34
18,En,15,En,23
19,Sp,23,Ge,45
20,En,8,Du,37
21,Ge,33,En,3
22,Ta,20,Ge,19
23,Ja,13,Ge,39
24,It,22,Ta,17
25,Ge,26,It,15
26,It,1,Ge,40
27,Du,28,Sp,40
28,En,26,Ta,22
29,Sp,39,En,42
30,En,36,Du,3
31,Ge,6,Du,34
32,Ge,22,Ja,6
33,Sp,22,Sp,29
34,En,44,It,12
35,Ge,13,Ta,14
36,Ta,37,En,2
37,Ge,34,Ge,21
38,Ta,29,Ja,28
39,Ge,14,En,7
40,Ja,35,Ja,42
41,Ja,47,Ja,46
42,It,10,Ta,27
43,It,28,It,31
44,Sp,33,En,43
45,Ja,36,En,24
46,Sp,21,Sp,2
47,Ge,12,En,37
48,Ja,16,Ja,24
49,Du,4,Du,15
50,It,13,It,5
51,Ta,1,Du,5
52,It,48,Ta,32
53,En,18,En,14
54,It,35,Sp,44
55,Ge,27,Ge,37
56,Ge,46,Du,32
57,Ja,12,Ja,33
58,Sp,24,Ta,2
59,Ge,1,Du,43
60,Ta,28,Ge,28
61,Ja,22,It,3
62,Du,9,It,2
63,Ja,8,Sp,20
64,Ge,44,Ge,20
65,En,27,Du,33
66,Ta,40,Du,22
67,Du,41,It,29
68,Sp,43,Sp,11
69,Ta,33,Sp,48
70,Du,21,Du,10
71,Sp,34,Ta,35
72,En,35,Du,23
73,Sp,41,En,9
74,Sp,28,It,26
75,En,28,Du,48
76,Ta,38,En,48
77,Sp,26,Ta,10
78,Ta,30,Ta,42
79,Sp,35,It,37
80,Ta,25,Ja,23
81,It,7,Sp,5
82,It,38,Ja,10
83,Ja,38,Ja,4
84,En,10,It,44
85,It,39,Du,46
86,It,20,It,45
87,Sp,45,Ja,44
88,Ge,29,It,9
89,Ge,36,Ta,31
90,Ta,46,En,30
91,Sp,31,Du,16
92,Ja,37,En,41
93,Ge,32,Du,30
94,Ge,38,Ge,47
95,Du,39,Du,8
96,En,13,En,25
97,Sp,19,Sp,1
98,Ta,13,Sp,9
99,Du,26,Du,19
100,En,33,Ge,30
101,Ja,29,Ge,35
102,Sp,4,It,23
103,En,1,Ta,16
104,It,47,Du,20
105,Ja,17,Du,36
106,Ja,30,Ta,15
107,Sp,14,Sp,15
108,Ta,19,Ta,18
109,Du,47,Ta,3
110,Sp,46,En,34
111,Ge,15,Ja,11
112,En,47,Sp,7
113,Sp,30,Ta,24
114,Du,18,Sp,37
115,Ge,8,It,25
116,Ge,7,Du,45
117,Ta,47,It,14
118,Sp,32,It,19
119,Ta,34,Ja,39
120,Ja,15,Du,40
121,Sp,3,Sp,47
122,Ge,43,Sp,25
123,Sp,38,Ge,42
124,Ge,5,Ge,31
125,En,45,En,38
126,Ja,19,Ge,10
127,Sp,16,Ja,14
128,En,11,Ta,11
129,En,16,Ja,9
130,En,6,Ge,18
131,Du,12,Du,11
132,Ta,43,Du,6
133,Ge,48,Sp,42
134,Ta,5,Ta,45
135,Du,29,It,43
136,Ja,41,Du,25
137,It,18,It,6
138,Ja,34,It,40
139,It,32,Du,31
140,Du,27,Du,2
141,Du,44,Ja,7
142,It,4,Ta,23
143,Ge,11,It,33
144,Sp,27,Ge,41
145,Ta,7,Ta,6
146,En,5,Du,17
147,Du,14,Ta,36
148,En,4,En,31
149,Sp,12,Ja,45
150,En,21,En,20
151,It,11,Ja,43
152,Sp,36,Du,13
153,Du,7,Sp,8
154,Ja,21,Ja,20
155,En,32,It,21
156,Ta,26,Ge,2
157,Ja,48,Sp,13
158,Ja,27,En,19
159,Ta,21,Ta,41
160,Ge,25,It,30
161,Ta,12,Ge,17
162,Ja,5,Ta,39
163,Ja,1,It,42
164,Ge,9,Du,24
165,En,40,Sp,10
166,Ja,26,En,17
167,Du,42,Ja,2
168,En,46,It,41
