Order,L1,Excerpt1,L2,Excerpt2
1,En,18,Ja,2
2,Ja,14,Ta,7
3,Ta,45,Du,20
4,Ge,3,It,42
5,Sp,37,Du,36
6,Sp,2,Ja,4
7,Ta,6,Ta,21
8,Ja,32,Ge,38
9,Ta,46,Du,38
10,Sp,24,It,4
11,Ge,46,Du,48
12,It,41,Du,39
13,En,38,Sp,27
14,It,43,It,2
15,Ge,27,Ge,47
16,Du,1,Ja,28
17,Du,35,En,16
18,Ge,30,Ta,17
19,It,14,En,21
20,Sp,21,Sp,44
21,It,30,Ge,12
22,Ta,39,En,45
23,Ge,18,Sp,10
24,Du,15,Ja,47
25,It,47,It,26
26,Sp,29,En,20
27,Ta,5,Ge,23
28,En,9,Du,33
29,Ja,6,Ge,19
30,Du,42,Du,44
31,Ta,42,Sp,26
32,Sp,17,Sp,16
33,It,48,It,18
34,En,48,Ta,8
35,En,27,En,42
36,Ja,3,Ta,9
37,It,27,Sp,7
38,En,8,Ja,11
39,Du,34,Du,11
40,Du,29,Ja,18
41,En,32,Ge,6
42,Ta,29,Ja,37
43,It,6,It,44
44,It,13,Ja,41
45,En,36,It,24
46,Du,28,Ja,31
47,Sp,35,Sp,18
48,Ja,22,Ta,35
49,Sp,47,Du,45
50,Ja,5,Du,22
51,En,41,Ge,33
52,Du,31,Ta,40
53,Sp,5,Ja,13
54,Du,16,Ge,14
55,Du,13,It,5
56,Ta,26,Ta,47
57,Du,25,Ta,43
58,Sp,6,Du,47
59,En,11,It,9
60,Ta,18,It,8
61,En,30,Sp,31
62,It,39,Ja,1
63,Du,5,Du,26
64,Sp,46,Sp,42
65,Ge,43,Ge,7
66,En,14,Ta,16
67,Du,9,En,31
68,It,29,Ge,10
69,It,11,Ja,30
70,Du,2,Sp,43
71,Ta,44,En,44
72,Du,12,It,32
73,Du,37,It,21
74,En,39,Ge,44
75,En,26,Ja,35
76,Sp,33,It,17
77,Du,17,Sp,25
78,En,43,It,3
79,Ta,24,Ge,25
80,It,46,It,34
81,Ja,21,It,35
82,Du,14,Du,21
83,Ge,13,Ta,1
84,It,10,Ta,28
85,Ja,44,Ja,23
86,En,5,Du,6
87,Ge,1,Ge,39
88,Ge,41,Sp,4
89,Du,43,It,25
90,En,40,Sp,23
91,Ja,8,Ta,33
92,Ge,35,En,22
93,Ta,37,Ta,23
94,Ge,36,Sp,15
95,Du,40,Ge,15
96,Ta,12,Ge,4
97,It,45,Ta,30
98,Ja,20,Du,7
99,Ge,34,Sp,40
100,Ge,21,Sp,22
101,Ge,9,Ge,22
102,Ja,10,Sp,12
103,Sp,30,Ta,41
104,It,19,Du,24
105,Sp,19,Sp,9
106,Du,30,Ge,37
107,Du,23,Du,32
108,Ge,32,Ge,17
109,En,23,En,37
110,Sp,13,It,7
111,Ta,13,Ta,2
112,Ja,36,Sp,3
113,En,13,En,28
114,Ta,22,Ge,45
115,Du,46,Ta,4
116,Ta,25,Ta,34
117,Ge,48,En,47
118,Ja,27,Ge,29
119,It,15,It,38
120,Ge,42,It,22
121,Ja,34,Ja,42
122,Ja,12,Ge,26
123,Ge,8,Du,41
124,Ge,24,Ge,11
125,Ta,32,Sp,14
126,Ja,7,Ja,19
127,Ja,9,Sp,32
128,It,1,En,4
129,Ta,20,Ta,38
130,Ta,19,En,6
131,Ja,40,En,46
132,It,23,Sp,1
133,It,20,Ta,36
134,Sp,45,Ta,3
135,Ja,43,En,34
136,En,33,En,3
137,It,16,Ja,38
138,En,24,Sp,20
139,Ge,20,Du,8
140,Ja,46,Ja,25
141,En,25,En,2
142,En,29,Ge,16
143,It,37,Ja,24
144,Ta,15,It,12
145,Ta,31,Ja,16
146,Sp,48,Ta,48
147,Du,18,En,15
148,Sp,39,En,1
149,Ja,17,Sp,8
150,En,19,It,40
151,Ge,28,It,28
152,Ja,29,Ja,45
153,Du,27,Du,3
154,Ja,48,En,12
155,Ja,33,Ge,40
156,It,36,Ge,31
157,En,10,Ta,14
158,Sp,28,Sp,38
159,En,35,Du,19
160,Sp,34,Du,10
161,Du,4,Ta,11
162,It,33,Ta,27
163,Sp,11,Ta,10
164,Ja,26,Ja,15
165,Ja,39,Ge,5
166,Sp,41,Ge,2
167,Sp,36,It,31
168,En,17,En,7
