Order,L1,Excerpt1,L2,Excerpt2
1,Ta,47,Ta,1
2,Sp,31,Ge,12
3,Du,16,It,7
4,En,13,En,3
5,Du,45,It,27
6,Ja,26,Ja,13
7,Sp,40,Sp,35
8,It,39,Ja,32
9,Ge,45,En,45
10,Du,38,Ta,34
11,Ge,4,Ta,18
12,It,4,Ja,16
13,Du,32,En,38
14,Ge,1,Ja,14
15,Du,30,Ge,23
16,Sp,10,Ja,38
17,En,4,Ge,30
18,Sp,16,Ge,43
19,Sp,45,Ta,31
20,Du,31,Du,48
21,It,2,It,12
22,En,31,Du,12
23,Ge,35,En,26
24,Ge,24,Ge,16
25,It,43,Ge,36
26,Sp,4,Ja,24
27,Ta,24,Ge,15
28,En,11,It,22
29,Ja,40,Ge,17
30,It,19,Du,42
31,Ja,31,Du,7
32,Sp,22,Ja,18
33,Ge,40,En,27
34,Ge,33,Ge,32
35,Ge,37,Ja,17
36,Ja,43,Sp,43
37,Ge,47,Ge,21
38,It,33,It,18
39,En,40,Ta,7
40,En,16,Du,36
41,Ta,37,Ta,33
42,Ta,5,Du,27
43,Ta,39,Ge,39
44,Sp,48,Sp,38
45,En,36,En,37
46,Du,19,Du,15
47,Ge,20,Ge,14
48,Sp,25,Ge,11
49,Sp,29,It,29
50,It,31,It,23
51,Sp,7,Sp,9
52,Ta,46,En,10
53,Ja,5,Ge,27
54,Ge,44,Sp,12
55,Ja,37,Ta,21
56,Ge,3,Sp,44
57,Ge,19,En,23
58,Ta,10,Ta,3
59,It,15,Sp,2
60,Ge,2,It,32
61,Ja,25,Ja,19
62,Ge,25,Du,24
63,En,2,Sp,19
64,Ta,17,Sp,42
65,Ja,22,Ja,20
66,En,28,Ta,9
67,En,20,En,41
68,Ta,16,Sp,18
69,Ta,11,Du,46
70,En,22,Sp,24
71,It,45,En,33
72,Du,5,Du,8
73,Sp,39,Du,25
74,Du,28,Sp,14
75,Ta,12,Ja,41
76,Ta,20,Ta,19
77,Ja,3,Ge,6
78,Ja,7,Ja,28
79,Sp,5,Sp,21
80,Ta,15,Du,13
81,Ge,29,Ge,8
82,Du,44,En,48
83,Ja,11,It,48
84,Du,17,Du,23
85,It,14,En,39
86,Ge,5,Du,39
87,Ta,13,Sp,1
88,Ja,4,Sp,36
89,It,42,Ja,36
90,It,6,Ge,48
91,En,19,En,43
92,En,5,Sp,23
93,It,26,Ta,2
94,Ta,36,It,17
95,Ja,1,En,14
96,It,28,It,10
97,En,17,It,38
98,Sp,33,It,25
99,Sp,32,En,21
100,Ge,46,It,16
101,Ja,12,Sp,34
102,Ja,39,En,24
103,Du,3,Ja,29
104,Sp,27,En,44
105,Ta,30,Du,22
106,Ja,46,Ja,42
107,En,29,It,41
108,Sp,6,En,9
109,Ja,33,Ja,9
110,It,1,Ta,48
111,Ge,10,Ta,6
112,Du,20,En,18
113,Du,35,Ja,35
114,En,35,En,30
115,Du,14,En,42
116,Du,43,Ta,27
117,En,1,Ja,6
118,It,5,It,9
119,Ja,15,Du,41
120,It,37,It,21
121,Du,29,Du,2
122,It,34,Ta,44
123,En,25,Ta,32
124,Ge,28,Du,37
125,En,46,It,46
126,Ta,4,Ja,34
127,Du,6,Sp,13
128,Ge,38,Du,47
129,Ge,13,It,20
130,Ta,42,Ja,8
131,Ge,22,Ta,38
132,It,13,Du,21
133,Ja,2,It,44
134,It,40,Sp,17
135,Sp,46,Sp,15
136,En,47,En,34
137,Sp,11,Du,10
138,Du,4,Sp,26
139,Ta,40,It,47
140,Ja,21,Du,33
141,Ta,28,Sp,47
142,Ja,48,It,3
143,Du,1,Du,9
144,Ge,41,Ge,7
145,Ge,9,Sp,41
146,Ta,35,It,24
147,Sp,3,It,35
148,En,32,Ja,44
149,En,8,Ge,31
150,En,15,Ja,45
151,It,11,Sp,30
152,En,6,Ta,43
153,Ja,27,Ta,25
154,Ta,41,En,12
155,Du,18,It,30
156,Ta,26,Ta,23
157,Ta,14,Ta,8
158,Du,11,It,36
159,Ja,10,Ge,34
160,Ja,47,Du,40
161,Du,34,Ge,26
162,Ja,23,Ta,29
163,It,8,Ge,42
164,Ja,30,En,7
165,Ta,45,Sp,28
166,Ta,22,Ge,18
167,Du,26,Sp,20
168,Sp,37,Sp,8
